DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-06-29 00:00:00;5;0;2;0;0;0;0;0;0;0;0;0
2020-06-29 00:15:00;9;0;7;0;0;0;0;0;0;0;0;0
2020-06-29 00:30:00;6;0;5;0;0;0;0;0;0;0;0;0
2020-06-29 00:45:00;7;0;6;0;0;0;0;0;0;0;0;0
2020-06-29 01:00:00;4;0;5;0;0;0;0;0;0;0;0;0
2020-06-29 01:15:00;3;0;2;0;0;0;0;0;0;0;0;0
2020-06-29 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-29 01:45:00;5;0;6;0;0;0;0;0;0;0;0;0
2020-06-29 02:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-06-29 02:15:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-06-29 02:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-06-29 02:45:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-06-29 03:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-06-29 03:15:00;1;0;6;0;0;0;0;0;0;0;0;0
2020-06-29 03:30:00;5;0;7;0;0;0;0;0;0;0;0;0
2020-06-29 03:45:00;5;0;11;0;0;0;0;0;0;0;0;0
2020-06-29 04:00:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-06-29 04:15:00;3;0;11;0;0;0;0;0;0;0;0;0
2020-06-29 04:30:00;1;0;13;0;0;0;0;0;0;0;0;0
2020-06-29 04:45:00;7;0;31;0;0;0;0;0;0;0;0;0
2020-06-29 05:00:00;5;0;73;0;0;0;0;0;0;0;0;0
2020-06-29 05:15:00;10;0;128;0;0;0;0;0;0;0;0;0
2020-06-29 05:30:00;11;0;126;0;0;0;0;0;0;0;0;0
2020-06-29 05:45:00;14;0;139;0;1;0;0;0;0;0;0;0
2020-06-29 06:00:00;23;0;107;0;0;0;0;0;0;0;0;0
2020-06-29 06:15:00;27;0;162;0;3;0;0;0;0;1;0;0
2020-06-29 06:30:00;40;0;191;0;4;0;0;0;0;1;1;0
2020-06-29 06:45:00;54;0;204;0;10;0;0;0;0;3;0;0
2020-06-29 07:00:00;54;0;195;0;3;1;0;0;0;1;0;0
2020-06-29 07:15:00;53;0;217;0;8;2;0;0;0;1;0;0
2020-06-29 07:30:00;70;0;188;0;11;2;0;0;0;2;1;0
2020-06-29 07:45:00;89;0;170;0;7;4;0;0;0;1;3;0
2020-06-29 08:00:00;80;0;149;0;7;1;0;0;0;2;0;0
2020-06-29 08:15:00;66;0;182;0;1;1;0;0;0;6;0;0
2020-06-29 08:30:00;101;0;137;0;3;2;0;0;0;2;0;0
2020-06-29 08:45:00;74;0;134;0;7;0;0;0;0;0;0;0
2020-06-29 09:00:00;76;0;130;0;3;0;0;0;0;0;0;0
2020-06-29 09:15:00;79;0;119;0;4;1;0;0;0;1;0;0
2020-06-29 09:30:00;71;0;149;0;1;0;0;0;0;0;0;0
2020-06-29 09:45:00;84;0;135;0;2;0;0;0;0;1;0;0
2020-06-29 10:00:00;98;0;111;0;3;2;0;0;0;3;1;0
2020-06-29 10:15:00;95;0;123;0;3;2;0;0;0;0;0;0
2020-06-29 10:30:00;83;0;146;0;4;0;0;0;0;1;0;0
2020-06-29 10:45:00;112;0;127;0;1;2;0;0;0;1;0;0
2020-06-29 11:00:00;105;0;106;0;4;1;0;0;0;1;0;0
2020-06-29 11:15:00;122;0;130;0;5;0;0;0;0;1;1;0
2020-06-29 11:30:00;109;0;106;0;2;4;0;0;0;2;0;0
2020-06-29 11:45:00;111;0;87;0;1;2;0;0;0;5;0;0
2020-06-29 12:00:00;131;0;111;0;4;2;0;0;0;1;0;0
2020-06-29 12:15:00;134;0;110;0;1;7;0;0;0;3;0;0
2020-06-29 12:30:00;108;0;87;0;3;4;0;0;0;5;1;0
2020-06-29 12:45:00;129;0;128;0;4;4;0;0;0;4;0;0
2020-06-29 13:00:00;151;0;125;0;4;3;0;0;0;3;1;0
2020-06-29 13:15:00;122;0;137;0;3;3;0;0;0;4;1;0
2020-06-29 13:30:00;124;0;156;0;7;2;0;0;0;0;0;0
2020-06-29 13:45:00;127;0;142;0;6;5;0;0;0;1;0;0
2020-06-29 14:00:00;124;0;93;0;4;6;0;0;0;1;0;0
2020-06-29 14:15:00;175;0;113;0;4;3;0;0;0;4;0;0
2020-06-29 14:30:00;170;0;119;0;6;5;0;0;0;4;0;0
2020-06-29 14:45:00;176;0;131;0;6;4;0;0;0;4;17;0
2020-06-29 15:00:00;186;0;101;0;5;4;0;0;0;6;2;0
2020-06-29 15:15:00;162;0;99;0;4;3;0;0;0;3;0;0
2020-06-29 15:30:00;201;0;118;0;5;6;0;0;0;3;0;0
2020-06-29 15:45:00;163;0;96;0;1;7;0;0;0;3;0;0
2020-06-29 16:00:00;195;0;106;0;3;4;0;0;0;4;9;0
2020-06-29 16:15:00;201;0;128;0;5;6;0;0;0;4;9;0
2020-06-29 16:30:00;196;0;116;0;2;5;0;0;0;5;0;0
2020-06-29 16:45:00;197;0;108;0;2;13;0;0;0;6;0;0
2020-06-29 17:00:00;200;0;140;0;6;6;0;0;0;6;2;0
2020-06-29 17:15:00;202;0;119;0;6;7;0;0;0;2;0;0
2020-06-29 17:30:00;176;0;126;0;4;6;0;0;0;9;0;0
2020-06-29 17:45:00;190;0;119;0;4;3;0;0;0;3;0;0
2020-06-29 18:00:00;193;0;94;0;4;3;0;0;0;5;8;0
2020-06-29 18:15:00;166;0;94;0;3;3;0;0;0;7;0;0
2020-06-29 18:30:00;163;0;113;0;3;6;0;0;0;6;1;0
2020-06-29 18:45:00;124;0;115;0;2;4;0;0;0;2;1;0
2020-06-29 19:00:00;111;0;73;0;2;3;0;0;0;3;1;0
2020-06-29 19:15:00;103;0;64;0;6;1;0;0;0;2;0;0
2020-06-29 19:30:00;106;0;63;0;3;5;0;0;0;2;3;0
2020-06-29 19:45:00;80;0;72;0;0;4;0;0;0;3;0;0
2020-06-29 20:00:00;87;0;68;0;1;4;0;0;0;4;0;0
2020-06-29 20:15:00;72;0;45;0;0;1;0;0;0;3;1;0
2020-06-29 20:30:00;58;0;67;0;0;1;0;0;0;0;0;0
2020-06-29 20:45:00;69;0;43;0;0;0;0;0;0;0;0;0
2020-06-29 21:00:00;81;0;95;0;0;0;0;0;0;2;0;0
2020-06-29 21:15:00;48;0;60;0;0;0;0;0;0;2;0;0
2020-06-29 21:30:00;57;0;45;0;0;0;0;0;0;0;0;0
2020-06-29 21:45:00;71;0;34;0;0;0;0;0;0;0;0;0
2020-06-29 22:00:00;84;0;46;0;0;0;0;0;0;0;0;0
2020-06-29 22:15:00;58;0;34;0;0;0;0;0;0;0;0;0
2020-06-29 22:30:00;30;0;24;0;0;0;0;0;0;0;0;0
2020-06-29 22:45:00;27;0;18;0;0;0;0;0;0;0;0;0
2020-06-29 23:00:00;17;0;13;0;0;0;0;0;0;0;0;0
2020-06-29 23:15:00;14;0;12;0;0;0;0;0;0;0;0;0
2020-06-29 23:30:00;11;0;6;0;0;0;0;0;0;0;0;0
2020-06-30 00:00:00;9;0;7;0;0;0;0;0;0;0;0;0
2020-06-30 00:15:00;6;0;5;0;0;0;0;0;0;0;0;0
2020-06-30 00:30:00;6;0;5;0;0;0;0;0;0;0;0;0
2020-06-30 00:45:00;5;0;4;0;0;0;0;0;0;0;0;0
2020-06-30 01:00:00;7;0;8;0;0;0;0;0;0;0;0;0
2020-06-30 01:15:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-06-30 01:30:00;4;0;6;0;0;0;0;0;0;0;0;0
2020-06-30 01:45:00;5;0;4;0;0;0;0;0;0;0;0;0
