DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-12-03 00:00:00;6;3;0;0;0;1;9;0;0;1;0
2020-12-03 00:15:00;5;1;2;0;0;2;12;2;0;0;0
2020-12-03 00:30:00;6;5;0;0;0;0;12;3;0;1;0
2020-12-03 00:45:00;4;0;0;3;0;5;13;4;0;1;0
2020-12-03 01:00:00;11;5;2;0;0;3;10;6;0;2;0
2020-12-03 01:15:00;3;4;1;0;0;4;7;1;0;0;0
2020-12-03 01:30:00;5;3;0;0;0;0;8;1;0;0;0
2020-12-03 01:45:00;4;2;1;1;0;3;4;0;0;0;0
2020-12-03 02:00:00;6;7;0;0;0;0;9;1;0;0;0
2020-12-03 02:15:00;2;4;0;0;0;0;8;1;0;0;0
2020-12-03 02:30:00;6;4;0;0;0;0;20;1;0;0;0
2020-12-03 02:45:00;5;2;1;0;0;0;5;3;0;0;0
2020-12-03 03:00:00;3;3;1;1;0;4;5;0;0;0;0
2020-12-03 03:15:00;3;2;0;0;0;2;9;0;0;0;0
2020-12-03 03:30:00;3;7;0;0;0;3;9;1;0;0;0
2020-12-03 03:45:00;4;3;1;0;0;2;15;4;0;1;0
2020-12-03 04:00:00;6;8;1;0;0;0;13;4;0;0;0
2020-12-03 04:15:00;8;4;1;0;0;2;14;2;0;0;0
2020-12-03 04:30:00;11;9;3;1;0;1;26;4;0;2;0
2020-12-03 04:45:00;22;10;6;2;0;2;44;11;0;3;1
2020-12-03 05:00:00;24;10;7;1;0;2;89;76;0;2;0
2020-12-03 05:15:00;35;25;16;3;0;8;113;116;0;2;1
2020-12-03 05:30:00;47;24;17;9;2;13;112;103;0;4;0
2020-12-03 05:45:00;109;38;35;16;4;24;93;73;0;3;0
2020-12-03 06:00:00;129;49;49;13;0;19;105;98;0;4;0
2020-12-03 06:15:00;121;56;53;25;5;31;102;129;1;6;0
2020-12-03 06:30:00;69;52;44;28;15;48;123;132;3;8;1
2020-12-03 06:45:00;76;55;59;39;18;61;111;119;1;10;0
2020-12-03 07:00:00;58;42;38;43;19;60;95;112;2;8;2
2020-12-03 07:15:00;61;47;47;67;26;83;128;125;3;12;2
2020-12-03 07:30:00;93;30;29;48;15;60;112;127;2;11;1
2020-12-03 07:45:00;87;59;53;45;12;59;102;139;10;13;2
2020-12-03 08:00:00;76;36;31;27;18;46;116;122;4;10;1
2020-12-03 08:15:00;95;41;40;28;4;32;103;102;1;6;0
2020-12-03 08:30:00;82;37;24;33;8;47;94;87;0;8;3
2020-12-03 08:45:00;98;37;26;26;6;32;87;85;2;10;2
2020-12-03 09:00:00;86;30;23;23;5;32;83;87;1;11;0
2020-12-03 09:15:00;76;31;27;24;2;29;89;74;1;8;1
2020-12-03 09:30:00;78;33;22;25;3;27;83;91;2;8;1
2020-12-03 09:45:00;106;38;26;24;6;30;83;61;2;11;2
2020-12-03 10:00:00;91;34;30;13;3;19;69;72;3;9;2
