DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-07-19 00:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 00:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 00:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 00:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 01:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 01:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 01:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 01:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 02:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 02:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 02:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 02:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 03:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 03:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 03:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 03:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 04:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 04:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 04:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 04:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 05:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 05:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 05:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 05:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 06:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 06:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 06:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 06:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 07:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 07:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 07:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 07:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 08:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 08:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 08:30:00;1;0;0;0;0;0;0;0;0
2020-07-19 08:45:00;23;4;0;0;0;0;0;0;0
2020-07-19 09:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 09:15:00;0;0;0;0;0;0;0;0;0
2020-07-19 09:30:00;7;0;0;0;0;0;0;0;0
2020-07-19 09:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 10:00:00;7;0;0;0;0;0;0;0;0
2020-07-19 10:15:00;23;0;0;0;0;0;0;0;0
2020-07-19 10:30:00;3;0;0;0;0;0;0;0;0
2020-07-19 10:45:00;0;0;0;0;0;0;0;0;0
2020-07-19 11:00:00;2;0;0;0;0;0;0;0;0
2020-07-19 11:15:00;3;1;0;0;0;0;0;0;0
2020-07-19 11:30:00;12;0;0;0;0;0;0;0;0
2020-07-19 11:45:00;15;1;0;0;0;0;0;0;0
2020-07-19 12:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 12:15:00;34;0;0;0;0;0;0;0;0
2020-07-19 12:30:00;0;0;0;0;0;0;0;0;0
2020-07-19 12:45:00;3;0;0;0;0;0;0;0;0
2020-07-19 13:00:00;0;0;0;0;0;0;0;0;0
2020-07-19 13:15:00;1;0;0;0;0;0;0;0;0
