DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-12-10 00:00:00;1;2;1;2;0;0;0;0
2019-12-10 00:15:00;4;1;0;1;0;0;0;0
2019-12-10 00:30:00;4;2;1;0;0;0;0;0
2019-12-10 00:45:00;5;2;0;2;0;0;0;0
2019-12-10 01:00:00;2;3;0;0;0;0;0;0
2019-12-10 01:15:00;4;4;1;1;0;0;0;0
2019-12-10 01:30:00;1;0;0;0;0;0;0;0
2019-12-10 01:45:00;2;3;0;0;0;0;0;0
2019-12-10 02:00:00;1;2;0;1;0;0;0;0
2019-12-10 02:15:00;0;0;0;0;0;0;0;0
2019-12-10 02:30:00;3;3;0;0;0;0;0;0
2019-12-10 02:45:00;0;0;1;1;0;0;0;0
2019-12-10 03:00:00;0;1;1;5;0;0;0;0
2019-12-10 03:15:00;1;0;0;0;0;0;0;0
2019-12-10 03:30:00;3;1;2;4;0;0;0;0
2019-12-10 03:45:00;1;0;1;2;0;0;0;0
2019-12-10 04:00:00;2;2;1;1;0;0;0;0
2019-12-10 04:15:00;3;3;1;1;0;0;0;0
2019-12-10 04:30:00;6;4;0;0;0;0;0;0
2019-12-10 04:45:00;9;4;0;0;0;0;0;0
2019-12-10 05:00:00;11;3;1;2;0;0;0;0
2019-12-10 05:15:00;21;15;1;1;0;0;0;0
2019-12-10 05:30:00;27;27;5;3;0;0;0;0
2019-12-10 05:45:00;23;44;2;2;0;0;0;0
2019-12-10 06:00:00;41;32;3;2;0;0;0;0
2019-12-10 06:15:00;59;44;2;4;0;0;0;0
2019-12-10 06:30:00;83;40;4;2;0;0;0;0
2019-12-10 06:45:00;70;50;3;4;0;0;2;0
2019-12-10 07:00:00;70;41;1;1;0;0;1;0
2019-12-10 07:15:00;74;59;6;9;0;0;0;0
2019-12-10 07:30:00;111;86;1;1;0;0;6;0
2019-12-10 07:45:00;106;82;4;5;0;0;6;8
2019-12-10 08:00:00;105;54;7;10;0;0;1;0
2019-12-10 08:15:00;99;67;5;5;0;0;0;0
2019-12-10 08:30:00;74;43;0;0;0;0;0;0
2019-12-10 08:45:00;82;68;4;3;0;0;0;0
2019-12-10 09:00:00;51;45;2;3;0;0;0;0
2019-12-10 09:15:00;40;61;3;2;0;0;0;0
2019-12-10 09:30:00;49;50;1;3;0;0;0;0
2019-12-10 09:45:00;52;61;3;2;0;0;0;0
2019-12-10 10:00:00;51;40;1;1;0;0;0;0
2019-12-10 10:15:00;58;42;3;3;0;0;0;0
2019-12-10 10:30:00;66;54;3;3;0;0;2;0
2019-12-10 10:45:00;63;53;2;1;0;0;1;1
2019-12-10 11:00:00;60;40;1;0;0;0;0;0
2019-12-10 11:15:00;62;63;2;2;0;0;0;0
2019-12-10 11:30:00;69;35;5;1;0;0;0;0
2019-12-10 11:45:00;55;54;0;0;0;0;3;0
2019-12-10 12:00:00;82;45;3;0;0;0;1;0
2019-12-10 12:15:00;71;51;7;1;0;0;0;0
2019-12-10 12:30:00;75;39;3;4;0;0;3;3
2019-12-10 12:45:00;72;41;3;2;0;0;0;1
2019-12-10 13:00:00;77;44;2;2;0;0;0;0
2019-12-10 13:15:00;65;39;2;1;0;0;0;0
2019-12-10 13:30:00;70;51;3;1;0;0;0;0
2019-12-10 13:45:00;65;49;4;0;0;0;0;0
2019-12-10 14:00:00;62;57;5;5;0;0;10;2
2019-12-10 14:15:00;59;58;4;3;0;0;3;0
2019-12-10 14:30:00;69;74;2;1;0;0;0;0
2019-12-10 14:45:00;77;73;7;5;0;0;1;0
2019-12-10 15:00:00;70;56;4;7;0;0;0;0
2019-12-10 15:15:00;73;82;1;2;0;0;4;3
2019-12-10 15:30:00;72;70;2;1;0;0;0;0
2019-12-10 15:45:00;72;79;3;1;0;0;0;0
2019-12-10 16:00:00;85;64;7;7;0;0;0;12
2019-12-10 16:15:00;87;79;2;5;0;0;2;0
2019-12-10 16:30:00;74;80;3;2;0;0;10;7
2019-12-10 16:45:00;75;73;8;7;0;0;4;2
2019-12-10 17:00:00;83;76;2;4;0;0;10;2
