DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-04-30 00:00:00;1;2;0;1;1;1;0;1
2020-04-30 00:15:00;6;2;0;2;4;6;0;1
2020-04-30 00:30:00;2;3;1;2;0;2;0;3
2020-04-30 00:45:00;1;6;3;1;1;0;0;2
2020-04-30 01:00:00;2;1;1;2;2;1;0;3
2020-04-30 01:15:00;0;4;1;0;1;0;0;2
2020-04-30 01:30:00;1;1;1;0;0;0;0;0
2020-04-30 01:45:00;0;3;0;0;1;0;0;0
2020-04-30 02:00:00;1;0;0;1;1;0;0;0
2020-04-30 02:15:00;2;0;0;2;1;1;0;0
2020-04-30 02:30:00;3;1;1;0;0;1;0;1
2020-04-30 02:45:00;0;0;0;2;1;1;0;0
2020-04-30 03:00:00;6;3;0;1;1;0;0;0
2020-04-30 03:15:00;0;1;1;0;0;1;0;2
2020-04-30 03:30:00;4;1;0;0;2;0;0;0
2020-04-30 03:45:00;2;0;0;1;0;0;0;0
2020-04-30 04:00:00;2;2;1;0;1;0;0;2
2020-04-30 04:15:00;2;1;1;1;1;1;0;1
2020-04-30 04:30:00;2;4;1;3;1;2;0;1
2020-04-30 04:45:00;7;3;2;2;1;1;0;2
2020-04-30 05:00:00;5;9;17;8;4;9;0;4
2020-04-30 05:15:00;15;34;36;7;3;13;0;9
2020-04-30 05:30:00;19;41;69;14;12;19;0;8
2020-04-30 05:45:00;38;33;42;9;8;18;0;8
2020-04-30 06:00:00;29;24;29;14;11;5;0;12
2020-04-30 06:15:00;33;28;47;8;17;15;0;15
2020-04-30 06:30:00;35;36;65;17;34;28;0;21
2020-04-30 06:45:00;44;47;68;18;28;21;0;23
2020-04-30 07:00:00;66;50;48;22;23;21;0;27
2020-04-30 07:15:00;77;41;52;29;50;25;0;37
2020-04-30 07:30:00;65;60;57;24;39;39;0;41
2020-04-30 07:45:00;57;56;62;27;30;38;0;41
2020-04-30 08:00:00;49;38;42;31;25;25;0;27
2020-04-30 08:15:00;41;44;34;24;28;16;0;21
2020-04-30 08:30:00;46;29;35;20;27;23;0;25
2020-04-30 08:45:00;30;26;30;21;26;13;0;40
2020-04-30 09:00:00;39;31;24;21;32;20;0;18
2020-04-30 09:15:00;42;33;27;26;25;21;0;32
2020-04-30 09:30:00;42;31;21;20;23;24;0;29
2020-04-30 09:45:00;43;38;37;15;23;23;0;30
2020-04-30 10:00:00;48;21;27;24;22;25;0;25
2020-04-30 10:15:00;63;48;26;22;26;29;0;30
2020-04-30 10:30:00;65;38;35;31;67;26;0;27
2020-04-30 10:45:00;63;37;26;30;33;35;0;38
2020-04-30 11:00:00;54;38;22;31;43;25;0;39
2020-04-30 11:15:00;58;49;28;35;88;32;0;31
2020-04-30 11:30:00;61;40;32;25;29;32;0;34
2020-04-30 11:45:00;57;37;21;35;31;31;0;39
2020-04-30 12:00:00;50;38;26;33;34;44;0;52
2020-04-30 12:15:00;55;40;25;46;62;30;0;44
2020-04-30 12:30:00;50;46;35;22;20;24;0;34
2020-04-30 12:45:00;46;44;21;37;120;44;0;52
2020-04-30 13:00:00;52;38;35;33;31;37;0;41
2020-04-30 13:15:00;45;40;27;32;54;27;0;48
2020-04-30 13:30:00;46;56;40;32;34;25;0;31
2020-04-30 13:45:00;53;49;31;40;30;29;0;40
2020-04-30 14:00:00;57;51;31;37;40;33;0;46
2020-04-30 14:15:00;55;35;31;51;42;19;0;39
2020-04-30 14:30:00;67;50;26;60;74;32;0;49
2020-04-30 14:45:00;43;48;17;38;32;21;0;26
2020-04-30 15:00:00;
2020-04-30 15:15:00;
2020-04-30 15:30:00;
2020-04-30 15:45:00;
2020-04-30 16:00:00;
2020-04-30 16:15:00;25;20;15;27;20;19;0;32
2020-04-30 16:30:00;56;36;19;42;41;26;0;48
2020-04-30 16:45:00;57;64;21;37;29;31;0;49
2020-04-30 17:00:00;58;50;15;42;38;35;0;51
2020-04-30 17:15:00;58;39;23;39;30;43;0;58
2020-04-30 17:30:00;41;44;29;49;55;32;0;57
2020-04-30 17:45:00;49;48;29;42;27;34;0;34
2020-04-30 18:00:00;47;50;19;41;35;39;0;42
2020-04-30 18:15:00;45;35;22;21;15;32;0;38
2020-04-30 18:30:00;34;29;26;29;27;19;0;31
2020-04-30 18:45:00;35;34;17;25;24;24;0;33
2020-04-30 19:00:00;32;19;15;18;16;12;0;19
2020-04-30 19:15:00;
2020-04-30 19:30:00;
2020-04-30 19:45:00;
2020-04-30 20:00:00;
2020-04-30 20:15:00;
2020-04-30 20:30:00;
2020-04-30 20:45:00;
2020-04-30 21:00:00;
2020-04-30 21:15:00;
2020-04-30 21:30:00;
2020-04-30 21:45:00;
2020-04-30 22:00:00;
2020-04-30 22:15:00;
2020-04-30 22:30:00;
2020-04-30 22:45:00;
2020-04-30 23:00:00;
2020-04-30 23:15:00;
2020-04-30 23:30:00;
2020-04-30 23:45:00;
