DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-04-04 00:00:00;0;0;0;1;0;0;3;1;1;1;0;0;0;0;0;0;0
2020-04-04 00:15:00;0;2;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-04 00:30:00;4;1;1;0;1;0;2;7;7;1;0;0;0;0;0;0;0
2020-04-04 00:45:00;2;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0
2020-04-04 01:00:00;3;1;0;0;0;0;3;1;1;3;0;0;0;0;0;0;0
2020-04-04 01:15:00;2;0;4;1;0;2;3;3;6;1;0;0;0;0;0;0;0
2020-04-04 01:30:00;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-04-04 01:45:00;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-04-04 02:00:00;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-04-04 02:15:00;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-04-04 02:30:00;3;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-04 02:45:00;1;0;2;1;0;0;0;0;2;2;0;0;0;0;0;0;0
2020-04-04 03:00:00;0;0;0;1;0;0;0;2;2;1;0;0;0;0;0;0;0
2020-04-04 03:15:00;0;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0
2020-04-04 03:30:00;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-04-04 03:45:00;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-04 04:00:00;0;0;0;0;0;1;2;2;1;0;0;0;0;0;0;0;0
2020-04-04 04:15:00;0;0;2;1;1;0;0;0;2;2;0;0;0;0;0;0;0
2020-04-04 04:30:00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
2020-04-04 04:45:00;0;0;0;1;1;0;0;2;6;1;0;0;0;0;0;0;0
2020-04-04 05:00:00;0;1;3;2;0;0;3;0;4;1;0;0;0;0;0;0;0
2020-04-04 05:15:00;1;1;4;2;2;0;0;2;5;2;0;0;0;0;0;0;0
2020-04-04 05:30:00;12;2;4;4;0;2;8;6;6;4;0;0;0;0;0;0;0
2020-04-04 05:45:00;4;1;8;7;0;2;3;4;9;8;0;0;0;0;0;0;0
2020-04-04 06:00:00;2;5;4;2;2;4;3;7;9;9;0;0;0;0;0;0;0
2020-04-04 06:15:00;6;0;3;6;2;3;3;7;8;2;0;0;0;0;0;0;0
2020-04-04 06:30:00;9;7;11;8;2;3;7;4;5;5;0;0;0;0;0;0;0
2020-04-04 06:45:00;6;3;4;1;4;0;3;7;5;8;0;0;0;0;0;0;0
