DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-04-13 00:00:00;0;0;0;1;1;0;0
2020-04-13 00:15:00;0;0;0;0;3;0;0
2020-04-13 00:30:00;0;0;0;3;0;0;0
2020-04-13 00:45:00;2;2;2;0;2;2;0
2020-04-13 01:00:00;2;0;0;1;3;1;0
2020-04-13 01:15:00;0;0;0;0;0;2;0
2020-04-13 01:30:00;1;1;1;0;1;1;0
2020-04-13 01:45:00;1;0;0;0;0;0;0
2020-04-13 02:00:00;0;0;0;0;1;0;0
2020-04-13 02:15:00;0;0;0;0;0;0;0
2020-04-13 02:30:00;0;0;0;0;0;0;0
2020-04-13 02:45:00;0;0;0;0;0;0;0
2020-04-13 03:00:00;0;0;0;0;0;0;0
2020-04-13 03:15:00;0;0;0;0;0;1;0
2020-04-13 03:30:00;1;1;1;1;1;0;0
2020-04-13 03:45:00;1;1;0;0;1;0;0
2020-04-13 04:00:00;1;0;0;0;0;2;0
2020-04-13 04:15:00;0;0;0;0;1;0;0
2020-04-13 04:30:00;1;0;1;0;0;0;0
2020-04-13 04:45:00;0;1;1;0;2;0;0
2020-04-13 05:00:00;0;0;0;0;1;0;0
2020-04-13 05:15:00;1;2;2;0;4;4;0
2020-04-13 05:30:00;5;3;1;0;1;0;0
2020-04-13 05:45:00;6;6;5;1;5;1;0
2020-04-13 06:00:00;1;1;1;0;7;4;0
2020-04-13 06:15:00;3;3;4;0;4;1;0
2020-04-13 06:30:00;4;4;2;1;3;2;0
2020-04-13 06:45:00;2;0;0;3;6;1;0
2020-04-13 07:00:00;1;0;0;1;5;1;0
2020-04-13 07:15:00;3;2;1;0;1;1;0
2020-04-13 07:30:00;1;1;0;1;1;2;0
2020-04-13 07:45:00;1;0;0;0;4;3;0
2020-04-13 08:00:00;4;2;0;0;3;0;0
2020-04-13 08:15:00;5;3;2;2;5;2;0
2020-04-13 08:30:00;4;2;1;2;5;1;0
2020-04-13 08:45:00;6;2;3;3;4;3;0
2020-04-13 09:00:00;5;2;1;3;2;1;0
2020-04-13 09:15:00;5;1;1;2;11;0;0
2020-04-13 09:30:00;4;1;1;5;9;2;0
2020-04-13 09:45:00;10;4;3;5;7;5;0
2020-04-13 10:00:00;8;7;6;3;7;7;0
2020-04-13 10:15:00;15;8;5;4;11;3;0
2020-04-13 10:30:00;9;4;4;3;11;2;0
2020-04-13 10:45:00;18;8;6;4;19;5;0
2020-04-13 11:00:00;13;6;3;1;12;3;0
2020-04-13 11:15:00;21;5;4;6;7;7;0
2020-04-13 11:30:00;15;10;5;5;15;4;0
2020-04-13 11:45:00;18;10;6;3;20;9;0
2020-04-13 12:00:00;15;5;4;11;18;5;0
2020-04-13 12:15:00;19;8;4;1;14;7;0
2020-04-13 12:30:00;15;9;7;5;17;3;2
2020-04-13 12:45:00;17;13;8;7;32;9;0
2020-04-13 13:00:00;17;5;3;8;11;5;0
2020-04-13 13:15:00;20;12;8;7;27;13;0
2020-04-13 13:30:00;19;8;4;3;24;9;0
2020-04-13 13:45:00;20;10;9;7;31;11;0
2020-04-13 14:00:00;19;7;3;6;22;8;0
2020-04-13 14:15:00;20;12;6;7;17;10;0
2020-04-13 14:30:00;23;5;0;7;18;8;0
2020-04-13 14:45:00;31;17;13;7;22;6;0
2020-04-13 15:00:00;16;11;7;9;18;7;0
2020-04-13 15:15:00;20;8;5;6;23;8;0
2020-04-13 15:30:00;18;6;4;11;16;10;0
2020-04-13 15:45:00;24;15;9;8;17;9;1
2020-04-13 16:00:00;19;8;7;4;15;4;0
2020-04-13 16:15:00;20;12;9;3;22;6;0
2020-04-13 16:30:00;20;9;5;7;19;3;0
2020-04-13 16:45:00;22;14;10;8;17;7;0
2020-04-13 17:00:00;13;6;5;4;18;10;0
2020-04-13 17:15:00;15;7;6;9;19;7;0
2020-04-13 17:30:00;23;9;8;7;12;8;0
2020-04-13 17:45:00;26;12;6;6;21;9;0
2020-04-13 18:00:00;23;9;8;5;19;6;0
2020-04-13 18:15:00;24;9;8;12;20;5;0
2020-04-13 18:30:00;16;4;2;2;17;4;0
2020-04-13 18:45:00;26;13;8;4;19;6;0
2020-04-13 19:00:00;22;6;3;3;21;7;0
2020-04-13 19:15:00;18;9;5;4;19;8;0
2020-04-13 19:30:00;12;11;9;6;25;7;0
2020-04-13 19:45:00;22;10;5;2;8;0;0
2020-04-13 20:00:00;12;4;3;1;20;5;0
2020-04-13 20:15:00;14;10;4;5;8;3;0
2020-04-13 20:30:00;6;5;4;1;8;6;0
2020-04-13 20:45:00;7;4;3;3;8;4;0
2020-04-13 21:00:00;5;0;0;5;11;4;0
2020-04-13 21:15:00;9;7;5;1;11;8;0
2020-04-13 21:30:00;5;2;0;1;5;1;0
2020-04-13 21:45:00;8;4;2;2;4;1;0
2020-04-13 22:00:00;4;5;3;0;5;5;0
2020-04-13 22:15:00;4;4;3;1;5;0;0
2020-04-13 22:30:00;6;5;3;1;3;1;0
2020-04-13 22:45:00;4;3;2;1;0;4;0
2020-04-13 23:00:00;5;2;1;1;3;1;0
2020-04-13 23:15:00;2;2;3;1;1;0;0
2020-04-13 23:30:00;3;2;4;0;5;2;0
2020-04-13 23:45:00;1;1;1;1;0;2;0
