DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-01-06 00:00:00;19;12;15;1;3;13;8;1;2
2020-01-06 00:15:00;18;14;13;5;3;17;10;0;2
2020-01-06 00:30:00;10;9;8;7;6;15;13;1;3
2020-01-06 00:45:00;11;10;9;6;6;12;3;1;1
2020-01-06 01:00:00;11;8;10;2;0;7;14;0;2
2020-01-06 01:15:00;6;15;10;6;3;6;3;1;1
2020-01-06 01:30:00;4;8;5;2;2;8;4;0;0
2020-01-06 01:45:00;5;4;2;1;1;6;3;2;3
2020-01-06 02:00:00;29;27;28;24;4;26;22;21;20
2020-01-06 02:15:00;5;12;7;5;2;9;9;3;3
2020-01-06 02:30:00;9;10;12;8;5;10;7;3;3
2020-01-06 02:45:00;13;14;16;11;0;15;14;12;12
2020-01-06 03:00:00;29;24;25;19;0;23;21;19;18
2020-01-06 03:15:00;7;8;4;2;1;6;6;1;1
2020-01-06 03:30:00;16;13;14;11;0;13;13;11;11
2020-01-06 03:45:00;3;5;4;1;0;5;3;1;1
2020-01-06 04:00:00;11;10;9;8;1;11;8;7;7
2020-01-06 04:15:00;7;8;8;5;1;4;4;3;4
2020-01-06 04:30:00;16;13;15;12;3;11;11;9;10
2020-01-06 04:45:00;10;10;9;6;4;6;6;4;4
2020-01-06 05:00:00;11;11;10;2;1;7;8;1;2
2020-01-06 05:15:00;9;11;13;8;2;5;5;3;4
2020-01-06 05:30:00;17;21;19;16;1;18;23;14;14
2020-01-06 05:45:00;5;6;9;4;2;12;12;2;3
2020-01-06 06:00:00;9;8;4;2;1;15;3;2;3
2020-01-06 06:15:00;13;15;15;9;0;14;14;10;13
2020-01-06 06:30:00;8;5;9;3;3;4;8;2;3
2020-01-06 06:45:00;3;10;12;0;0;9;9;1;1
2020-01-06 07:00:00;8;9;15;7;0;9;13;4;4
2020-01-06 07:15:00;43;43;47;42;3;47;46;41;39
2020-01-06 07:30:00;9;3;9;3;2;10;8;1;1
2020-01-06 07:45:00;21;11;8;4;0;13;12;3;3
2020-01-06 08:00:00;17;12;9;4;3;13;6;2;4
2020-01-06 08:15:00;15;13;16;3;5;17;12;0;3
2020-01-06 08:30:00;18;15;19;5;1;26;14;3;6
2020-01-06 08:45:00;14;10;12;5;1;24;12;2;1
2020-01-06 09:00:00;15;13;13;3;6;26;8;5;5
2020-01-06 09:15:00;21;20;15;3;5;24;18;3;5
2020-01-06 09:30:00;19;29;25;6;10;26;22;5;9
2020-01-06 09:45:00;36;32;28;5;10;38;21;1;6
2020-01-06 10:00:00;28;28;26;4;7;25;22;8;14
2020-01-06 10:15:00;35;31;27;4;7;31;16;9;7
2020-01-06 10:30:00;28;34;30;14;12;54;25;5;8
2020-01-06 10:45:00;40;33;20;6;8;41;15;4;12
2020-01-06 11:00:00;40;41;36;16;12;55;37;8;14
2020-01-06 11:15:00;39;41;35;10;7;41;35;6;17
2020-01-06 11:30:00;46;47;39;15;10;47;37;7;9
2020-01-06 11:45:00;40;38;32;10;11;67;29;5;10
2020-01-06 12:00:00;30;49;36;16;11;50;42;7;13
2020-01-06 12:15:00;48;42;40;11;10;68;38;14;17
2020-01-06 12:30:00;54;48;36;13;7;50;34;12;14
2020-01-06 12:45:00;53;71;42;8;10;55;43;8;9
2020-01-06 13:00:00;54;46;35;14;10;68;45;10;14
2020-01-06 13:15:00;61;77;58;20;11;59;34;7;14
2020-01-06 13:30:00;65;56;49;18;9;59;45;10;13
2020-01-06 13:45:00;57;70;59;19;13;64;47;5;12
2020-01-06 14:00:00;50;82;46;18;15;66;52;10;12
2020-01-06 14:15:00;60;81;52;16;14;57;37;10;11
2020-01-06 14:30:00;83;87;56;20;18;61;51;4;9
2020-01-06 14:45:00;73;75;65;19;11;62;60;6;15
2020-01-06 15:00:00;73;80;48;12;9;77;47;4;10
2020-01-06 15:15:00;56;62;52;12;12;67;53;7;12
2020-01-06 15:30:00;54;65;53;17;10;73;41;12;15
2020-01-06 15:45:00;63;55;46;17;14;63;49;10;17
2020-01-06 16:00:00;58;82;54;24;16;68;46;5;11
2020-01-06 16:15:00;74;86;79;18;14;83;73;6;13
2020-01-06 16:30:00;64;86;77;25;17;91;69;11;13
2020-01-06 16:45:00;71;78;56;15;9;104;74;11;23
2020-01-06 17:00:00;68;80;67;26;17;85;60;9;18
2020-01-06 17:15:00;76;73;42;22;12;74;34;7;10
2020-01-06 17:30:00;71;93;63;29;13;57;51;4;8
2020-01-06 17:45:00;67;79;52;19;13;65;43;13;19
2020-01-06 18:00:00;75;88;47;20;19;67;48;6;13
2020-01-06 18:15:00;80;80;58;19;16;65;55;14;17
2020-01-06 18:30:00;75;72;53;15;12;57;42;9;11
2020-01-06 18:45:00;60;84;61;13;22;73;48;5;9
2020-01-06 19:00:00;60;53;41;12;6;50;43;4;10
2020-01-06 19:15:00;60;67;44;22;10;59;37;9;14
2020-01-06 19:30:00;59;47;40;13;8;53;30;4;11
2020-01-06 19:45:00;60;62;43;22;13;41;41;3;10
2020-01-06 20:00:00;53;64;33;9;9;39;34;5;17
2020-01-06 20:15:00;58;67;55;21;10;52;35;5;12
2020-01-06 20:30:00;48;35;41;15;10;50;42;4;8
2020-01-06 20:45:00;34;45;42;12;2;35;27;4;6
2020-01-06 21:00:00;43;57;37;24;8;37;29;10;18
2020-01-06 21:15:00;41;42;30;17;3;41;26;7;9
2020-01-06 21:30:00;49;45;38;17;8;42;25;13;18
2020-01-06 21:45:00;41;38;24;11;2;24;12;0;3
2020-01-06 22:00:00;41;38;22;5;3;23;13;6;7
2020-01-06 22:15:00;24;22;16;3;3;23;13;1;3
2020-01-06 22:30:00;28;23;20;7;3;19;7;2;5
2020-01-06 22:45:00;14;16;13;8;3;29;17;3;5
2020-01-06 23:00:00;26;29;26;16;0;24;22;11;15
2020-01-06 23:15:00;23;13;10;5;4;15;9;4;5
2020-01-06 23:30:00;23;18;15;7;1;8;7;1;4
2020-01-06 23:45:00;16;14;13;8;3;10;6;2;3
