DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-01-21 00:00:00;3;2;0;0;0;0;0;0
2020-01-21 00:15:00;5;3;1;1;0;0;0;0
2020-01-21 00:30:00;4;5;1;1;0;0;0;0
2020-01-21 00:45:00;4;5;0;2;0;0;0;0
2020-01-21 01:00:00;1;3;0;0;0;0;0;0
2020-01-21 01:15:00;5;1;0;0;0;0;0;0
2020-01-21 01:30:00;2;6;0;1;0;0;0;0
2020-01-21 01:45:00;2;2;1;1;0;0;0;0
2020-01-21 02:00:00;0;0;2;0;0;0;0;0
2020-01-21 02:15:00;0;1;0;0;0;0;0;0
2020-01-21 02:30:00;1;2;2;1;0;0;0;0
2020-01-21 02:45:00;3;0;1;1;0;0;0;0
2020-01-21 03:00:00;0;1;1;2;0;0;0;0
2020-01-21 03:15:00;0;0;0;0;0;0;0;0
2020-01-21 03:30:00;1;1;0;3;0;0;0;0
2020-01-21 03:45:00;3;1;0;0;0;0;0;0
2020-01-21 04:00:00;3;3;1;1;0;0;0;0
2020-01-21 04:15:00;1;3;1;1;0;0;0;0
2020-01-21 04:30:00;4;1;0;0;0;0;0;0
2020-01-21 04:45:00;6;1;2;2;0;0;0;0
2020-01-21 05:00:00;13;5;1;1;0;0;0;0
2020-01-21 05:15:00;27;12;4;1;0;0;0;0
2020-01-21 05:30:00;25;18;1;1;0;0;0;0
2020-01-21 05:45:00;35;40;4;3;0;0;0;0
2020-01-21 06:00:00;46;30;2;2;0;0;0;0
2020-01-21 06:15:00;50;41;2;2;0;0;0;0
2020-01-21 06:30:00;73;44;4;3;0;0;0;0
2020-01-21 06:45:00;73;51;3;2;0;0;0;0
2020-01-21 07:00:00;87;45;2;1;0;0;0;0
2020-01-21 07:15:00;98;67;4;4;0;0;2;0
2020-01-21 07:30:00;111;74;4;6;0;0;2;1
2020-01-21 07:45:00;110;75;3;2;0;0;1;0
2020-01-21 08:00:00;92;56;1;2;0;0;0;9
2020-01-21 08:15:00;60;53;1;2;0;0;0;0
2020-01-21 08:30:00;87;47;2;1;0;0;0;0
2020-01-21 08:45:00;58;58;2;1;0;0;0;0
2020-01-21 09:00:00;61;35;4;3;0;0;2;0
2020-01-21 09:15:00;45;52;0;2;0;0;0;0
2020-01-21 09:30:00;48;37;0;0;0;0;1;0
2020-01-21 09:45:00;59;60;1;2;0;0;1;0
2020-01-21 10:00:00;48;47;1;2;0;0;0;0
2020-01-21 10:15:00;55;47;2;3;0;0;1;8
2020-01-21 10:30:00;58;41;0;0;0;0;0;0
2020-01-21 10:45:00;60;50;3;1;0;0;0;0
2020-01-21 11:00:00;45;35;2;3;0;0;1;1
2020-01-21 11:15:00;63;33;1;1;0;0;0;0
2020-01-21 11:30:00;56;49;1;1;0;0;0;0
2020-01-21 11:45:00;62;59;1;0;0;0;0;0
2020-01-21 12:00:00;63;46;9;3;0;0;0;0
2020-01-21 12:15:00;52;50;3;3;0;0;0;0
2020-01-21 12:30:00;66;47;5;6;0;0;0;3
2020-01-21 12:45:00;67;46;4;4;0;0;0;0
2020-01-21 13:00:00;68;50;2;1;0;0;0;0
2020-01-21 13:15:00;78;49;0;1;0;0;2;3
2020-01-21 13:30:00;75;54;0;0;0;0;2;1
2020-01-21 13:45:00;79;52;0;0;0;0;0;0
2020-01-21 14:00:00;55;36;5;3;0;0;0;0
2020-01-21 14:15:00;66;69;0;3;0;0;1;0
2020-01-21 14:30:00;70;69;0;0;0;0;0;0
2020-01-21 14:45:00;46;69;3;1;0;0;8;5
2020-01-21 15:00:00;87;64;2;2;0;0;1;0
2020-01-21 15:15:00;69;51;0;3;0;0;8;8
2020-01-21 15:30:00;72;77;2;2;0;0;5;0
2020-01-21 15:45:00;80;74;2;1;0;0;5;17
2020-01-21 16:00:00;6;3;0;0;0;0;0;0
2020-01-21 16:15:00;
2020-01-21 16:30:00;83;69;3;3;0;0;0;0
2020-01-21 16:45:00;53;64;1;2;0;0;0;0
2020-01-21 17:00:00;82;71;3;2;0;0;3;3
2020-01-21 17:15:00;69;65;8;7;0;0;4;0
2020-01-21 17:30:00;71;59;6;3;0;0;1;0
2020-01-21 17:45:00;70;63;1;0;0;0;0;0
2020-01-21 18:00:00;64;62;1;1;0;0;0;0
2020-01-21 18:15:00;40;40;2;5;0;0;0;0
2020-01-21 18:30:00;39;36;2;1;0;0;0;0
2020-01-21 18:45:00;36;41;5;2;0;0;0;0
2020-01-21 19:00:00;56;34;1;2;0;0;0;0
2020-01-21 19:15:00;29;37;0;1;0;0;0;0
2020-01-21 19:30:00;38;27;2;0;0;0;2;0
2020-01-21 19:45:00;35;36;1;0;0;0;1;0
2020-01-21 20:00:00;38;24;2;1;0;0;0;0
2020-01-21 20:15:00;20;25;2;2;0;0;0;0
2020-01-21 20:30:00;18;23;0;0;0;0;0;0
2020-01-21 20:45:00;24;30;0;1;0;0;0;0
2020-01-21 21:00:00;26;15;3;3;0;0;2;0
2020-01-21 21:15:00;26;15;3;5;0;0;0;0
2020-01-21 21:30:00;22;13;0;4;0;0;0;0
2020-01-21 21:45:00;20;21;3;6;0;0;1;0
2020-01-21 22:00:00;7;27;1;2;0;0;0;0
2020-01-21 22:15:00;12;18;6;4;0;0;0;0
2020-01-21 22:30:00;3;5;3;1;0;0;0;0
2020-01-21 22:45:00;7;5;0;0;0;0;0;0
2020-01-21 23:00:00;7;7;3;3;0;0;0;0
2020-01-21 23:15:00;7;8;2;1;0;0;0;0
2020-01-21 23:30:00;5;7;0;0;0;0;0;0
