DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-08-11 00:00:00;9;2;2;6;2;2;3;1;4;8;0;0;0;0;0;0;0
2020-08-11 00:15:00;4;4;5;5;1;3;5;1;1;2;0;0;0;0;0;0;0
2020-08-11 00:30:00;5;4;1;2;0;1;2;6;4;4;0;0;0;0;0;0;0
2020-08-11 00:45:00;5;1;3;2;0;1;2;0;1;4;0;0;1;0;0;0;0
2020-08-11 01:00:00;6;2;1;3;2;3;1;2;1;2;0;0;0;0;0;0;0
2020-08-11 01:15:00;3;0;1;0;0;3;1;2;2;2;0;0;0;0;0;0;0
2020-08-11 01:30:00;1;0;1;0;0;1;2;1;3;4;0;0;0;0;0;0;0
2020-08-11 01:45:00;0;0;1;1;1;3;1;1;4;1;0;0;0;0;0;0;0
2020-08-11 02:00:00;2;0;0;3;2;2;1;3;0;2;0;0;0;0;0;0;0
2020-08-11 02:15:00;1;0;0;0;0;2;1;3;2;0;0;0;0;0;0;0;0
2020-08-11 02:30:00;3;5;2;1;0;1;0;3;6;3;0;0;0;0;0;0;0
2020-08-11 02:45:00;5;3;1;1;0;2;3;1;6;4;0;0;0;0;0;0;0
2020-08-11 03:00:00;1;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-08-11 03:15:00;1;2;0;2;1;0;0;1;3;1;0;0;0;0;0;0;0
2020-08-11 03:30:00;0;0;0;2;0;0;2;2;3;1;0;0;0;0;0;0;0
2020-08-11 03:45:00;0;1;0;1;0;0;1;0;2;2;0;0;0;0;0;0;0
2020-08-11 04:00:00;1;2;1;0;0;0;3;3;6;3;0;0;0;0;0;0;0
2020-08-11 04:15:00;4;1;2;3;4;1;1;1;2;2;0;0;0;0;0;0;0
2020-08-11 04:30:00;5;0;3;2;3;2;5;1;6;2;0;0;0;0;0;0;0
2020-08-11 04:45:00;9;4;2;5;1;3;2;4;5;4;0;0;0;0;0;0;0
2020-08-11 05:00:00;7;3;5;8;4;1;1;5;6;6;0;0;0;0;0;0;0
2020-08-11 05:15:00;17;2;7;11;1;1;2;13;13;7;0;0;0;0;0;0;0
2020-08-11 05:30:00;26;3;15;17;1;4;11;8;18;13;0;0;0;0;0;0;0
2020-08-11 05:45:00;24;4;34;35;3;3;19;15;18;8;0;0;0;0;0;0;0
2020-08-11 06:00:00;23;7;21;17;0;2;6;16;15;13;0;0;1;0;0;0;0
2020-08-11 06:15:00;24;4;21;28;3;1;10;18;20;10;0;0;0;0;0;0;0
2020-08-11 06:30:00;47;9;26;52;4;7;12;20;24;28;0;0;0;0;0;4;0
2020-08-11 06:45:00;45;1;27;34;4;9;20;20;19;16;0;0;1;0;0;0;0
2020-08-11 07:00:00;36;6;29;27;11;7;15;18;18;17;0;0;0;0;0;0;0
2020-08-11 07:15:00;28;17;38;38;9;6;20;27;25;18;0;0;0;0;0;0;0
2020-08-11 07:30:00;46;18;39;48;4;11;20;32;15;21;1;0;0;0;9;0;0
2020-08-11 07:45:00;44;22;38;45;10;8;19;25;26;29;0;0;2;0;0;0;0
2020-08-11 08:00:00;43;16;36;43;7;10;19;26;30;16;0;0;1;1;3;0;0
2020-08-11 08:15:00;33;22;31;39;10;4;20;35;34;18;0;0;0;0;0;0;0
2020-08-11 08:30:00;44;22;50;34;14;10;18;27;27;21;0;0;1;0;1;0;0
2020-08-11 08:45:00;30;29;23;22;12;13;32;25;40;29;0;0;0;0;0;0;0
2020-08-11 09:00:00;20;24;32;25;7;14;19;21;31;15;0;0;0;0;9;1;0
2020-08-11 09:15:00;29;25;15;23;15;15;22;38;34;23;0;0;4;0;5;0;0
2020-08-11 09:30:00;47;28;25;33;9;16;21;28;27;24;0;0;0;0;1;0;0
2020-08-11 09:45:00;31;17;26;28;13;17;23;30;34;33;1;0;1;0;4;15;0
2020-08-11 10:00:00;36;18;62;14;9;15;32;26;32;28;0;0;0;0;0;0;0
2020-08-11 10:15:00;26;32;31;24;11;16;21;30;33;28;0;0;0;0;0;0;0
2020-08-11 10:30:00;39;28;23;31;17;16;35;25;25;25;0;0;0;0;0;0;0
2020-08-11 10:45:00;35;30;24;29;20;20;28;20;32;27;0;0;4;0;1;1;0
2020-08-11 11:00:00;44;33;21;23;14;25;25;37;31;24;0;1;2;2;0;0;0
2020-08-11 11:15:00;32;28;30;27;10;6;15;30;35;21;2;1;0;0;0;2;0
2020-08-11 11:30:00;37;28;25;25;15;18;27;38;37;32;0;1;31;0;0;2;0
2020-08-11 11:45:00;24;16;40;29;18;15;16;35;36;38;0;0;1;0;0;2;0
2020-08-11 12:00:00;35;23;29;24;22;18;27;31;40;28;0;0;0;0;1;0;0
2020-08-11 12:15:00;19;24;29;25;9;18;32;22;32;35;0;0;0;0;0;0;0
2020-08-11 12:30:00;33;18;17;32;7;20;25;32;34;29;0;0;0;0;1;3;0
2020-08-11 12:45:00;43;29;26;21;14;17;27;23;27;25;1;0;0;0;6;1;0
2020-08-11 13:00:00;29;23;27;28;10;16;31;28;30;26;20;0;4;0;11;0;0
2020-08-11 13:15:00;43;38;22;21;10;13;18;29;36;32;0;0;0;0;0;1;0
2020-08-11 13:30:00;30;29;26;21;7;22;30;39;38;38;0;0;0;1;0;0;0
2020-08-11 13:45:00;32;26;22;20;9;13;21;28;33;25;0;0;0;0;0;1;0
2020-08-11 14:00:00;36;25;25;27;15;6;26;35;36;50;3;0;2;0;1;0;0
2020-08-11 14:15:00;31;34;24;14;16;13;25;53;49;50;0;0;2;0;4;1;0
2020-08-11 14:30:00;46;22;24;20;19;14;30;49;65;34;3;0;7;0;0;0;0
2020-08-11 14:45:00;30;24;21;20;14;13;20;46;44;30;0;0;2;0;0;0;0
2020-08-11 15:00:00;33;42;29;17;13;26;30;40;41;42;4;0;0;0;3;0;0
2020-08-11 15:15:00;30;20;34;30;9;14;24;38;46;32;0;0;2;0;1;2;1
2020-08-11 15:30:00;35;35;27;21;15;265;35;44;53;50;0;0;19;0;0;0;0
2020-08-11 15:45:00;35;26;28;21;21;12;27;48;53;45;0;0;0;0;1;1;0
2020-08-11 16:00:00;24;34;21;14;11;23;26;36;47;42;1;0;0;0;1;0;0
2020-08-11 16:15:00;50;34;20;22;18;20;20;49;48;46;1;0;0;0;3;0;0
2020-08-11 16:30:00;35;36;27;26;16;15;41;42;41;47;0;0;0;0;1;0;0
2020-08-11 16:45:00;33;36;23;24;19;24;39;55;54;51;0;2;2;0;2;0;0
2020-08-11 17:00:00;49;30;23;34;17;13;27;39;50;50;1;0;35;0;12;0;0
2020-08-11 17:15:00;41;28;23;21;13;22;27;56;53;44;0;0;2;0;20;20;0
2020-08-11 17:30:00;33;19;18;27;18;17;43;32;32;31;0;1;1;0;5;0;0
2020-08-11 17:45:00;32;35;22;25;9;18;21;31;36;37;0;1;2;6;0;0;0
2020-08-11 18:00:00;45;40;24;33;17;17;12;38;36;41;0;0;8;0;1;0;0
2020-08-11 18:15:00;22;24;20;22;12;14;30;33;29;23;0;0;0;0;0;1;0
2020-08-11 18:30:00;30;28;26;23;11;24;28;33;30;26;0;2;3;1;2;0;0
2020-08-11 18:45:00;38;19;26;17;8;11;20;20;22;27;0;3;0;0;9;3;0
2020-08-11 19:00:00;28;16;22;23;20;12;25;15;24;21;0;0;0;1;0;4;0
2020-08-11 19:15:00;22;22;16;32;15;9;13;22;34;18;1;0;0;0;7;1;0
2020-08-11 19:30:00;24;31;15;13;6;10;27;14;22;18;1;3;0;0;12;1;0
2020-08-11 19:45:00;27;17;17;19;7;73;21;20;18;15;0;0;1;0;0;0;0
2020-08-11 20:00:00;28;22;14;17;8;13;22;21;21;13;0;0;1;0;0;2;0
2020-08-11 20:15:00;33;12;12;19;7;10;14;18;14;9;0;0;0;0;0;0;0
2020-08-11 20:30:00;28;11;12;14;8;16;19;18;18;12;0;0;0;0;4;0;0
2020-08-11 20:45:00;19;13;8;14;6;19;20;12;17;10;0;0;0;0;0;0;0
2020-08-11 21:00:00;19;15;14;18;5;10;14;12;12;10;0;0;0;0;0;0;0
2020-08-11 21:15:00;20;16;20;30;12;19;11;15;19;13;0;0;0;0;2;0;0
2020-08-11 21:30:00;22;6;23;22;9;5;19;9;11;12;0;0;0;0;0;0;0
2020-08-11 21:45:00;22;8;15;18;4;4;12;9;14;13;0;0;0;0;0;0;0
2020-08-11 22:00:00;19;10;16;10;6;9;11;21;14;10;0;0;3;0;0;0;0
2020-08-11 22:15:00;14;3;12;12;8;4;10;18;11;9;0;0;1;0;0;0;0
2020-08-11 22:30:00;18;11;1;5;2;3;7;6;10;6;0;0;0;0;0;2;0
2020-08-11 22:45:00;8;6;7;6;4;4;5;11;10;7;0;0;0;0;0;0;0
2020-08-11 23:00:00;11;4;6;14;7;14;11;6;9;7;0;0;0;1;0;0;0
2020-08-11 23:15:00;18;8;4;8;6;3;4;2;6;5;0;1;0;0;0;0;0
2020-08-11 23:30:00;4;7;6;10;2;4;8;4;1;4;0;0;0;0;0;0;0
