DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-02-10 00:00:00;1;1;0;0;0;0;0;0;0;0;2
2020-02-10 00:15:00;3;0;0;0;0;0;0;0;0;0;1
2020-02-10 00:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-02-10 00:45:00;0;1;0;0;0;0;0;0;0;0;1
2020-02-10 01:00:00;5;2;0;0;0;0;0;0;0;0;0
2020-02-10 01:15:00;3;1;0;0;0;0;0;0;0;0;2
2020-02-10 01:30:00;0;0;0;0;0;0;0;0;0;0;1
2020-02-10 01:45:00;0;0;0;0;0;0;0;0;0;0;2
2020-02-10 02:00:00;0;0;0;0;0;0;0;0;0;0;1
2020-02-10 02:15:00;2;1;0;0;0;0;0;0;0;0;0
2020-02-10 02:30:00;0;0;0;0;0;0;0;0;0;0;3
2020-02-10 02:45:00;2;0;0;0;0;0;0;0;0;0;3
2020-02-10 03:00:00;0;0;0;0;0;0;0;0;0;0;2
2020-02-10 03:15:00;1;0;1;1;1;1;1;0;0;0;3
2020-02-10 03:30:00;4;1;0;0;0;0;0;0;0;0;0
2020-02-10 03:45:00;4;1;0;0;0;0;0;0;0;0;1
2020-02-10 04:00:00;3;3;1;1;0;0;0;0;0;0;0
2020-02-10 04:15:00;11;3;2;2;0;0;0;0;0;0;3
2020-02-10 04:30:00;10;4;2;2;0;1;0;1;0;1;9
2020-02-10 04:45:00;20;6;4;4;0;0;0;0;0;3;27
2020-02-10 05:00:00;36;22;9;9;0;2;0;0;2;9;58
2020-02-10 05:15:00;75;36;36;35;3;3;3;1;1;27;108
2020-02-10 05:30:00;61;24;68;66;4;4;6;3;1;58;59
2020-02-10 05:45:00;48;17;73;75;6;6;5;2;5;80;48
2020-02-10 06:00:00;52;11;62;63;8;7;9;1;12;65;44
2020-02-10 06:15:00;53;18;49;45;7;7;8;3;2;39;41
2020-02-10 06:30:00;74;29;49;49;10;5;10;3;7;47;55
2020-02-10 06:45:00;54;23;45;46;10;6;11;4;10;34;51
2020-02-10 07:00:00;64;23;31;30;11;5;12;4;16;36;40
2020-02-10 07:15:00;70;22;26;26;7;10;8;7;5;30;36
