DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-01-30 00:00:00;2;3;3;5;1;0;0;0;5;0;0;0;0;0
2020-01-30 00:15:00;6;6;0;0;0;0;0;1;3;0;0;0;0;0
2020-01-30 00:30:00;5;7;2;3;1;0;0;1;4;0;0;0;0;0
2020-01-30 00:45:00;2;5;0;1;0;0;0;0;4;0;0;0;0;0
2020-01-30 01:00:00;1;6;1;1;0;0;0;4;7;0;0;0;0;0
2020-01-30 01:15:00;2;1;0;0;0;0;0;1;3;0;0;0;0;0
2020-01-30 01:30:00;1;5;1;4;0;0;0;4;5;0;0;0;0;0
2020-01-30 01:45:00;3;3;0;0;0;0;0;2;3;0;0;0;0;0
2020-01-30 02:00:00;3;5;1;3;0;0;0;2;4;0;0;0;0;0
2020-01-30 02:15:00;0;1;3;2;0;0;0;2;7;0;0;0;0;0
2020-01-30 02:30:00;1;3;0;3;0;0;0;4;8;0;0;0;0;0
2020-01-30 02:45:00;1;2;0;0;1;0;0;1;1;0;0;0;0;0
2020-01-30 03:00:00;3;4;0;0;0;0;0;1;5;0;0;0;0;0
2020-01-30 03:15:00;1;6;2;3;0;0;0;2;4;0;0;0;0;0
2020-01-30 03:30:00;1;2;0;3;1;0;0;1;6;0;0;0;0;0
2020-01-30 03:45:00;4;2;0;1;0;0;0;4;5;0;0;0;0;0
2020-01-30 04:00:00;3;8;1;2;0;0;0;5;7;0;0;0;0;0
2020-01-30 04:15:00;3;7;3;2;0;0;0;4;8;0;0;0;0;0
2020-01-30 04:30:00;6;12;4;4;1;0;0;4;9;0;0;0;0;0
2020-01-30 04:45:00;4;10;4;4;2;0;0;22;46;0;0;0;0;0
2020-01-30 05:00:00;8;5;9;4;8;0;1;44;77;0;0;0;3;0
2020-01-30 05:15:00;7;15;18;21;10;0;0;65;135;0;0;0;5;2
2020-01-30 05:30:00;24;42;12;18;20;1;3;96;166;0;0;0;2;1
2020-01-30 05:45:00;52;131;19;16;5;8;14;59;89;0;0;0;2;0
2020-01-30 06:00:00;60;113;29;32;8;3;8;58;88;0;0;0;1;0
2020-01-30 06:15:00;30;49;49;51;15;1;3;81;100;2;0;0;3;3
2020-01-30 06:30:00;24;30;86;78;12;10;1;95;122;4;0;0;6;2
