DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-08-22 00:00:00;0;11;2;22;6;0;0;0;0;0;0;0;0
2019-08-22 00:15:00;0;9;6;14;6;0;0;0;0;0;0;0;0
2019-08-22 00:30:00;1;6;1;7;2;0;0;0;0;0;0;0;0
2019-08-22 00:45:00;1;12;4;7;2;0;0;1;0;0;0;0;0
2019-08-22 01:00:00;0;6;5;10;4;0;1;1;0;0;0;0;0
2019-08-22 01:15:00;0;8;1;7;3;0;0;0;0;0;0;0;0
2019-08-22 01:30:00;0;5;5;9;2;0;0;0;0;0;0;0;0
2019-08-22 01:45:00;2;8;3;6;2;0;1;2;0;0;0;0;0
2019-08-22 02:00:00;0;9;2;11;3;0;0;1;0;0;0;0;0
2019-08-22 02:15:00;0;2;1;8;3;1;0;0;0;0;0;0;0
2019-08-22 02:30:00;0;4;0;4;3;1;0;1;0;0;0;0;0
2019-08-22 02:45:00;0;9;1;5;2;1;0;0;0;0;0;0;0
2019-08-22 03:00:00;0;8;1;11;5;0;0;0;0;0;0;0;0
2019-08-22 03:15:00;0;3;0;4;5;0;0;0;0;0;0;0;0
2019-08-22 03:30:00;2;5;1;6;0;1;1;1;0;0;0;0;0
2019-08-22 03:45:00;0;6;3;2;2;0;0;1;0;0;0;0;0
2019-08-22 04:00:00;0;12;5;6;2;1;0;0;0;0;0;0;0
2019-08-22 04:15:00;0;13;8;7;3;1;1;1;0;0;0;0;0
2019-08-22 04:30:00;2;16;6;15;6;2;2;2;0;0;0;0;0
2019-08-22 04:45:00;0;13;6;13;7;1;0;0;0;0;0;0;0
2019-08-22 05:00:00;0;30;11;35;9;1;0;2;0;0;0;0;0
2019-08-22 05:15:00;0;33;24;67;26;0;1;0;0;0;0;0;0
2019-08-22 05:30:00;1;41;25;92;89;4;1;1;0;0;0;0;0
2019-08-22 05:45:00;7;50;41;101;87;2;1;3;0;0;0;0;0
2019-08-22 06:00:00;3;69;49;94;79;3;2;3;0;0;0;0;0
2019-08-22 06:15:00;7;56;37;123;121;4;6;8;0;0;0;0;0
2019-08-22 06:30:00;6;66;62;135;128;7;7;5;0;0;1;0;0
2019-08-22 06:45:00;10;70;69;125;134;5;9;13;0;0;3;0;0
2019-08-22 07:00:00;7;50;57;125;119;17;5;10;6;0;4;0;0
2019-08-22 07:15:00;21;76;70;128;129;23;2;10;6;0;5;0;0
2019-08-22 07:30:00;25;65;61;118;129;24;12;15;0;0;1;0;0
2019-08-22 07:45:00;29;52;64;123;131;34;9;11;0;0;1;0;0
2019-08-22 08:00:00;22;62;61;108;115;28;9;15;1;0;8;0;0
2019-08-22 08:15:00;31;69;57;104;109;27;12;14;11;0;11;0;0
2019-08-22 08:30:00;30;71;60;98;93;22;19;26;6;0;1;0;0
2019-08-22 08:45:00;34;80;62;91;97;20;19;29;6;0;15;0;0
2019-08-22 09:00:00;30;61;49;75;82;17;18;26;10;0;8;0;0
2019-08-22 09:15:00;41;66;73;90;74;14;13;21;5;0;7;0;0
2019-08-22 09:30:00;25;82;64;91;62;19;19;25;0;0;1;1;0
2019-08-22 09:45:00;32;74;63;82;67;15;13;22;30;0;14;0;0
2019-08-22 10:00:00;29;79;73;85;61;21;11;27;4;5;3;0;0
2019-08-22 10:15:00;37;67;79;78;45;15;19;27;8;2;0;0;0
2019-08-22 10:30:00;40;105;86;86;51;22;19;37;7;0;7;0;5
2019-08-22 10:45:00;40;74;80;82;51;21;25;43;11;0;3;0;0
2019-08-22 11:00:00;33;69;72;71;50;19;31;46;8;0;28;0;0
2019-08-22 11:15:00;28;85;89;67;50;21;26;26;2;0;9;4;0
2019-08-22 11:30:00;38;83;73;76;58;9;25;46;13;0;0;3;0
2019-08-22 11:45:00;31;75;82;66;38;20;27;35;10;0;14;0;0
2019-08-22 12:00:00;35;81;84;81;56;21;23;34;3;0;7;0;0
2019-08-22 12:15:00;31;74;74;82;52;19;28;47;12;0;3;0;0
2019-08-22 12:30:00;38;88;68;73;59;18;21;37;11;0;1;0;0
2019-08-22 12:45:00;19;76;79;64;52;15;25;36;12;0;0;0;0
2019-08-22 13:00:00;29;76;80;81;53;11;12;18;5;0;11;0;0
2019-08-22 13:15:00;32;108;109;93;63;13;13;27;8;0;17;0;0
2019-08-22 13:30:00;29;77;83;94;72;24;24;30;32;0;17;0;0
2019-08-22 13:45:00;26;87;98;81;74;14;36;30;27;0;5;0;0
2019-08-22 14:00:00;37;106;106;88;75;21;21;28;1;0;1;0;0
2019-08-22 14:15:00;21;123;136;95;75;22;39;27;3;3;7;5;7
2019-08-22 14:30:00;26;112;136;63;60;20;53;48;8;0;7;1;0
2019-08-22 14:45:00;27;103;109;78;71;12;25;26;10;0;84;0;0
2019-08-22 15:00:00;28;136;124;71;58;16;30;25;21;1;9;0;0
2019-08-22 15:15:00;31;156;159;79;59;16;25;24;14;0;11;0;2
2019-08-22 15:30:00;31;146;151;79;63;22;33;22;0;0;6;0;0
2019-08-22 15:45:00;31;145;168;76;76;14;31;28;7;0;8;10;0
2019-08-22 16:00:00;33;144;167;82;71;5;27;42;14;0;12;2;0
2019-08-22 16:15:00;25;139;177;79;76;22;28;25;5;3;2;6;0
2019-08-22 16:30:00;30;126;156;99;88;18;24;27;12;0;0;0;0
2019-08-22 16:45:00;22;151;163;90;59;13;23;34;17;0;6;0;0
2019-08-22 17:00:00;38;140;174;93;79;20;35;35;7;0;68;3;0
2019-08-22 17:15:00;41;132;180;98;93;20;33;42;28;2;23;0;0
2019-08-22 17:30:00;34;120;135;87;73;21;41;34;32;0;11;0;0
2019-08-22 17:45:00;39;95;107;74;68;25;29;37;19;0;1;0;0
2019-08-22 18:00:00;23;119;134;77;54;20;25;38;9;0;4;0;0
2019-08-22 18:15:00;34;76;92;89;65;24;22;30;11;0;2;0;0
2019-08-22 18:30:00;22;94;86;91;62;20;29;39;5;0;31;13;0
2019-08-22 18:45:00;24;79;80;74;50;31;33;44;15;0;0;0;0
2019-08-22 19:00:00;21;77;67;57;42;17;21;37;19;2;6;0;0
2019-08-22 19:15:00;22;79;55;62;37;13;23;30;27;0;23;6;0
2019-08-22 19:30:00;21;52;48;46;41;13;20;28;19;0;12;5;0
2019-08-22 19:45:00;14;54;49;52;35;6;25;28;4;2;17;0;0
2019-08-22 20:00:00;4;50;44;47;31;0;9;16;10;0;0;0;0
2019-08-22 20:15:00;0;53;42;59;37;1;3;4;2;0;1;2;0
2019-08-22 20:30:00;1;50;27;54;35;0;0;3;0;0;4;4;0
2019-08-22 20:45:00;2;47;26;48;34;0;8;6;8;0;2;8;0
2019-08-22 21:00:00;1;44;32;46;23;0;2;3;0;0;0;0;0
2019-08-22 21:15:00;2;36;24;51;23;1;0;0;0;0;1;0;0
2019-08-22 21:30:00;2;30;30;51;24;1;1;2;0;0;0;0;0
2019-08-22 21:45:00;0;44;30;27;17;0;1;2;0;0;0;0;0
2019-08-22 22:00:00;1;70;54;36;16;0;1;1;0;0;0;0;0
2019-08-22 22:15:00;1;46;17;36;22;1;4;5;0;0;0;0;0
2019-08-22 22:30:00;0;23;13;26;11;0;1;1;0;0;0;0;0
2019-08-22 22:45:00;1;35;11;25;13;1;0;0;0;0;0;0;0
2019-08-22 23:00:00;1;25;7;25;12;1;2;3;0;0;0;0;0
2019-08-22 23:15:00;3;15;9;22;10;0;1;1;0;0;0;0;0
2019-08-22 23:30:00;0;10;7;23;11;0;2;2;0;0;0;0;0
2019-08-22 23:45:00;1;12;6;15;11;1;2;3;0;0;0;0;0
