DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-10-27 00:00:00;7;3;2;0;0;3;4;3;0;2;0
2020-10-27 00:15:00;2;2;2;0;0;3;1;3;1;3;0
2020-10-27 00:30:00;1;0;0;0;0;3;0;3;0;0;0
2020-10-27 00:45:00;3;3;2;0;0;4;3;4;0;0;0
2020-10-27 01:00:00;6;1;1;0;0;1;0;1;1;2;0
2020-10-27 01:15:00;5;4;3;0;0;3;1;3;3;2;0
2020-10-27 01:30:00;1;1;0;0;0;4;2;4;1;3;0
2020-10-27 01:45:00;4;2;1;0;0;4;1;4;0;1;0
2020-10-27 02:00:00;6;0;0;0;0;6;2;6;1;1;0
2020-10-27 02:15:00;4;1;2;0;0;2;1;2;0;0;0
2020-10-27 02:30:00;3;1;1;0;0;4;3;4;3;2;0
2020-10-27 02:45:00;5;3;2;0;0;1;3;1;2;4;0
2020-10-27 03:00:00;3;1;1;0;0;4;2;4;1;0;0
2020-10-27 03:15:00;6;5;4;0;0;4;3;4;0;0;0
2020-10-27 03:30:00;10;2;5;0;0;1;6;1;2;4;0
2020-10-27 03:45:00;10;4;2;1;0;3;6;3;0;0;0
2020-10-27 04:00:00;6;4;1;0;0;8;7;8;1;3;0
2020-10-27 04:15:00;7;3;3;0;0;7;1;7;1;4;0
2020-10-27 04:30:00;7;2;1;0;0;6;9;6;4;3;0
2020-10-27 04:45:00;19;6;3;1;0;11;3;11;3;6;0
2020-10-27 05:00:00;46;1;1;0;0;28;4;28;1;4;0
2020-10-27 05:15:00;40;6;4;0;0;29;5;29;3;5;0
2020-10-27 05:30:00;73;3;2;0;0;42;6;42;2;4;0
2020-10-27 05:45:00;83;2;2;0;0;28;2;28;2;2;0
2020-10-27 06:00:00;84;9;6;0;0;72;11;72;5;7;0
2020-10-27 06:15:00;98;5;4;0;2;64;7;64;6;8;0
2020-10-27 06:30:00;189;2;2;0;3;89;14;89;3;4;0
2020-10-27 06:45:00;187;2;2;0;3;65;13;66;5;4;0
2020-10-27 07:00:00;176;1;1;0;0;67;11;68;2;6;0
2020-10-27 07:15:00;126;2;2;0;1;51;13;50;0;3;0
2020-10-27 07:30:00;187;0;0;0;0;61;3;61;8;7;0
2020-10-27 07:45:00;178;7;2;2;2;84;10;86;4;8;1
2020-10-27 08:00:00;133;3;2;2;5;63;20;64;7;9;4
2020-10-27 08:15:00;126;1;1;0;3;67;14;66;14;6;0
2020-10-27 08:30:00;117;4;1;0;1;81;36;81;11;13;0
2020-10-27 08:45:00;103;2;0;0;3;71;29;72;22;9;0
2020-10-27 09:00:00;96;2;0;0;0;63;24;64;24;10;0
2020-10-27 09:15:00;110;2;1;2;2;80;22;80;25;16;0
2020-10-27 09:30:00;116;4;1;1;0;55;34;54;34;15;0
2020-10-27 09:45:00;114;2;0;0;1;73;20;74;26;12;1
2020-10-27 10:00:00;98;1;4;0;1;75;28;75;32;19;0
2020-10-27 10:15:00;115;1;0;0;0;72;35;71;25;11;0
2020-10-27 10:30:00;101;3;0;0;2;81;32;81;36;20;0
2020-10-27 10:45:00;81;5;3;1;0;76;26;76;24;12;0
2020-10-27 11:00:00;84;0;0;2;2;75;31;77;37;11;0
2020-10-27 11:15:00;92;5;3;1;0;85;29;85;29;11;0
2020-10-27 11:30:00;82;4;1;0;1;104;29;99;27;15;0
2020-10-27 11:45:00;92;1;0;0;0;79;29;78;19;11;0
2020-10-27 12:00:00;77;3;2;1;2;108;28;108;32;13;0
2020-10-27 12:15:00;94;1;1;0;3;110;30;110;25;19;0
2020-10-27 12:30:00;103;0;1;0;1;97;28;98;33;10;0
2020-10-27 12:45:00;84;2;2;1;1;88;17;87;37;15;0
2020-10-27 13:00:00;104;3;2;0;3;100;30;100;23;13;0
2020-10-27 13:15:00;105;4;3;1;1;116;22;118;27;12;0
2020-10-27 13:30:00;116;1;1;0;3;118;29;115;26;5;0
2020-10-27 13:45:00;110;2;2;0;0;94;13;94;16;7;0
2020-10-27 14:00:00;102;7;5;1;1;97;30;97;28;11;0
2020-10-27 14:15:00;113;3;1;0;1;99;19;98;23;13;2
2020-10-27 14:30:00;108;6;4;1;2;133;24;133;21;7;1
2020-10-27 14:45:00;109;2;1;0;1;115;22;117;17;9;0
2020-10-27 15:00:00;124;4;3;0;3;133;26;132;22;14;0
2020-10-27 15:15:00;126;4;1;1;1;138;15;136;22;7;0
2020-10-27 15:30:00;102;3;0;0;4;152;24;152;15;7;1
2020-10-27 15:45:00;103;5;1;0;1;142;24;140;18;13;0
2020-10-27 16:00:00;124;1;1;2;6;187;31;186;31;21;0
2020-10-27 16:15:00;135;3;2;0;2;168;23;167;22;10;2
2020-10-27 16:30:00;115;1;1;0;2;199;19;191;20;10;1
2020-10-27 16:45:00;144;4;3;1;2;157;25;159;25;12;0
2020-10-27 17:00:00;124;6;2;0;2;188;15;186;35;12;0
2020-10-27 17:15:00;108;4;2;0;1;149;15;147;20;6;0
2020-10-27 17:30:00;93;3;3;0;3;125;6;126;10;4;4
2020-10-27 17:45:00;103;0;0;0;3;142;13;142;11;5;0
2020-10-27 18:00:00;83;3;1;0;0;114;14;112;7;8;2
2020-10-27 18:15:00;61;2;0;0;0;120;10;120;11;1;0
2020-10-27 18:30:00;46;2;1;0;0;79;3;79;5;3;0
2020-10-27 18:45:00;52;3;3;0;0;75;6;76;5;0;0
2020-10-27 19:00:00;44;4;0;0;0;59;8;58;3;3;1
2020-10-27 19:15:00;21;1;1;0;0;49;2;49;0;0;0
2020-10-27 19:30:00;28;0;0;0;0;41;5;41;2;2;0
2020-10-27 19:45:00;34;1;1;0;0;24;1;24;2;0;0
2020-10-27 20:00:00;29;1;1;0;0;48;1;49;1;3;0
2020-10-27 20:15:00;24;4;5;0;0;33;3;33;0;1;0
2020-10-27 20:30:00;23;2;2;0;0;34;1;34;2;3;0
2020-10-27 20:45:00;21;3;1;0;0;44;2;44;0;0;0
2020-10-27 21:00:00;25;4;3;1;0;32;4;32;5;0;0
2020-10-27 21:15:00;24;4;2;0;0;28;6;28;2;2;0
2020-10-27 21:30:00;23;8;6;0;0;23;3;23;1;0;0
2020-10-27 21:45:00;11;6;4;0;0;19;0;19;0;0;0
2020-10-27 22:00:00;14;3;3;0;0;39;3;39;0;0;0
2020-10-27 22:15:00;11;3;3;0;0;34;1;34;1;1;0
2020-10-27 22:30:00;12;4;1;0;0;23;0;23;0;1;0
2020-10-27 22:45:00;8;1;2;0;0;10;2;10;2;0;0
2020-10-27 23:00:00;9;1;1;0;0;12;0;12;0;0;0
2020-10-27 23:15:00;6;2;3;0;0;6;3;6;0;0;0
2020-10-27 23:30:00;6;1;1;0;0;6;1;6;0;1;0
