DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-10-16 00:00:00;10;4;5;2;4;16;10;8;20;0;0;1
2020-10-16 00:15:00;14;7;1;2;13;11;14;13;14;0;0;0
2020-10-16 00:30:00;20;12;1;5;8;9;18;10;8;0;0;2
2020-10-16 00:45:00;8;7;1;2;7;8;10;9;8;1;0;1
2020-10-16 01:00:00;11;7;0;3;5;13;11;4;12;0;0;0
2020-10-16 01:15:00;9;4;2;5;7;6;10;8;5;0;0;0
2020-10-16 01:30:00;11;10;2;2;2;7;10;2;6;0;0;0
2020-10-16 01:45:00;12;4;0;1;2;3;12;1;2;0;0;0
2020-10-16 02:00:00;3;3;2;3;0;1;3;0;1;0;0;0
2020-10-16 02:15:00;9;5;2;2;2;4;8;4;3;0;0;1
2020-10-16 02:30:00;4;3;0;1;7;4;5;9;4;0;0;0
2020-10-16 02:45:00;13;9;0;2;3;5;12;3;3;0;0;0
2020-10-16 03:00:00;11;7;1;0;5;5;12;6;5;0;0;0
2020-10-16 03:15:00;7;2;0;0;5;5;7;4;7;0;0;1
2020-10-16 03:30:00;14;10;0;5;4;4;14;3;6;1;0;0
2020-10-16 03:45:00;12;5;1;3;5;6;11;6;7;0;0;0
2020-10-16 04:00:00;9;4;0;0;7;7;9;9;12;0;0;1
2020-10-16 04:15:00;16;7;0;1;9;7;17;9;10;0;0;0
2020-10-16 04:30:00;28;12;1;0;10;23;28;15;22;0;0;1
2020-10-16 04:45:00;24;10;2;1;17;23;24;25;32;0;0;2
2020-10-16 05:00:00;48;16;0;1;26;31;50;31;33;1;0;0
2020-10-16 05:15:00;52;14;0;2;38;73;51;56;58;4;0;3
2020-10-16 05:30:00;94;28;4;8;38;66;94;57;62;3;0;6
2020-10-16 05:45:00;124;34;8;5;49;69;120;57;46;2;0;2
2020-10-16 06:00:00;164;35;3;7;44;52;158;54;50;0;0;4
2020-10-16 06:15:00;187;46;10;17;42;74;181;61;55;2;0;3
2020-10-16 06:30:00;176;36;12;16;53;86;171;62;61;6;1;6
2020-10-16 06:45:00;160;41;11;18;31;73;168;53;63;8;0;5
2020-10-16 07:00:00;159;35;7;11;26;79;177;66;65;5;1;6
2020-10-16 07:15:00;187;37;17;26;42;90;214;82;88;4;0;10
2020-10-16 07:30:00;191;41;25;38;22;94;220;86;108;3;0;8
2020-10-16 07:45:00;222;47;36;46;83;192;258;116;151;2;1;10
2020-10-16 08:00:00;158;32;10;31;96;144;169;91;124;5;3;6
2020-10-16 08:15:00;82;19;8;20;69;71;94;48;63;1;1;3
2020-10-16 08:30:00;
2020-10-16 08:45:00;
2020-10-16 09:00:00;
2020-10-16 09:15:00;
2020-10-16 09:30:00;
2020-10-16 09:45:00;
2020-10-16 10:00:00;
2020-10-16 10:15:00;
2020-10-16 10:30:00;
2020-10-16 10:45:00;
2020-10-16 11:00:00;
2020-10-16 11:15:00;
2020-10-16 11:30:00;
2020-10-16 11:45:00;
2020-10-16 12:00:00;
2020-10-16 12:15:00;
2020-10-16 12:30:00;
2020-10-16 12:45:00;352;95;48;186;246;299;435;121;187;44;43;78
2020-10-16 13:00:00;267;22;37;69;106;129;283;140;159;1;1;10
2020-10-16 13:15:00;196;11;13;92;111;147;208;128;181;2;3;7
2020-10-16 13:30:00;243;22;33;85;99;133;243;150;167;3;4;7
2020-10-16 13:45:00;253;16;31;70;130;134;264;146;169;0;1;7
2020-10-16 14:00:00;275;16;25;85;86;138;286;123;170;1;2;8
2020-10-16 14:15:00;271;30;28;79;47;100;289;116;169;3;13;10
2020-10-16 14:30:00;295;25;36;86;95;112;258;104;178;3;5;9
2020-10-16 14:45:00;280;16;35;71;98;95;247;103;176;1;4;7
2020-10-16 15:00:00;223;14;25;84;69;117;141;102;153;0;5;4
2020-10-16 15:15:00;235;22;37;79;68;66;179;115;160;2;2;3
2020-10-16 15:30:00;259;31;34;72;71;119;239;114;157;4;5;5
2020-10-16 15:45:00;274;23;42;79;99;109;262;122;177;3;3;9
2020-10-16 16:00:00;284;20;38;79;76;108;255;132;151;1;4;5
2020-10-16 16:15:00;273;19;27;65;96;84;250;109;171;1;1;3
2020-10-16 16:30:00;239;20;33;75;112;62;233;125;173;1;4;6
2020-10-16 16:45:00;259;17;34;81;105;133;228;133;162;1;2;7
2020-10-16 17:00:00;264;36;31;77;77;98;253;125;154;1;5;2
2020-10-16 17:15:00;269;33;41;74;62;81;260;123;148;2;2;3
2020-10-16 17:30:00;227;37;23;65;121;107;229;121;170;1;0;10
2020-10-16 17:45:00;220;35;30;50;108;140;232;127;163;2;0;4
2020-10-16 18:00:00;238;32;34;64;78;115;233;118;151;1;6;5
2020-10-16 18:15:00;240;37;27;67;51;99;248;96;123;3;2;6
2020-10-16 18:30:00;219;33;27;47;31;79;212;75;106;1;3;2
2020-10-16 18:45:00;221;37;24;69;35;79;194;77;94;1;0;3
2020-10-16 19:00:00;198;25;34;60;39;85;181;89;103;4;2;2
2020-10-16 19:15:00;208;30;19;45;28;82;187;79;102;0;1;3
2020-10-16 19:30:00;157;33;14;35;34;50;130;68;88;0;3;5
2020-10-16 19:45:00;167;35;19;44;30;76;133;61;78;2;3;6
2020-10-16 20:00:00;165;27;15;41;25;71;142;63;71;4;0;3
2020-10-16 20:15:00;137;30;17;42;33;69;140;64;76;1;0;3
2020-10-16 20:30:00;134;21;10;43;35;61;123;56;69;0;2;2
2020-10-16 20:45:00;111;22;18;31;28;49;105;56;64;1;3;5
2020-10-16 21:00:00;98;20;10;23;17;74;92;64;85;2;2;1
2020-10-16 21:15:00;97;23;18;26;28;60;97;66;87;1;2;3
