DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-08-24 00:00:00;20;11;5;11;1;2
2020-08-24 00:15:00;20;6;8;18;1;3
2020-08-24 00:30:00;22;11;9;11;1;1
2020-08-24 00:45:00;14;8;5;5;2;1
2020-08-24 01:00:00;13;3;5;6;0;1
2020-08-24 01:15:00;7;2;3;7;1;0
2020-08-24 01:30:00;6;1;4;1;0;1
2020-08-24 01:45:00;11;2;5;7;0;1
2020-08-24 02:00:00;7;1;3;4;0;1
2020-08-24 02:15:00;8;2;1;5;1;0
2020-08-24 02:30:00;7;0;5;2;0;1
2020-08-24 02:45:00;6;4;2;4;1;0
2020-08-24 03:00:00;10;6;2;4;0;0
2020-08-24 03:15:00;10;1;0;5;0;1
2020-08-24 03:30:00;8;5;3;1;1;2
2020-08-24 03:45:00;7;0;2;4;0;1
2020-08-24 04:00:00;6;0;5;6;0;2
2020-08-24 04:15:00;10;3;7;6;0;2
2020-08-24 04:30:00;18;6;4;12;0;3
2020-08-24 04:45:00;28;14;6;9;0;5
2020-08-24 05:00:00;41;37;15;18;0;3
2020-08-24 05:15:00;69;63;16;34;1;7
2020-08-24 05:30:00;73;77;24;47;4;9
2020-08-24 05:45:00;68;49;24;49;2;8
2020-08-24 06:00:00;49;48;29;54;4;9
2020-08-24 06:15:00;17;19;11;23;2;6
2020-08-24 06:30:00;101;93;26;65;4;17
2020-08-24 06:45:00;101;99;37;62;4;11
2020-08-24 07:00:00;103;87;35;57;8;20
2020-08-24 07:15:00;118;95;41;72;9;23
2020-08-24 07:30:00;111;102;50;107;13;36
2020-08-24 07:45:00;113;109;63;85;5;30
2020-08-24 08:00:00;122;101;57;78;15;36
2020-08-24 08:15:00;116;94;59;86;13;40
2020-08-24 08:30:00;119;95;58;90;11;26
2020-08-24 08:45:00;117;94;56;86;16;33
2020-08-24 09:00:00;90;58;56;83;10;36
2020-08-24 09:15:00;106;82;64;93;13;30
2020-08-24 09:30:00;127;94;56;90;8;38
2020-08-24 09:45:00;117;80;77;121;12;33
2020-08-24 10:00:00;115;98;67;92;10;28
2020-08-24 10:15:00;118;85;72;103;14;36
2020-08-24 10:30:00;130;82;78;141;17;30
2020-08-24 10:45:00;129;94;78;134;9;39
2020-08-24 11:00:00;123;109;64;126;15;32
2020-08-24 11:15:00;149;111;84;140;15;35
2020-08-24 11:30:00;133;91;71;129;25;35
2020-08-24 11:45:00;120;95;88;125;12;34
2020-08-24 12:00:00;118;99;87;135;19;43
2020-08-24 12:15:00;108;87;86;136;15;49
2020-08-24 12:30:00;120;85;72;119;10;34
2020-08-24 12:45:00;131;94;56;113;13;31
2020-08-24 13:00:00;118;103;57;130;13;38
2020-08-24 13:15:00;120;113;74;132;12;44
2020-08-24 13:30:00;141;141;82;123;14;45
2020-08-24 13:45:00;137;114;75;122;8;27
2020-08-24 14:00:00;107;98;69;125;9;24
2020-08-24 14:15:00;128;92;101;184;19;39
2020-08-24 14:30:00;119;95;94;179;21;34
2020-08-24 14:45:00;130;105;86;149;12;44
2020-08-24 15:00:00;131;99;96;158;11;39
2020-08-24 15:15:00;104;93;118;181;16;32
2020-08-24 15:30:00;136;89;104;187;17;50
2020-08-24 15:45:00;129;122;97;166;19;44
2020-08-24 16:00:00;128;116;129;169;17;48
2020-08-24 16:15:00;136;126;96;214;21;49
2020-08-24 16:30:00;147;128;109;173;22;40
2020-08-24 16:45:00;130;91;121;192;22;43
2020-08-24 17:00:00;140;127;106;178;24;44
2020-08-24 17:15:00;131;106;122;218;25;40
2020-08-24 17:30:00;150;124;114;178;26;48
2020-08-24 17:45:00;130;95;98;134;19;50
2020-08-24 18:00:00;123;91;80;145;13;36
2020-08-24 18:15:00;101;86;76;137;14;45
2020-08-24 18:30:00;115;68;67;136;12;45
2020-08-24 18:45:00;118;87;77;95;13;34
2020-08-24 19:00:00;100;76;52;89;13;34
2020-08-24 19:15:00;108;59;51;89;13;42
2020-08-24 19:30:00;90;62;52;71;12;26
2020-08-24 19:45:00;83;62;48;96;6;33
2020-08-24 20:00:00;88;60;41;60;6;15
2020-08-24 20:15:00;75;39;35;80;7;17
2020-08-24 20:30:00;89;51;47;57;3;12
2020-08-24 20:45:00;61;40;29;57;6;14
2020-08-24 21:00:00;84;45;35;64;10;9
2020-08-24 21:15:00;79;47;30;44;4;6
2020-08-24 21:30:00;57;45;39;51;6;13
2020-08-24 21:45:00;40;20;43;55;1;2
2020-08-24 22:00:00;52;21;44;71;7;8
2020-08-24 22:15:00;40;20;36;59;7;5
2020-08-24 22:30:00;39;22;16;27;5;6
2020-08-24 22:45:00;22;18;11;18;3;3
2020-08-24 23:00:00;31;20;12;28;1;3
2020-08-24 23:15:00;26;18;13;31;3;1
2020-08-24 23:30:00;12;5;4;10;0;4
2020-08-24 23:45:00;22;9;8;12;2;1
