DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-12-28 00:00:00;1;1;1;0;0;3;1;0;0;1;2;0;1;2;1;0;0;0;24;0;0;0;0;0
2020-12-28 00:15:00;2;4;6;1;0;3;1;1;1;3;1;1;3;7;4;0;0;0;30;0;0;0;0;0
2020-12-28 00:30:00;0;0;0;1;0;5;3;0;1;1;2;0;2;3;2;0;0;0;30;0;0;0;0;0
2020-12-28 00:45:00;0;0;0;0;1;4;4;0;1;2;2;0;1;3;4;1;0;0;30;0;0;0;0;0
2020-12-28 01:00:00;0;0;1;1;0;0;0;0;0;0;2;0;2;3;0;0;0;0;38;0;0;0;0;0
2020-12-28 01:15:00;0;1;0;0;1;1;2;2;2;0;0;2;2;3;2;0;0;0;39;0;0;0;0;0
2020-12-28 01:30:00;0;0;0;0;0;1;2;2;1;1;0;0;0;4;3;0;0;0;36;0;0;0;0;0
2020-12-28 01:45:00;0;0;1;1;0;3;1;1;2;0;0;0;3;7;4;0;0;0;39;0;0;0;0;0
2020-12-28 02:00:00;0;0;0;1;1;2;0;1;2;0;0;0;2;7;6;0;0;0;39;0;0;0;0;0
2020-12-28 02:15:00;1;1;0;0;0;2;1;1;2;0;0;1;3;8;4;0;0;0;39;0;0;0;0;0
2020-12-28 02:30:00;0;0;0;0;0;3;1;1;3;0;4;0;1;5;4;0;0;0;39;0;0;0;0;0
2020-12-28 02:45:00;0;0;0;0;0;2;0;1;5;0;2;0;1;7;7;0;0;0;39;0;0;0;0;0
2020-12-28 03:00:00;0;0;0;0;1;3;2;1;3;0;1;1;1;3;3;1;0;0;39;0;0;0;0;0
2020-12-28 03:15:00;0;0;0;0;0;1;1;0;3;0;1;0;4;6;5;1;0;0;36;0;0;0;0;0
2020-12-28 03:30:00;0;0;0;0;0;2;4;1;4;0;2;0;0;5;2;0;0;0;39;0;0;0;0;0
2020-12-28 03:45:00;0;0;1;1;0;4;3;0;0;1;4;0;3;4;2;0;0;0;39;0;0;0;0;0
2020-12-28 04:00:00;1;1;1;0;0;1;0;0;1;1;1;1;2;8;6;0;0;0;39;0;0;0;0;0
2020-12-28 04:15:00;2;3;1;0;1;3;1;1;3;2;1;2;6;10;3;1;0;0;39;0;0;0;0;0
2020-12-28 04:30:00;0;0;0;0;0;2;5;0;2;2;3;0;7;18;14;0;0;0;39;0;0;0;0;0
2020-12-28 04:45:00;0;0;0;2;3;3;2;0;3;3;4;2;9;12;4;1;0;0;39;0;0;0;0;0
2020-12-28 05:00:00;0;0;2;0;1;10;7;2;3;2;7;2;9;19;9;0;0;0;27;0;0;0;0;0
2020-12-28 05:15:00;0;0;0;1;1;10;9;3;6;4;11;6;14;31;24;1;0;0;30;0;0;0;0;0
2020-12-28 05:30:00;3;4;5;2;1;21;15;3;3;12;16;18;16;42;26;0;0;0;30;0;0;0;0;0
2020-12-28 05:45:00;0;4;10;6;5;15;8;8;6;8;17;12;11;29;17;0;0;0;30;0;0;0;0;0
2020-12-28 06:00:00;1;4;8;4;4;21;13;6;5;8;12;6;13;29;17;3;0;0;30;0;0;0;0;0
2020-12-28 06:15:00;3;9;13;2;7;20;8;4;8;11;23;17;12;32;26;4;0;0;30;0;0;0;0;0
