DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-02-04 00:00:00;15;6;1;0;7;8;14;9;11;0;0;0
2020-02-04 00:15:00;7;4;1;4;14;15;6;13;15;1;0;3
2020-02-04 00:30:00;11;5;0;2;11;11;10;9;11;0;0;1
2020-02-04 00:45:00;10;4;2;0;10;10;10;15;10;0;0;0
2020-02-04 01:00:00;5;4;1;2;1;9;5;1;9;0;0;0
2020-02-04 01:15:00;7;8;0;2;6;5;10;6;7;1;0;0
2020-02-04 01:30:00;9;5;0;0;3;3;8;3;3;0;0;0
2020-02-04 01:45:00;15;5;2;2;3;0;14;4;1;1;0;0
2020-02-04 02:00:00;7;3;1;2;4;2;6;3;1;0;0;0
2020-02-04 02:15:00;11;5;0;1;5;5;10;4;6;0;0;0
2020-02-04 02:30:00;11;9;0;0;3;2;12;10;3;0;0;0
2020-02-04 02:45:00;8;7;1;0;4;6;9;24;9;0;0;0
2020-02-04 03:00:00;6;7;0;2;3;2;9;34;4;0;0;0
2020-02-04 03:15:00;8;6;0;0;1;2;9;20;3;0;0;0
2020-02-04 03:30:00;10;6;1;2;11;7;10;29;13;0;0;0
2020-02-04 03:45:00;14;6;0;0;5;7;14;20;10;0;0;0
2020-02-04 04:00:00;7;3;0;1;10;7;8;13;10;1;0;0
2020-02-04 04:15:00;21;11;0;1;7;11;21;15;15;0;0;0
2020-02-04 04:30:00;19;3;1;2;15;18;19;54;18;1;0;1
2020-02-04 04:45:00;39;9;1;0;22;30;40;41;34;2;0;0
2020-02-04 05:00:00;57;23;1;1;22;49;57;31;36;7;0;1
2020-02-04 05:15:00;70;15;3;8;53;78;71;70;50;4;0;0
2020-02-04 05:30:00;81;23;8;8;48;89;84;54;48;2;0;4
2020-02-04 05:45:00;167;34;9;12;31;67;161;50;51;5;0;2
2020-02-04 06:00:00;201;32;4;10;44;71;204;65;56;1;0;4
2020-02-04 06:15:00;201;36;6;13;28;71;207;53;37;3;0;4
2020-02-04 06:30:00;216;26;15;12;50;95;210;58;47;7;1;5
