DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-04-30 00:00:00;0;1;0;0;2;2;4;5;3;1;1
2020-04-30 00:15:00;1;1;0;11;7;3;2;5;7;1;1
2020-04-30 00:30:00;0;1;0;9;3;14;4;8;3;1;0
2020-04-30 00:45:00;0;0;0;1;5;6;2;4;3;2;1
2020-04-30 01:00:00;0;0;0;1;2;1;6;3;3;1;0
2020-04-30 01:15:00;0;1;0;1;2;2;0;4;3;0;0
2020-04-30 01:30:00;0;0;0;2;0;0;0;2;1;1;1
2020-04-30 01:45:00;0;0;0;4;1;1;2;1;1;0;0
2020-04-30 02:00:00;0;0;0;0;1;0;2;4;3;0;0
2020-04-30 02:15:00;1;2;0;1;0;0;3;1;1;1;1
2020-04-30 02:30:00;0;0;0;3;0;0;0;2;2;0;0
2020-04-30 02:45:00;0;0;0;0;1;1;2;1;1;1;1
2020-04-30 03:00:00;0;0;0;10;5;1;1;1;0;0;0
2020-04-30 03:15:00;0;0;0;4;1;1;1;3;2;0;0
2020-04-30 03:30:00;0;0;0;2;0;0;1;1;0;0;0
2020-04-30 03:45:00;0;1;0;0;0;0;0;2;1;0;0
2020-04-30 04:00:00;0;3;0;5;1;1;0;3;3;2;2
2020-04-30 04:15:00;0;1;0;1;2;2;1;3;2;0;0
2020-04-30 04:30:00;0;2;0;3;6;1;0;7;3;0;0
2020-04-30 04:45:00;0;1;0;5;4;2;0;3;4;3;3
2020-04-30 05:00:00;0;3;0;10;7;1;3;14;12;3;4
2020-04-30 05:15:00;2;8;2;16;12;5;5;37;31;11;8
2020-04-30 05:30:00;4;14;0;19;14;8;4;37;39;15;11
2020-04-30 05:45:00;2;24;0;22;19;10;8;56;61;22;15
2020-04-30 06:00:00;2;19;4;40;21;5;10;29;38;5;4
2020-04-30 06:15:00;2;32;3;34;27;8;13;52;53;8;7
2020-04-30 06:30:00;3;20;5;40;30;9;9;86;99;22;15
2020-04-30 06:45:00;12;26;4;52;31;12;15;78;76;18;11
2020-04-30 07:00:00;4;30;6;54;38;7;17;78;100;14;12
2020-04-30 07:15:00;7;32;10;40;29;9;25;97;142;14;11
2020-04-30 07:30:00;10;27;5;72;43;15;13;102;137;20;17
2020-04-30 07:45:00;10;40;6;66;48;7;29;86;95;22;20
2020-04-30 08:00:00;10;20;4;56;37;5;23;64;59;16;16
2020-04-30 08:15:00;7;21;6;65;47;11;14;55;68;15;12
2020-04-30 08:30:00;3;19;4;46;38;11;22;47;63;11;8
2020-04-30 08:45:00;4;23;3;56;34;9;19;73;67;12;15
2020-04-30 09:00:00;6;21;3;52;40;8;24;55;48;6;4
2020-04-30 09:15:00;9;15;1;58;36;12;13;69;61;9;8
2020-04-30 09:30:00;7;22;6;58;39;12;19;58;45;5;7
2020-04-30 09:45:00;13;22;4;70;45;9;18;69;58;8;7
2020-04-30 10:00:00;10;27;4;51;37;9;23;68;57;5;5
2020-04-30 10:15:00;10;20;8;80;47;14;24;74;52;12;10
2020-04-30 10:30:00;18;20;3;73;58;10;23;52;59;14;10
2020-04-30 10:45:00;11;17;5;68;49;10;22;62;52;9;8
2020-04-30 11:00:00;10;47;5;78;62;12;37;77;61;15;12
2020-04-30 11:15:00;7;16;4;89;77;20;32;67;50;10;10
2020-04-30 11:30:00;14;27;9;101;69;12;34;77;68;14;11
2020-04-30 11:45:00;18;31;4;92;70;15;36;77;51;7;7
2020-04-30 12:00:00;15;23;3;104;72;11;39;70;66;12;14
2020-04-30 12:15:00;13;25;3;96;68;13;27;79;59;9;8
2020-04-30 12:30:00;15;28;4;86;51;9;39;69;55;9;7
2020-04-30 12:45:00;14;22;6;118;98;18;30;74;55;9;8
2020-04-30 13:00:00;7;22;7;113;104;20;29;69;57;12;12
2020-04-30 13:15:00;8;23;3;93;76;22;34;62;60;10;8
2020-04-30 13:30:00;9;25;4;86;73;21;33;63;60;16;9
2020-04-30 13:45:00;11;28;3;103;81;14;23;63;69;15;15
2020-04-30 14:00:00;15;26;4;103;79;15;30;76;69;21;40
2020-04-30 14:15:00;10;28;3;105;70;20;31;74;59;12;14
2020-04-30 14:30:00;13;28;3;112;84;20;36;95;69;14;9
2020-04-30 14:45:00;6;19;4;93;72;16;29;54;55;13;13
2020-04-30 15:00:00;
2020-04-30 15:15:00;
2020-04-30 15:30:00;
2020-04-30 15:45:00;
2020-04-30 16:00:00;
2020-04-30 16:15:00;4;86;2;68;49;11;24;50;34;7;5
2020-04-30 16:30:00;11;17;4;124;95;20;41;84;66;20;17
2020-04-30 16:45:00;13;24;6;125;98;16;33;91;90;16;13
2020-04-30 17:00:00;12;22;5;108;92;16;42;70;63;15;9
2020-04-30 17:15:00;16;33;0;109;85;14;36;83;68;14;8
2020-04-30 17:30:00;8;27;6;98;80;22;33;80;63;14;11
2020-04-30 17:45:00;11;35;4;108;66;17;38;56;63;14;15
2020-04-30 18:00:00;10;25;6;82;68;20;33;66;48;12;8
2020-04-30 18:15:00;9;18;7;92;71;18;30;69;51;13;13
2020-04-30 18:30:00;9;18;5;72;52;14;31;53;30;8;4
2020-04-30 18:45:00;11;17;5;69;52;11;22;65;40;7;8
2020-04-30 19:00:00;5;12;3;48;45;5;21;45;41;11;14
2020-04-30 19:15:00;
2020-04-30 19:30:00;
2020-04-30 19:45:00;
2020-04-30 20:00:00;
2020-04-30 20:15:00;
2020-04-30 20:30:00;
2020-04-30 20:45:00;
2020-04-30 21:00:00;
2020-04-30 21:15:00;
2020-04-30 21:30:00;
2020-04-30 21:45:00;
2020-04-30 22:00:00;
2020-04-30 22:15:00;
2020-04-30 22:30:00;
2020-04-30 22:45:00;
2020-04-30 23:00:00;
2020-04-30 23:15:00;
2020-04-30 23:30:00;
2020-04-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
