DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-08-06 00:00:00;2;16;10;0;0;0;0;0
2020-08-06 00:15:00;14;20;13;0;0;0;0;0
2020-08-06 00:30:00;6;15;9;0;0;0;0;0
2020-08-06 00:45:00;9;15;11;0;0;0;0;0
2020-08-06 01:00:00;7;8;11;0;0;0;0;0
2020-08-06 01:15:00;7;8;1;0;0;0;0;0
2020-08-06 01:30:00;6;8;6;0;0;0;0;0
2020-08-06 01:45:00;6;9;3;0;0;0;0;0
2020-08-06 02:00:00;7;7;4;0;0;0;0;0
2020-08-06 02:15:00;3;8;6;0;0;0;0;0
2020-08-06 02:30:00;6;6;6;0;0;0;0;0
2020-08-06 02:45:00;3;14;1;0;0;0;0;0
2020-08-06 03:00:00;5;9;7;0;0;0;0;0
2020-08-06 03:15:00;3;5;6;0;0;0;0;0
2020-08-06 03:30:00;2;4;4;0;0;0;0;0
2020-08-06 03:45:00;4;2;1;0;0;0;0;0
2020-08-06 04:00:00;3;7;6;0;0;0;0;0
2020-08-06 04:15:00;5;12;4;0;0;0;0;0
2020-08-06 04:30:00;2;14;9;0;0;0;0;0
2020-08-06 04:45:00;12;22;8;0;0;0;0;0
2020-08-06 05:00:00;12;28;9;0;0;0;0;0
2020-08-06 05:15:00;17;45;18;0;0;0;0;0
2020-08-06 05:30:00;22;66;22;0;0;0;0;0
2020-08-06 05:45:00;26;72;29;0;0;0;0;0
2020-08-06 06:00:00;34;70;32;0;0;0;0;0
2020-08-06 06:15:00;34;99;42;0;0;0;0;0
2020-08-06 06:30:00;42;116;46;0;0;0;0;0
2020-08-06 06:45:00;51;111;50;0;5;0;13;4
2020-08-06 07:00:00;29;98;43;0;0;0;0;0
2020-08-06 07:15:00;63;98;49;0;2;2;4;0
2020-08-06 07:30:00;42;116;55;0;2;2;10;6
2020-08-06 07:45:00;56;113;45;0;6;4;36;1
2020-08-06 08:00:00;48;107;64;0;7;1;7;8
2020-08-06 08:15:00;57;119;66;0;7;1;11;7
2020-08-06 08:30:00;69;125;54;0;4;4;5;0
2020-08-06 08:45:00;60;137;59;0;4;1;3;2
2020-08-06 09:00:00;51;120;62;0;14;14;7;19
2020-08-06 09:15:00;51;117;57;0;1;5;14;0
2020-08-06 09:30:00;68;132;59;0;7;0;3;5
2020-08-06 09:45:00;65;125;52;0;7;3;5;8
2020-08-06 10:00:00;62;124;60;0;6;3;16;7
2020-08-06 10:15:00;68;151;68;0;39;0;6;10
2020-08-06 10:30:00;62;160;88;0;1;2;8;15
2020-08-06 10:45:00;68;154;71;0;7;11;24;1
2020-08-06 11:00:00;87;160;78;0;24;4;0;16
2020-08-06 11:15:00;76;201;64;0;10;12;22;3
2020-08-06 11:30:00;86;174;60;0;41;0;0;4
2020-08-06 11:45:00;69;155;55;0;14;0;6;2
2020-08-06 12:00:00;65;146;42;0;5;6;7;5
2020-08-06 12:15:00;76;161;65;0;21;3;12;4
2020-08-06 12:30:00;65;157;63;0;10;2;11;9
2020-08-06 12:45:00;78;165;56;0;1;0;9;2
2020-08-06 13:00:00;64;169;65;0;2;0;17;2
2020-08-06 13:15:00;77;157;62;0;21;3;2;4
2020-08-06 13:30:00;85;159;73;0;0;3;5;0
