DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-09-13 00:00:00;17;9;1;0;0;15;13;0;0
2019-09-13 00:15:00;12;11;0;1;0;18;12;0;0
2019-09-13 00:30:00;16;11;0;0;0;18;11;0;0
2019-09-13 00:45:00;19;13;0;0;0;9;7;0;0
2019-09-13 01:00:00;8;7;0;0;0;15;12;0;1
2019-09-13 01:15:00;8;5;0;0;0;8;7;0;0
2019-09-13 01:30:00;14;4;1;0;0;16;4;0;0
2019-09-13 01:45:00;9;10;0;0;0;7;3;0;0
2019-09-13 02:00:00;11;5;0;0;0;8;2;0;0
2019-09-13 02:15:00;12;3;0;0;0;6;3;0;0
2019-09-13 02:30:00;10;4;0;0;0;14;8;0;0
2019-09-13 02:45:00;2;2;0;0;0;6;3;0;0
2019-09-13 03:00:00;7;9;1;0;0;9;3;0;0
2019-09-13 03:15:00;11;3;0;0;0;5;1;0;0
2019-09-13 03:30:00;10;9;0;0;1;11;2;0;0
2019-09-13 03:45:00;7;5;0;1;0;16;5;0;0
2019-09-13 04:00:00;11;8;0;0;0;10;6;0;0
2019-09-13 04:15:00;16;8;2;0;0;12;6;0;0
2019-09-13 04:30:00;27;15;0;1;0;34;11;0;1
2019-09-13 04:45:00;27;19;1;0;1;49;29;0;0
2019-09-13 05:00:00;28;30;1;0;1;119;71;0;0
2019-09-13 05:15:00;42;34;2;2;3;170;127;0;0
2019-09-13 05:30:00;59;72;1;0;5;228;196;0;0
2019-09-13 05:45:00;129;128;4;1;5;158;136;0;0
2019-09-13 06:00:00;186;193;4;0;1;173;133;0;0
2019-09-13 06:15:00;106;111;7;3;1;183;164;0;1
2019-09-13 06:30:00;99;107;9;3;9;224;217;22;0
2019-09-13 06:45:00;112;133;13;4;10;221;243;33;0
2019-09-13 07:00:00;80;92;8;9;9;196;215;16;3
2019-09-13 07:15:00;87;98;10;15;13;225;245;5;1
2019-09-13 07:30:00;102;115;8;15;15;241;280;15;3
2019-09-13 07:45:00;118;162;10;5;10;221;245;9;0
2019-09-13 08:00:00;86;116;10;18;15;206;222;7;9
2019-09-13 08:15:00;97;99;8;11;10;145;169;11;3
2019-09-13 08:30:00;189;51;23;15;10;160;180;21;1
2019-09-13 08:45:00;153;57;12;8;9;154;157;2;0
2019-09-13 09:00:00;128;107;11;16;16;119;156;4;2
2019-09-13 09:15:00;100;114;9;14;14;106;149;12;2
2019-09-13 09:30:00;101;112;15;18;24;117;155;1;0
2019-09-13 09:45:00;110;113;15;15;13;118;133;7;1
2019-09-13 10:00:00;108;114;6;25;15;107;139;11;1
2019-09-13 10:15:00;94;100;15;24;16;112;119;0;4
2019-09-13 10:30:00;123;132;15;24;13;113;112;18;1
2019-09-13 10:45:00;121;116;14;22;11;122;141;50;1
2019-09-13 11:00:00;129;145;14;20;13;112;134;3;0
2019-09-13 11:15:00;129;125;14;24;14;115;151;11;1
2019-09-13 11:30:00;138;156;8;21;13;113;160;10;5
2019-09-13 11:45:00;141;176;15;24;18;139;183;17;4
2019-09-13 12:00:00;150;180;12;25;19;103;124;27;0
2019-09-13 12:15:00;176;222;9;23;16;139;177;16;3
2019-09-13 12:30:00;200;224;19;26;12;117;152;20;4
2019-09-13 12:45:00;166;208;16;23;11;134;175;26;3
2019-09-13 13:00:00;179;178;18;15;16;142;171;53;1
2019-09-13 13:15:00;191;203;23;23;13;182;187;23;7
2019-09-13 13:30:00;179;215;21;17;8;177;174;20;1
2019-09-13 13:45:00;208;180;22;19;22;191;202;8;3
2019-09-13 14:00:00;231;203;25;21;10;157;166;41;0
2019-09-13 14:15:00;240;235;30;19;11;125;161;41;0
2019-09-13 14:30:00;236;260;24;24;16;119;155;44;4
2019-09-13 14:45:00;236;247;20;25;13;123;163;117;0
2019-09-13 15:00:00;210;262;28;17;14;125;138;129;3
2019-09-13 15:15:00;240;260;27;32;14;141;163;26;5
2019-09-13 15:30:00;228;262;25;16;22;127;160;17;1
2019-09-13 15:45:00;175;219;21;26;17;131;172;21;4
2019-09-13 16:00:00;215;243;31;29;22;114;151;26;1
2019-09-13 16:15:00;174;221;12;31;14;121;144;183;0
2019-09-13 16:30:00;174;196;16;24;15;136;169;24;5
2019-09-13 16:45:00;184;207;12;26;13;136;161;57;0
2019-09-13 17:00:00;173;198;19;24;14;108;118;35;2
2019-09-13 17:15:00;170;172;17;20;8;128;151;22;1
2019-09-13 17:30:00;149;163;7;25;18;149;156;8;1
2019-09-13 17:45:00;145;140;9;20;11;119;142;21;3
2019-09-13 18:00:00;131;163;9;22;9;111;113;46;1
2019-09-13 18:15:00;150;160;7;15;10;130;136;7;1
2019-09-13 18:30:00;123;140;11;16;19;111;117;45;1
2019-09-13 18:45:00;133;129;8;15;0;122;126;14;0
2019-09-13 19:00:00;122;137;2;18;3;107;117;4;1
2019-09-13 19:15:00;107;112;1;7;3;117;106;3;0
2019-09-13 19:30:00;114;119;3;0;1;96;92;10;0
2019-09-13 19:45:00;97;103;5;5;2;88;92;4;0
2019-09-13 20:00:00;93;96;2;1;0;85;88;4;1
2019-09-13 20:15:00;91;97;1;5;3;88;98;21;1
2019-09-13 20:30:00;75;72;1;2;1;72;73;0;1
2019-09-13 20:45:00;75;76;1;3;3;119;86;1;0
2019-09-13 21:00:00;53;63;1;1;1;146;107;4;0
2019-09-13 21:15:00;65;73;2;2;2;186;152;0;1
