DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-09-01 00:00:00;6;0;3;6;6;6;6;0;2;0;0;0;0;0;0
2020-09-01 00:15:00;3;4;4;3;3;2;2;1;5;0;0;0;0;0;0
2020-09-01 00:30:00;5;4;8;7;7;10;6;1;12;0;0;0;0;0;0
2020-09-01 00:45:00;3;4;5;5;4;5;4;1;9;0;0;0;0;0;0
2020-09-01 01:00:00;5;2;6;6;6;6;3;1;6;0;0;0;0;0;0
2020-09-01 01:15:00;1;4;6;5;5;3;2;0;4;0;0;0;0;0;0
2020-09-01 01:30:00;4;6;8;6;6;3;1;1;5;0;0;0;0;0;0
2020-09-01 01:45:00;7;1;2;4;3;2;2;1;2;0;0;0;0;0;0
2020-09-01 02:00:00;5;2;4;3;4;4;3;1;1;0;0;0;0;0;0
2020-09-01 02:15:00;3;3;4;3;3;2;2;1;0;0;0;0;0;0;0
2020-09-01 02:30:00;5;5;9;3;3;3;1;0;2;0;0;0;0;0;0
2020-09-01 02:45:00;3;0;6;8;7;5;2;0;2;0;0;0;0;0;0
2020-09-01 03:00:00;6;3;8;6;5;7;5;0;2;0;0;0;0;0;0
2020-09-01 03:15:00;1;0;3;4;3;4;5;1;3;0;0;0;0;0;0
2020-09-01 03:30:00;3;2;4;3;3;2;0;0;1;0;0;0;0;0;0
2020-09-01 03:45:00;4;2;6;5;5;4;0;0;5;0;0;0;0;0;0
2020-09-01 04:00:00;4;7;8;2;2;2;1;0;2;0;0;0;0;0;0
2020-09-01 04:15:00;5;5;9;4;4;3;3;1;3;0;0;0;0;0;0
2020-09-01 04:30:00;11;18;29;11;10;9;7;2;3;0;0;0;0;0;0
2020-09-01 04:45:00;12;27;34;6;6;3;2;9;7;0;0;0;0;0;0
2020-09-01 05:00:00;12;77;73;7;7;5;5;10;6;0;0;0;0;0;0
2020-09-01 05:15:00;19;127;124;13;13;10;7;19;13;0;0;0;0;0;0
2020-09-01 05:30:00;17;151;141;27;28;9;10;29;39;0;0;0;0;0;0
2020-09-01 05:45:00;44;124;124;106;113;42;38;9;55;0;0;0;1;0;0
2020-09-01 06:00:00;53;80;67;129;135;59;62;3;47;0;0;3;1;0;0
2020-09-01 06:15:00;48;93;86;102;109;29;36;11;56;0;0;0;0;0;0
2020-09-01 06:30:00;84;125;120;49;60;29;30;12;95;0;0;1;0;0;0
2020-09-01 06:45:00;82;116;108;28;30;23;23;18;110;0;0;0;0;0;0
2020-09-01 07:00:00;75;90;82;27;31;21;16;18;80;0;0;0;1;0;0
2020-09-01 07:15:00;86;91;91;41;43;22;20;17;97;0;0;0;0;0;0
2020-09-01 07:30:00;109;120;107;30;29;40;45;30;92;0;0;0;0;0;0
2020-09-01 07:45:00;108;118;118;41;47;35;37;30;126;0;0;0;0;0;0
2020-09-01 08:00:00;97;81;82;38;41;30;26;27;96;0;0;0;0;0;0
2020-09-01 08:15:00;85;68;68;42;42;41;42;12;93;0;0;2;1;0;0
2020-09-01 08:30:00;91;56;57;30;32;41;48;15;96;0;0;0;0;0;0
2020-09-01 08:45:00;99;57;56;34;41;44;49;16;76;0;0;0;0;0;0
2020-09-01 09:00:00;68;40;44;31;38;32;35;16;81;0;0;0;0;0;0
2020-09-01 09:15:00;101;39;41;47;45;38;44;14;65;0;0;0;0;0;0
2020-09-01 09:30:00;120;41;44;39;40;49;56;21;53;0;0;2;1;0;0
2020-09-01 09:45:00;116;32;38;38;44;49;54;12;79;0;0;0;1;0;0
2020-09-01 10:00:00;109;34;40;46;45;66;71;19;56;0;0;0;0;0;0
2020-09-01 10:15:00;109;44;37;37;38;56;60;18;74;0;0;1;2;0;0
2020-09-01 10:30:00;113;50;51;30;33;48;53;11;83;0;0;0;0;0;0
2020-09-01 10:45:00;97;32;35;36;39;46;53;20;72;0;0;2;0;0;0
2020-09-01 11:00:00;109;50;48;43;41;49;52;22;68;0;0;0;0;0;0
2020-09-01 11:15:00;119;36;35;49;50;52;59;19;78;0;0;0;0;0;0
2020-09-01 11:30:00;104;38;39;49;55;55;60;18;73;0;0;3;1;0;0
2020-09-01 11:45:00;124;47;46;48;49;53;65;21;69;0;0;0;0;0;0
2020-09-01 12:00:00;127;47;44;69;78;57;62;23;93;0;0;0;2;0;0
2020-09-01 12:15:00;98;44;45;54;61;49;58;24;73;0;0;0;0;0;0
2020-09-01 12:30:00;123;38;40;49;51;45;55;17;90;0;0;2;0;0;0
2020-09-01 12:45:00;106;57;58;50;54;46;50;17;63;0;0;2;0;0;0
2020-09-01 13:00:00;85;75;63;46;52;45;47;29;77;0;0;0;0;0;0
2020-09-01 13:15:00;69;98;96;53;54;45;54;33;81;0;0;0;1;0;0
2020-09-01 13:30:00;98;150;139;43;48;52;58;31;78;0;0;0;1;0;0
2020-09-01 13:45:00;102;147;140;37;51;49;56;36;78;0;0;0;0;0;0
2020-09-01 14:00:00;88;52;52;106;117;70;76;22;64;0;0;0;0;0;0
2020-09-01 14:15:00;111;33;44;160;175;84;90;14;82;0;0;2;0;0;0
2020-09-01 14:30:00;128;47;50;158;171;87;96;21;66;0;0;2;1;0;0
2020-09-01 14:45:00;127;32;37;114;122;68;77;12;88;0;0;4;0;0;0
2020-09-01 15:00:00;127;39;37;73;89;85;90;9;76;0;0;0;4;0;0
2020-09-01 15:15:00;120;36;34;120;134;80;85;24;79;0;0;1;0;0;0
2020-09-01 15:30:00;143;46;41;105;111;77;82;18;107;0;0;1;0;0;0
2020-09-01 15:45:00;176;48;49;87;101;77;90;16;77;0;0;1;0;0;0
2020-09-01 16:00:00;184;44;45;85;98;68;73;24;97;0;0;0;0;0;0
2020-09-01 16:15:00;171;47;44;100;118;79;88;27;103;0;0;1;0;0;0
2020-09-01 16:30:00;182;44;46;75;84;83;90;22;91;0;0;0;0;0;0
2020-09-01 16:45:00;162;45;43;83;91;82;85;20;94;0;0;3;1;0;0
2020-09-01 17:00:00;159;47;42;86;100;75;80;17;95;0;0;0;0;0;0
2020-09-01 17:15:00;163;49;53;79;82;69;75;26;99;0;0;2;1;0;0
2020-09-01 17:30:00;152;41;40;66;72;80;85;21;88;0;0;0;0;0;0
2020-09-01 17:45:00;122;24;24;63;67;76;81;19;95;0;0;0;6;0;0
2020-09-01 18:00:00;126;24;23;52;53;67;77;26;83;0;0;0;0;0;0
2020-09-01 18:15:00;111;21;25;38;39;46;51;19;91;0;0;0;1;0;0
2020-09-01 18:30:00;100;37;35;42;43;39;45;19;81;0;0;0;0;0;0
2020-09-01 18:45:00;93;28;27;41;40;45;50;20;62;0;0;0;0;0;0
2020-09-01 19:00:00;63;20;19;27;30;31;39;19;56;0;0;0;0;0;0
2020-09-01 19:15:00;69;19;29;31;31;38;40;15;52;0;0;0;0;0;0
2020-09-01 19:30:00;62;20;22;19;17;24;25;13;44;0;0;0;1;0;0
2020-09-01 19:45:00;36;18;24;25;28;26;27;13;35;0;0;0;0;0;0
2020-09-01 20:00:00;44;17;21;21;22;25;26;19;38;0;0;0;1;0;0
2020-09-01 20:15:00;29;20;22;15;13;23;27;19;43;0;0;0;0;0;0
2020-09-01 20:30:00;32;30;33;18;17;16;19;15;38;0;0;0;0;0;0
2020-09-01 20:45:00;36;72;69;16;17;13;14;19;38;0;0;0;1;0;0
2020-09-01 21:00:00;32;113;103;13;14;11;11;12;29;0;0;0;0;0;0
2020-09-01 21:15:00;24;116;109;19;20;12;13;15;28;0;0;0;0;0;0
2020-09-01 21:30:00;14;48;45;24;26;19;23;11;21;0;0;0;0;0;0
2020-09-01 21:45:00;16;25;26;120;132;50;48;3;24;0;0;0;0;0;0
2020-09-01 22:00:00;22;16;23;165;189;60;64;5;27;0;0;0;0;0;0
2020-09-01 22:15:00;14;14;16;100;122;36;42;3;19;0;0;0;0;0;0
2020-09-01 22:30:00;19;9;12;17;15;11;11;5;21;0;0;0;0;0;0
2020-09-01 22:45:00;8;4;5;16;19;6;6;1;9;0;0;1;0;0;0
2020-09-01 23:00:00;18;11;15;8;8;5;4;4;12;0;0;0;0;0;0
2020-09-01 23:15:00;10;4;6;4;4;6;3;3;12;0;0;0;0;0;0
2020-09-01 23:30:00;4;2;5;7;7;8;8;2;6;0;0;0;0;0;0
