DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-02-23 00:00:00;21;1;4;5;13;46;20;0;0;0;0;0;0;0
2020-02-23 00:15:00;31;6;0;2;11;32;34;0;0;0;0;0;0;0
2020-02-23 00:30:00;22;2;5;6;7;32;32;0;0;0;0;0;0;0
2020-02-23 00:45:00;25;1;5;3;13;37;32;0;0;0;0;0;0;0
2020-02-23 01:00:00;21;1;3;4;9;22;26;0;0;0;0;0;0;0
2020-02-23 01:15:00;20;1;3;2;14;27;22;0;0;0;0;0;0;0
2020-02-23 01:30:00;21;6;7;5;12;32;21;0;0;0;0;0;0;0
2020-02-23 01:45:00;13;2;6;3;13;12;13;0;0;0;0;0;0;0
2020-02-23 02:00:00;18;5;4;6;9;6;21;0;0;0;0;0;0;0
2020-02-23 02:15:00;14;1;1;3;3;9;20;0;0;0;0;0;0;0
2020-02-23 02:30:00;6;0;3;2;5;16;16;0;0;0;0;0;0;0
2020-02-23 02:45:00;13;1;1;2;4;6;12;0;0;0;0;0;0;0
2020-02-23 03:00:00;14;1;2;1;3;8;20;0;0;0;0;0;0;0
2020-02-23 03:15:00;8;0;0;1;5;13;11;0;0;0;0;0;0;0
2020-02-23 03:30:00;2;2;0;1;5;8;6;0;0;0;0;0;0;0
2020-02-23 03:45:00;5;1;1;1;2;4;10;0;0;0;0;0;0;0
2020-02-23 04:00:00;5;2;0;0;2;8;9;0;0;0;0;0;0;0
2020-02-23 04:15:00;7;0;1;2;4;6;8;0;0;0;0;0;0;0
2020-02-23 04:30:00;6;2;0;1;1;3;7;0;0;0;0;0;0;0
2020-02-23 04:45:00;5;0;1;0;7;6;10;0;0;0;0;0;0;0
2020-02-23 05:00:00;5;0;1;1;4;13;4;0;0;0;0;0;0;0
2020-02-23 05:15:00;5;2;0;0;6;5;9;0;0;0;0;0;0;0
2020-02-23 05:30:00;18;1;1;1;5;11;27;0;0;0;0;0;0;0
2020-02-23 05:45:00;14;4;0;2;2;8;20;0;0;0;0;0;0;0
2020-02-23 06:00:00;6;1;1;1;4;13;16;0;0;0;0;0;0;0
2020-02-23 06:15:00;7;2;1;2;5;18;11;0;0;0;0;0;0;0
2020-02-23 06:30:00;11;2;3;4;5;15;16;0;0;0;0;0;0;0
2020-02-23 06:45:00;8;2;2;1;4;18;13;0;0;0;0;0;0;0
2020-02-23 07:00:00;9;3;6;5;2;19;18;0;0;0;0;0;0;0
2020-02-23 07:15:00;13;3;5;6;9;21;19;0;0;0;0;0;0;0
2020-02-23 07:30:00;18;1;8;9;12;16;18;0;0;0;0;0;0;0
2020-02-23 07:45:00;13;2;5;2;6;21;15;0;0;0;0;0;0;0
2020-02-23 08:00:00;14;2;2;4;11;24;20;0;0;0;0;0;0;0
2020-02-23 08:15:00;17;7;7;9;13;39;17;0;0;0;0;0;0;0
2020-02-23 08:30:00;24;7;9;5;12;31;28;0;0;0;0;0;0;0
2020-02-23 08:45:00;27;8;7;8;25;57;41;0;0;0;0;0;0;0
2020-02-23 09:00:00;17;13;11;7;23;56;33;0;0;0;0;0;0;0
2020-02-23 09:15:00;29;21;15;9;29;56;55;0;0;1;0;0;0;0
2020-02-23 09:30:00;43;17;14;9;26;50;64;0;0;0;0;0;0;0
2020-02-23 09:45:00;54;12;22;19;38;74;82;0;0;0;0;0;0;0
2020-02-23 10:00:00;53;14;23;14;32;69;73;0;0;0;0;0;0;0
2020-02-23 10:15:00;48;22;16;10;38;72;94;1;0;6;4;4;4;0
2020-02-23 10:30:00;49;7;28;16;28;64;84;0;0;0;0;0;0;0
2020-02-23 10:45:00;57;19;19;15;46;77;91;3;0;2;0;0;0;0
2020-02-23 11:00:00;55;23;25;20;46;73;91;1;0;1;0;0;0;0
2020-02-23 11:15:00;65;22;19;15;55;72;93;1;0;4;0;0;0;0
2020-02-23 11:30:00;75;22;28;18;53;97;90;0;0;8;0;0;0;0
2020-02-23 11:45:00;79;30;24;14;53;88;110;0;0;8;1;1;1;0
2020-02-23 12:00:00;61;25;29;27;55;102;86;0;0;1;0;0;0;0
2020-02-23 12:15:00;70;20;28;15;57;92;95;1;1;0;0;0;0;0
2020-02-23 12:30:00;58;12;25;12;41;77;87;0;0;0;0;0;0;0
2020-02-23 12:45:00;70;16;22;14;65;117;94;1;0;1;0;0;0;2
2020-02-23 13:00:00;67;24;21;14;61;102;107;1;0;1;0;0;0;0
2020-02-23 13:15:00;105;23;27;12;68;125;154;1;0;3;0;0;0;0
2020-02-23 13:30:00;86;27;22;18;76;117;147;0;0;1;0;0;0;0
2020-02-23 13:45:00;63;20;23;20;58;104;115;9;0;2;1;1;1;0
2020-02-23 14:00:00;75;16;34;16;56;95;114;10;0;0;0;0;0;0
2020-02-23 14:15:00;66;30;25;13;63;102;112;0;0;1;0;0;0;0
2020-02-23 14:30:00;67;11;33;19;63;104;111;0;0;3;0;0;0;0
2020-02-23 14:45:00;75;28;35;16;62;94;107;1;0;0;0;0;0;0
2020-02-23 15:00:00;78;29;27;14;47;88;112;2;0;1;0;0;0;0
2020-02-23 15:15:00;55;16;17;13;46;92;87;0;0;4;0;0;0;0
2020-02-23 15:30:00;65;21;15;16;40;91;109;3;0;60;0;0;0;0
2020-02-23 15:45:00;75;14;27;10;62;97;102;0;0;16;0;0;0;0
2020-02-23 16:00:00;73;28;23;15;63;89;100;0;0;1;0;0;0;0
2020-02-23 16:15:00;52;16;22;21;61;94;77;0;0;1;0;0;0;0
2020-02-23 16:30:00;60;21;32;16;51;80;109;0;0;4;0;0;0;1
2020-02-23 16:45:00;65;20;36;15;67;93;103;3;0;1;3;3;3;0
2020-02-23 17:00:00;74;22;28;12;61;98;104;3;0;8;0;0;0;2
2020-02-23 17:15:00;81;19;36;17;54;88;103;3;0;1;0;0;0;0
2020-02-23 17:30:00;73;15;34;18;53;92;113;0;0;0;0;0;0;0
2020-02-23 17:45:00;71;14;19;14;62;94;96;0;0;2;0;0;0;0
2020-02-23 18:00:00;66;18;33;13;53;106;116;0;0;0;1;1;1;0
2020-02-23 18:15:00;64;12;18;15;69;94;100;0;0;11;0;0;0;0
2020-02-23 18:30:00;65;14;22;23;63;95;94;0;0;12;0;0;0;0
2020-02-23 18:45:00;70;9;14;5;51;87;111;5;0;0;0;0;0;0
