DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-04-30 00:00:00;2;1;0;0;0;0;13;13;0;0;0;0;0;0;0
2020-04-30 00:15:00;18;11;0;1;0;0;17;13;0;0;0;1;0;0;0
2020-04-30 00:30:00;11;5;0;0;0;0;7;5;0;0;0;0;0;0;0
2020-04-30 00:45:00;13;7;1;0;0;0;15;16;0;0;0;0;0;0;0
2020-04-30 01:00:00;7;8;0;0;0;1;7;6;0;0;0;0;0;0;1
2020-04-30 01:15:00;6;2;1;0;0;0;11;11;0;0;0;0;0;0;0
2020-04-30 01:30:00;2;3;0;0;0;0;4;4;0;0;0;0;0;0;0
2020-04-30 01:45:00;6;1;0;0;0;0;6;5;0;0;0;0;0;0;0
2020-04-30 02:00:00;7;2;0;0;0;0;14;11;0;0;0;0;0;0;0
2020-04-30 02:15:00;3;4;1;0;0;0;12;13;0;0;0;0;0;0;0
2020-04-30 02:30:00;3;6;0;0;0;0;10;7;0;0;0;0;0;0;0
2020-04-30 02:45:00;5;3;0;0;0;0;4;4;0;0;0;0;0;0;0
2020-04-30 03:00:00;7;7;0;0;0;0;9;7;0;0;0;0;0;0;0
2020-04-30 03:15:00;3;3;0;0;0;0;9;8;0;0;0;0;0;0;0
2020-04-30 03:30:00;6;3;1;0;0;0;11;8;0;0;0;0;0;0;0
2020-04-30 03:45:00;5;9;1;0;0;0;11;10;0;0;0;0;0;0;0
2020-04-30 04:00:00;10;6;2;0;0;0;12;10;0;0;0;0;0;0;0
2020-04-30 04:15:00;8;9;0;0;1;0;28;22;0;0;0;1;0;0;0
2020-04-30 04:30:00;9;16;1;0;0;0;31;26;0;0;0;0;0;0;0
2020-04-30 04:45:00;22;16;0;0;0;0;23;19;0;0;0;0;0;0;0
2020-04-30 05:00:00;50;21;0;0;0;0;41;41;0;0;0;0;0;0;0
2020-04-30 05:15:00;88;52;1;1;1;0;46;41;0;0;0;1;0;0;0
2020-04-30 05:30:00;107;70;0;0;4;0;63;68;0;0;0;5;0;0;0
2020-04-30 05:45:00;73;61;2;1;2;1;43;57;0;0;0;1;0;0;0
2020-04-30 06:00:00;53;68;0;0;3;0;56;93;0;0;0;5;0;0;0
2020-04-30 06:15:00;88;101;1;0;1;0;76;110;0;0;0;0;0;0;0
2020-04-30 06:30:00;102;141;1;0;4;2;61;144;0;0;0;4;0;0;0
2020-04-30 06:45:00;95;126;3;3;3;1;68;112;0;0;0;5;1;0;0
2020-04-30 07:00:00;86;109;2;3;1;0;72;141;0;0;0;2;0;0;0
2020-04-30 07:15:00;81;110;1;1;7;3;45;150;0;0;0;11;0;0;0
2020-04-30 07:30:00;93;129;5;3;10;1;60;181;0;0;0;10;0;0;0
2020-04-30 07:45:00;93;124;5;3;9;3;61;144;0;0;0;9;0;0;2
2020-04-30 08:00:00;70;110;8;1;8;1;63;125;0;0;0;9;0;0;0
2020-04-30 08:15:00;65;85;5;0;6;3;80;144;0;0;0;5;0;0;1
2020-04-30 08:30:00;80;95;8;1;10;3;64;140;0;0;0;11;0;0;0
2020-04-30 08:45:00;83;97;5;2;5;0;105;156;0;0;0;4;0;0;0
2020-04-30 09:00:00;82;109;12;0;3;3;80;129;0;0;0;4;0;0;7
2020-04-30 09:15:00;82;94;3;1;9;2;68;132;0;0;0;9;2;0;0
2020-04-30 09:30:00;82;105;4;3;6;2;88;160;0;0;0;7;0;0;0
2020-04-30 09:45:00;78;109;5;1;12;4;58;153;0;0;0;13;0;0;0
2020-04-30 10:00:00;80;110;3;1;6;1;87;191;0;0;0;6;0;0;1
2020-04-30 10:15:00;73;93;7;0;7;3;81;159;0;0;0;6;0;0;0
2020-04-30 10:30:00;76;101;6;1;5;1;97;219;0;0;0;8;2;4;0
2020-04-30 10:45:00;88;104;6;3;7;4;68;189;0;0;0;7;0;0;0
2020-04-30 11:00:00;63;98;4;1;7;4;66;194;0;0;0;8;0;0;0
2020-04-30 11:15:00;50;66;9;1;7;2;55;161;0;0;0;9;0;0;0
2020-04-30 11:30:00;64;89;8;1;10;4;65;166;0;0;0;10;0;0;0
2020-04-30 11:45:00;76;80;7;2;10;4;42;187;0;0;0;12;3;0;2
2020-04-30 12:00:00;74;97;5;0;10;3;87;192;0;0;0;10;0;0;0
2020-04-30 12:15:00;69;86;10;0;14;0;59;190;0;0;0;14;0;0;0
2020-04-30 12:30:00;74;81;5;3;12;6;68;174;0;0;0;13;1;0;0
2020-04-30 12:45:00;85;109;10;2;7;0;49;186;0;0;0;8;0;0;0
2020-04-30 13:00:00;73;88;17;5;10;6;48;182;0;0;0;9;7;0;3
2020-04-30 13:15:00;68;90;7;2;7;4;53;177;0;0;0;7;2;0;0
2020-04-30 13:30:00;87;124;10;3;8;5;62;195;0;0;0;8;0;0;4
2020-04-30 13:45:00;68;112;4;1;7;3;83;207;0;0;0;8;0;0;0
2020-04-30 14:00:00;67;90;5;1;12;5;66;181;0;0;0;11;0;0;3
2020-04-30 14:15:00;64;89;3;4;2;2;52;200;0;0;0;3;3;0;0
2020-04-30 14:30:00;90;115;4;2;11;4;57;258;0;0;0;12;0;0;1
2020-04-30 14:45:00;53;71;4;0;10;2;37;139;0;0;0;9;0;0;0
2020-04-30 15:00:00;
2020-04-30 15:15:00;
2020-04-30 15:30:00;
2020-04-30 15:45:00;
2020-04-30 16:00:00;
2020-04-30 16:15:00;50;54;3;0;5;1;32;132;0;0;0;7;0;0;3
2020-04-30 16:30:00;97;138;9;2;13;5;47;228;0;0;0;14;0;0;1
2020-04-30 16:45:00;82;112;7;1;15;2;66;228;0;0;0;14;0;0;0
2020-04-30 17:00:00;80;108;7;1;8;4;69;215;0;0;0;9;3;0;1
2020-04-30 17:15:00;86;105;12;0;13;2;53;213;0;0;0;13;0;0;0
2020-04-30 17:30:00;85;110;7;1;7;5;63;185;0;0;0;7;0;0;0
2020-04-30 17:45:00;78;113;5;1;8;2;48;205;0;0;0;8;0;0;1
2020-04-30 18:00:00;80;118;13;1;5;2;55;177;0;0;0;7;0;0;1
2020-04-30 18:15:00;79;85;11;1;11;1;45;154;0;0;0;11;0;0;0
2020-04-30 18:30:00;59;69;7;1;9;0;34;140;0;0;0;9;0;0;0
2020-04-30 18:45:00;53;64;6;0;7;2;52;140;0;0;0;7;0;0;0
2020-04-30 19:00:00;40;38;4;1;4;1;39;103;0;0;0;6;0;0;0
2020-04-30 19:15:00;
2020-04-30 19:30:00;
2020-04-30 19:45:00;
2020-04-30 20:00:00;
2020-04-30 20:15:00;
2020-04-30 20:30:00;
2020-04-30 20:45:00;
2020-04-30 21:00:00;
2020-04-30 21:15:00;
2020-04-30 21:30:00;
2020-04-30 21:45:00;
2020-04-30 22:00:00;
2020-04-30 22:15:00;
2020-04-30 22:30:00;
2020-04-30 22:45:00;
2020-04-30 23:00:00;
2020-04-30 23:15:00;
2020-04-30 23:30:00;
2020-04-30 23:45:00;
