DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-10-01 00:00:00;15;7;0;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 00:15:00;11;9;0;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 00:30:00;10;5;0;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 00:45:00;5;7;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:00:00;7;11;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:15:00;7;8;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:30:00;5;2;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:45:00;10;9;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:00:00;5;4;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:15:00;3;2;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:30:00;7;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:45:00;9;5;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:00:00;8;5;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:15:00;3;5;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:30:00;10;5;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:45:00;5;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:00:00;8;3;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:15:00;9;7;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:30:00;21;12;0;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:45:00;24;13;0;10;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:00:00;67;55;0;6;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:15:00;75;81;0;10;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:30:00;103;116;0;30;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:45:00;84;87;0;38;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:00:00;64;66;0;42;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:15:00;105;118;0;55;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:30:00;122;121;0;42;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 06:45:00;142;157;0;50;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:00:00;121;152;0;59;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:15:00;151;171;0;92;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:30:00;45;45;0;34;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 07:45:00;149;235;1;111;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:00:00;165;227;1;110;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:15:00;136;147;0;77;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:30:00;117;157;0;92;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 08:45:00;115;129;0;79;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 09:00:00;117;118;0;87;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 09:15:00;98;95;0;69;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 09:30:00;124;122;0;83;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
