DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-11-30 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 00:15:00;3;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-11-30 00:30:00;1;2;3;2;1;1;0;0;0;0;0;0;0;0
2020-11-30 00:45:00;0;1;1;1;2;0;0;0;0;0;0;0;0;0
2020-11-30 01:00:00;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 01:15:00;1;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-11-30 01:30:00;0;1;1;1;2;0;0;0;0;0;0;0;0;0
2020-11-30 01:45:00;1;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-30 02:00:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-30 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:30:00;1;1;1;1;3;0;0;0;0;0;0;0;0;0
2020-11-30 02:45:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-30 03:00:00;1;0;0;0;2;2;2;2;0;0;0;0;0;0
2020-11-30 03:15:00;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:30:00;0;1;1;0;5;2;1;2;0;0;0;0;0;0
2020-11-30 03:45:00;0;0;0;0;1;2;1;1;0;0;0;0;0;0
2020-11-30 04:00:00;0;1;1;1;2;0;0;0;0;0;0;0;0;0
2020-11-30 04:15:00;0;1;1;1;3;1;1;2;0;0;0;0;0;0
2020-11-30 04:30:00;1;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-11-30 04:45:00;2;3;3;3;10;3;3;4;0;0;0;0;0;0
2020-11-30 05:00:00;3;6;5;5;8;5;6;6;0;0;0;0;0;0
2020-11-30 05:15:00;7;5;5;4;28;10;8;10;0;0;0;0;0;0
2020-11-30 05:30:00;5;7;7;8;30;5;5;7;0;0;0;0;0;0
2020-11-30 05:45:00;8;9;7;7;21;10;9;1;0;0;0;0;0;0
2020-11-30 06:00:00;7;5;5;5;18;7;7;10;0;0;0;0;0;0
2020-11-30 06:15:00;12;13;12;12;28;15;17;14;0;0;0;0;0;0
2020-11-30 06:30:00;7;15;17;13;61;23;24;25;0;0;0;0;0;0
