DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-11-23 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-23 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:30:00;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:45:00;0;0;2;2;0;0;1;1;0;0;0;0;0;0
2020-11-23 03:00:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-23 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:30:00;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 04:00:00;0;0;2;2;0;0;1;1;0;0;0;0;0;0
2020-11-23 04:15:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-23 04:30:00;0;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-11-23 04:45:00;0;0;4;4;0;0;4;4;0;0;0;0;0;0
2020-11-23 05:00:00;0;0;3;2;0;0;3;3;0;0;0;0;0;0
2020-11-23 05:15:00;0;0;4;4;0;0;9;7;0;0;0;0;0;0
2020-11-23 05:30:00;0;0;11;7;0;0;15;12;0;0;0;0;0;0
2020-11-23 05:45:00;0;0;10;6;0;0;9;8;0;0;0;0;0;0
2020-11-23 06:00:00;0;0;9;6;0;0;10;8;0;0;0;0;0;0
2020-11-23 06:15:00;0;0;8;7;0;0;5;5;0;0;0;0;0;0
2020-11-23 06:30:00;0;0;19;17;0;0;15;21;0;0;0;0;0;0
2020-11-23 06:45:00;0;0;8;8;0;0;13;16;0;0;0;0;0;0
2020-11-23 07:00:00;0;0;18;14;0;0;10;10;0;0;0;2;0;0
2020-11-23 07:15:00;0;0;23;21;0;0;21;24;1;0;0;0;0;0
2020-11-23 07:30:00;0;0;20;19;0;0;23;21;1;0;0;0;0;0
2020-11-23 07:45:00;0;0;34;30;0;0;20;23;0;0;0;0;0;0
2020-11-23 08:00:00;0;0;27;25;0;0;16;19;0;0;0;0;0;0
2020-11-23 08:15:00;0;0;25;17;0;0;13;15;0;0;0;0;0;0
2020-11-23 08:30:00;0;0;19;17;0;0;13;13;0;0;0;0;0;0
2020-11-23 08:45:00;0;0;14;14;0;0;9;12;0;0;0;0;0;0
2020-11-23 09:00:00;0;0;17;16;0;0;12;13;0;0;0;0;0;0
2020-11-23 09:15:00;0;0;10;11;0;0;8;9;0;0;0;0;0;0
2020-11-23 09:30:00;0;0;22;18;0;0;10;11;0;0;0;0;0;0
2020-11-23 09:45:00;0;0;15;15;0;0;15;19;0;0;0;0;0;0
2020-11-23 10:00:00;0;0;22;16;0;0;5;8;0;0;0;0;0;0
2020-11-23 10:15:00;0;0;17;15;0;0;9;9;0;0;0;0;0;0
2020-11-23 10:30:00;0;0;23;19;0;0;14;14;0;0;0;0;0;0
2020-11-23 10:45:00;0;0;11;12;0;0;8;9;0;0;0;0;0;0
2020-11-23 11:00:00;0;0;16;15;0;0;9;12;0;1;0;0;0;0
2020-11-23 11:15:00;0;0;19;17;0;0;8;10;0;0;0;0;0;0
2020-11-23 11:30:00;0;0;19;18;0;0;14;11;1;0;0;0;0;0
2020-11-23 11:45:00;0;0;12;12;0;0;8;8;1;1;0;1;1;0
2020-11-23 12:00:00;0;0;18;18;0;0;8;10;0;0;0;0;0;0
2020-11-23 12:15:00;0;0;13;13;0;0;9;11;1;0;0;1;2;0
2020-11-23 12:30:00;0;0;18;16;0;0;10;12;0;0;0;0;0;0
2020-11-23 12:45:00;0;0;20;21;0;0;10;11;2;0;0;1;0;0
2020-11-23 13:00:00;0;0;30;26;0;0;7;9;0;1;0;0;1;0
2020-11-23 13:15:00;0;0;21;18;0;0;13;14;0;1;0;2;0;0
2020-11-23 13:30:00;0;0;13;11;0;0;16;20;0;0;0;2;0;0
2020-11-23 13:45:00;0;0;28;26;0;0;11;12;0;0;0;0;0;0
