DATUM;1(DA1);2(TAFBA)
2020-12-10 00:00:00;1;0
2020-12-10 00:15:00;0;0
2020-12-10 00:30:00;1;0
2020-12-10 00:45:00;0;0
2020-12-10 01:00:00;0;0
2020-12-10 01:15:00;1;0
2020-12-10 01:30:00;0;0
2020-12-10 01:45:00;0;0
2020-12-10 02:00:00;1;0
2020-12-10 02:15:00;1;0
2020-12-10 02:30:00;1;0
2020-12-10 02:45:00;0;0
2020-12-10 03:00:00;0;0
2020-12-10 03:15:00;0;0
2020-12-10 03:30:00;1;0
2020-12-10 03:45:00;0;0
2020-12-10 04:00:00;1;0
2020-12-10 04:15:00;0;0
2020-12-10 04:30:00;1;0
2020-12-10 04:45:00;6;0
2020-12-10 05:00:00;1;0
2020-12-10 05:15:00;4;0
2020-12-10 05:30:00;5;0
2020-12-10 05:45:00;8;0
2020-12-10 06:00:00;16;0
2020-12-10 06:15:00;8;0
2020-12-10 06:30:00;20;0
2020-12-10 06:45:00;28;0
2020-12-10 07:00:00;22;0
2020-12-10 07:15:00;57;0
2020-12-10 07:30:00;68;0
2020-12-10 07:45:00;59;0
2020-12-10 08:00:00;45;0
2020-12-10 08:15:00;33;0
2020-12-10 08:30:00;34;0
2020-12-10 08:45:00;32;0
2020-12-10 09:00:00;45;0
2020-12-10 09:15:00;42;0
2020-12-10 09:30:00;42;0
2020-12-10 09:45:00;55;0
2020-12-10 10:00:00;35;0
2020-12-10 10:15:00;36;0
2020-12-10 10:30:00;35;0
2020-12-10 10:45:00;41;0
2020-12-10 11:00:00;50;0
2020-12-10 11:15:00;31;0
2020-12-10 11:30:00;22;0
2020-12-10 11:45:00;33;0
2020-12-10 12:00:00;25;0
2020-12-10 12:15:00;31;0
2020-12-10 12:30:00;27;0
2020-12-10 12:45:00;35;0
2020-12-10 13:00:00;37;0
2020-12-10 13:15:00;28;0
2020-12-10 13:30:00;41;0
2020-12-10 13:45:00;31;0
2020-12-10 14:00:00;36;0
2020-12-10 14:15:00;40;0
2020-12-10 14:30:00;45;0
2020-12-10 14:45:00;34;0
2020-12-10 15:00:00;46;0
2020-12-10 15:15:00;35;0
2020-12-10 15:30:00;52;0
2020-12-10 15:45:00;45;0
2020-12-10 16:00:00;53;0
2020-12-10 16:15:00;58;0
2020-12-10 16:30:00;47;0
2020-12-10 16:45:00;54;0
2020-12-10 17:00:00;46;0
2020-12-10 17:15:00;43;0
2020-12-10 17:30:00;28;0
2020-12-10 17:45:00;31;0
2020-12-10 18:00:00;38;0
2020-12-10 18:15:00;29;0
2020-12-10 18:30:00;28;0
2020-12-10 18:45:00;13;0
2020-12-10 19:00:00;11;0
2020-12-10 19:15:00;17;0
2020-12-10 19:30:00;8;0
2020-12-10 19:45:00;18;0
2020-12-10 20:00:00;10;0
2020-12-10 20:15:00;2;0
2020-12-10 20:30:00;8;0
2020-12-10 20:45:00;7;0
2020-12-10 21:00:00;7;0
2020-12-10 21:15:00;9;0
2020-12-10 21:30:00;2;0
2020-12-10 21:45:00;6;0
2020-12-10 22:00:00;0;0
2020-12-10 22:15:00;2;0
2020-12-10 22:30:00;0;0
2020-12-10 22:45:00;2;0
2020-12-10 23:00:00;2;0
2020-12-10 23:15:00;1;0
2020-12-10 23:30:00;1;0
2020-12-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
