DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-12-04 00:00:00;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 00:15:00;3;1;1;3;3;3;2;1;2;3;3;4;0;0;0;0;0;0
2020-12-04 00:30:00;4;1;1;255;255;255;3;0;0;515;516;261;0;0;0;0;0;0
2020-12-04 00:45:00;3;1;3;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0
2020-12-04 01:00:00;0;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0
2020-12-04 01:15:00;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0
2020-12-04 01:30:00;2;1;1;258;258;259;1;1;0;264;269;261;0;0;0;0;0;0
2020-12-04 01:45:00;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 02:00:00;0;2;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0
2020-12-04 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 02:30:00;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 02:45:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 03:00:00;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 03:15:00;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 03:30:00;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 03:45:00;2;1;0;5;6;5;2;0;1;6;264;4;0;0;0;0;0;0
2020-12-04 04:00:00;3;2;2;255;255;255;2;2;1;255;256;255;0;0;0;0;0;0
2020-12-04 04:15:00;4;3;4;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-12-04 04:30:00;6;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0
