DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-11-10 00:00:00;2;5;7;3;5;9;18;1;2;0;0;0
2019-11-10 00:15:00;4;6;7;3;4;10;20;0;2;0;0;0
2019-11-10 00:30:00;3;10;8;4;5;6;15;0;0;0;0;0
2019-11-10 00:45:00;1;7;7;4;6;5;15;0;0;0;0;0
2019-11-10 01:00:00;7;11;12;6;4;9;37;0;1;0;0;0
2019-11-10 01:15:00;3;14;10;1;4;8;18;0;0;0;0;0
2019-11-10 01:30:00;1;12;13;6;7;16;28;1;2;0;0;0
2019-11-10 01:45:00;0;13;7;6;5;5;17;0;5;0;0;0
2019-11-10 02:00:00;2;2;8;7;7;3;13;4;5;0;0;0
2019-11-10 02:15:00;1;7;5;4;0;3;8;0;1;0;0;0
2019-11-10 02:30:00;2;5;5;0;2;1;6;0;0;0;0;0
2019-11-10 02:45:00;1;1;3;0;0;2;6;0;1;0;0;0
2019-11-10 03:00:00;0;3;3;4;1;9;19;0;1;0;0;0
2019-11-10 03:15:00;1;0;2;0;0;1;11;0;1;0;0;0
2019-11-10 03:30:00;1;4;4;0;0;2;2;0;0;0;0;0
2019-11-10 03:45:00;0;2;1;0;0;2;7;0;0;0;0;0
2019-11-10 04:00:00;0;3;2;0;0;1;5;0;0;0;0;0
2019-11-10 04:15:00;1;1;1;0;0;1;2;0;0;0;0;0
2019-11-10 04:30:00;0;2;1;0;0;2;3;0;0;0;0;0
2019-11-10 04:45:00;1;1;2;0;1;0;3;0;0;0;0;0
2019-11-10 05:00:00;0;3;3;0;0;2;4;0;0;0;0;0
2019-11-10 05:15:00;2;4;4;0;0;0;3;0;0;0;0;0
2019-11-10 05:30:00;3;1;2;0;1;0;1;0;0;0;0;0
2019-11-10 05:45:00;6;2;7;3;3;1;3;0;4;0;0;0
2019-11-10 06:00:00;3;4;4;2;2;0;1;0;0;0;0;0
2019-11-10 06:15:00;2;1;2;0;1;0;2;0;0;0;0;0
2019-11-10 06:30:00;3;1;3;0;0;2;6;0;0;0;0;0
2019-11-10 06:45:00;4;3;3;0;0;0;8;1;3;0;0;0
2019-11-10 07:00:00;3;2;2;0;0;0;2;0;0;0;0;0
2019-11-10 07:15:00;1;2;2;0;0;1;4;0;0;0;0;0
2019-11-10 07:30:00;8;5;8;0;1;1;6;0;0;0;0;0
2019-11-10 07:45:00;2;12;12;1;1;0;6;0;0;0;0;0
2019-11-10 08:00:00;2;14;15;0;0;1;12;0;0;0;0;0
2019-11-10 08:15:00;6;19;18;2;2;2;7;0;0;0;0;0
2019-11-10 08:30:00;6;9;11;0;0;3;6;0;0;0;0;0
2019-11-10 08:45:00;17;30;34;0;5;4;17;0;0;0;0;0
2019-11-10 09:00:00;11;31;30;0;3;5;15;0;0;0;0;0
2019-11-10 09:15:00;12;35;39;0;4;3;9;0;0;0;0;0
2019-11-10 09:30:00;24;38;46;1;1;5;28;0;0;0;0;0
2019-11-10 09:45:00;24;26;31;2;0;4;20;0;0;0;0;0
2019-11-10 10:00:00;14;13;17;2;0;4;12;0;0;0;0;0
2019-11-10 10:15:00;26;22;32;4;2;4;28;0;2;0;0;0
2019-11-10 10:30:00;21;29;37;2;1;6;31;0;3;0;0;0
2019-11-10 10:45:00;20;33;41;7;1;6;34;0;1;0;0;0
2019-11-10 11:00:00;11;24;25;0;1;6;33;1;2;0;0;0
2019-11-10 11:15:00;22;33;42;3;7;19;57;1;1;0;0;0
2019-11-10 11:30:00;13;13;20;1;3;13;43;0;1;0;0;0
2019-11-10 11:45:00;16;29;32;1;4;15;46;1;3;0;0;0
2019-11-10 12:00:00;16;24;27;4;3;16;50;0;2;0;0;0
2019-11-10 12:15:00;22;34;40;0;2;14;43;0;0;0;0;0
2019-11-10 12:30:00;20;29;38;2;1;9;41;0;0;0;0;0
2019-11-10 12:45:00;12;33;36;2;3;12;40;0;0;0;0;0
2019-11-10 13:00:00;14;33;41;1;4;17;48;0;0;0;0;0
2019-11-10 13:15:00;12;36;40;0;2;11;35;0;1;0;0;0
