DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-04-30 00:00:00;4;4;3;3;3;5;5;0
2020-04-30 00:15:00;5;2;2;6;7;7;11;6
2020-04-30 00:30:00;4;8;2;1;0;4;8;3
2020-04-30 00:45:00;6;6;4;1;1;3;4;1
2020-04-30 01:00:00;2;4;2;2;2;5;4;1
2020-04-30 01:15:00;2;1;1;1;0;3;6;3
2020-04-30 01:30:00;1;3;3;5;4;6;5;4
2020-04-30 01:45:00;4;9;6;2;1;3;3;1
2020-04-30 02:00:00;3;9;7;1;2;3;2;0
2020-04-30 02:15:00;6;8;6;1;0;2;3;0
2020-04-30 02:30:00;4;2;1;7;4;9;6;2
2020-04-30 02:45:00;4;2;2;3;3;4;4;0
2020-04-30 03:00:00;4;3;2;1;1;2;4;1
2020-04-30 03:15:00;1;1;1;0;0;1;6;1
2020-04-30 03:30:00;4;6;2;5;4;8;7;4
2020-04-30 03:45:00;5;7;3;3;3;8;7;5
2020-04-30 04:00:00;9;6;3;4;4;7;11;3
2020-04-30 04:15:00;8;5;0;5;1;8;7;6
2020-04-30 04:30:00;15;10;6;8;6;12;3;4
2020-04-30 04:45:00;17;12;9;11;7;12;11;4
2020-04-30 05:00:00;22;15;9;14;14;19;22;8
2020-04-30 05:15:00;23;15;18;7;9;21;40;18
2020-04-30 05:30:00;41;29;31;12;11;23;29;20
2020-04-30 05:45:00;43;50;47;31;31;71;37;12
2020-04-30 06:00:00;32;20;29;23;21;60;39;25
2020-04-30 06:15:00;47;36;50;38;34;85;58;44
2020-04-30 06:30:00;47;62;38;47;71;141;69;47
2020-04-30 06:45:00;51;66;36;60;78;169;77;66
2020-04-30 07:00:00;45;51;30;47;65;145;78;84
2020-04-30 07:15:00;63;51;28;51;72;152;77;83
2020-04-30 07:30:00;65;60;24;57;62;151;76;65
2020-04-30 07:45:00;70;71;29;59;90;172;64;72
2020-04-30 08:00:00;59;48;33;41;60;125;65;58
2020-04-30 08:15:00;65;34;22;41;61;110;62;57
2020-04-30 08:30:00;57;62;25;52;124;91;54;47
2020-04-30 08:45:00;59;54;18;59;64;109;70;55
2020-04-30 09:00:00;59;61;16;58;55;105;49;55
2020-04-30 09:15:00;70;68;24;57;45;96;58;61
2020-04-30 09:30:00;58;54;24;65;65;106;69;74
2020-04-30 09:45:00;62;58;23;58;53;104;61;57
2020-04-30 10:00:00;88;89;30;57;65;107;58;63
2020-04-30 10:15:00;61;74;18;91;50;112;66;67
2020-04-30 10:30:00;75;76;29;66;124;106;72;83
2020-04-30 10:45:00;96;88;17;67;59;110;72;83
2020-04-30 11:00:00;78;88;30;74;51;99;77;72
2020-04-30 11:15:00;81;89;20;56;46;95;83;90
2020-04-30 11:30:00;80;77;38;59;58;116;79;108
2020-04-30 11:45:00;94;87;25;45;41;92;71;81
2020-04-30 12:00:00;90;89;39;47;52;100;88;93
2020-04-30 12:15:00;84;86;30;39;57;111;74;83
2020-04-30 12:30:00;77;87;29;47;62;112;78;82
2020-04-30 12:45:00;74;86;25;41;52;108;80;102
2020-04-30 13:00:00;85;100;36;41;63;115;88;101
2020-04-30 13:15:00;90;89;36;45;62;120;69;79
2020-04-30 13:30:00;89;78;27;42;58;115;74;92
2020-04-30 13:45:00;84;93;43;40;65;132;85;112
2020-04-30 14:00:00;98;94;43;48;70;129;81;97
2020-04-30 14:15:00;92;107;67;37;64;110;99;104
2020-04-30 14:30:00;106;112;53;40;70;134;96;119
2020-04-30 14:45:00;68;66;30;29;35;78;51;55
2020-04-30 15:00:00;
2020-04-30 15:15:00;
2020-04-30 15:30:00;
2020-04-30 15:45:00;
2020-04-30 16:00:00;
2020-04-30 16:15:00;58;68;29;29;38;76;54;82
2020-04-30 16:30:00;88;118;50;79;67;137;82;108
2020-04-30 16:45:00;90;102;57;67;69;140;98;112
2020-04-30 17:00:00;106;116;53;60;54;113;94;124
2020-04-30 17:15:00;90;102;47;58;83;111;89;93
2020-04-30 17:30:00;82;95;48;53;48;110;85;98
2020-04-30 17:45:00;67;85;37;66;41;94;80;75
2020-04-30 18:00:00;65;73;43;54;47;98;83;92
2020-04-30 18:15:00;58;75;29;45;33;78;77;78
2020-04-30 18:30:00;56;62;18;31;21;62;73;64
2020-04-30 18:45:00;55;61;21;23;27;48;57;54
2020-04-30 19:00:00;35;43;17;21;23;58;42;42
2020-04-30 19:15:00;
2020-04-30 19:30:00;
2020-04-30 19:45:00;
2020-04-30 20:00:00;
2020-04-30 20:15:00;
2020-04-30 20:30:00;
2020-04-30 20:45:00;
2020-04-30 21:00:00;
2020-04-30 21:15:00;
2020-04-30 21:30:00;
2020-04-30 21:45:00;
2020-04-30 22:00:00;
2020-04-30 22:15:00;
2020-04-30 22:30:00;
2020-04-30 22:45:00;
2020-04-30 23:00:00;
2020-04-30 23:15:00;
2020-04-30 23:30:00;
2020-04-30 23:45:00;
