DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-09-05 00:00:00;3;3;13;4;1;2;3;0;4;5;0;0;0;0
2019-09-05 00:15:00;5;1;14;2;9;5;7;2;1;1;0;0;0;0
2019-09-05 00:30:00;7;2;16;0;5;0;4;0;1;4;0;0;0;0
2019-09-05 00:45:00;7;4;13;1;10;5;2;0;0;3;0;0;0;0
2019-09-05 01:00:00;3;3;10;2;2;3;3;1;3;3;0;0;0;0
2019-09-05 01:15:00;2;3;8;1;7;2;4;2;2;2;0;0;0;0
2019-09-05 01:30:00;3;0;3;0;5;7;4;2;1;2;0;0;0;0
2019-09-05 01:45:00;2;2;2;0;17;5;2;0;1;1;0;0;0;0
2019-09-05 02:00:00;1;0;4;0;11;5;2;0;2;2;0;0;0;0
2019-09-05 02:15:00;3;1;5;0;9;3;1;0;1;2;0;0;0;0
2019-09-05 02:30:00;3;2;3;0;3;1;0;0;2;2;0;0;0;0
2019-09-05 02:45:00;4;4;2;0;4;1;3;1;3;3;0;0;0;0
2019-09-05 03:00:00;0;1;4;1;4;7;1;0;1;1;0;0;0;0
2019-09-05 03:15:00;0;2;7;1;4;3;0;0;4;2;0;0;0;0
2019-09-05 03:30:00;2;5;7;0;3;4;3;0;2;1;0;0;0;0
2019-09-05 03:45:00;0;1;6;0;8;1;2;0;1;4;0;0;0;0
2019-09-05 04:00:00;1;3;4;1;6;3;2;1;3;2;0;0;0;0
2019-09-05 04:15:00;5;3;8;1;4;3;5;1;2;1;0;0;0;0
2019-09-05 04:30:00;5;7;7;1;6;5;5;0;5;6;0;0;0;0
2019-09-05 04:45:00;11;18;8;2;11;7;3;1;5;6;0;0;0;0
2019-09-05 05:00:00;44;41;22;1;10;6;8;2;7;10;0;0;0;0
2019-09-05 05:15:00;59;73;37;13;10;17;13;2;5;16;0;0;0;0
2019-09-05 05:30:00;91;64;39;27;19;22;16;7;13;23;0;0;0;0
2019-09-05 05:45:00;76;51;52;35;21;29;20;6;19;31;0;0;0;0
2019-09-05 06:00:00;67;37;48;33;26;22;17;0;36;45;0;0;0;0
2019-09-05 06:15:00;87;59;48;38;31;46;22;8;30;33;0;0;0;0
2019-09-05 06:30:00;102;61;67;45;37;47;25;9;24;34;0;0;0;0
2019-09-05 06:45:00;127;84;108;77;52;61;18;13;27;27;0;0;0;0
2019-09-05 07:00:00;105;78;64;63;38;41;29;14;14;23;0;0;0;0
2019-09-05 07:15:00;109;80;92;63;63;64;38;27;25;33;0;0;0;0
2019-09-05 07:30:00;123;74;83;69;71;70;42;16;38;30;0;0;0;0
2019-09-05 07:45:00;125;80;91;68;65;61;42;26;47;48;0;0;0;0
2019-09-05 08:00:00;95;75;78;60;61;61;33;14;43;41;0;0;0;0
2019-09-05 08:15:00;87;54;72;52;64;53;34;18;39;37;0;0;0;0
2019-09-05 08:30:00;75;47;73;56;47;62;30;14;33;43;0;0;0;0
2019-09-05 08:45:00;71;52;90;62;52;49;46;22;32;22;0;0;0;0
2019-09-05 09:00:00;62;43;80;52;58;56;35;16;24;26;0;0;0;0
2019-09-05 09:15:00;48;33;84;44;40;48;25;12;27;37;0;0;0;0
2019-09-05 09:30:00;60;43;109;66;79;70;43;19;38;45;0;0;0;0
2019-09-05 09:45:00;62;43;88;57;62;63;34;12;42;36;0;0;0;0
2019-09-05 10:00:00;52;36;88;50;53;52;28;14;46;39;0;0;0;0
2019-09-05 10:15:00;50;42;107;46;62;54;37;19;33;26;0;0;0;0
2019-09-05 10:30:00;50;43;86;52;67;61;40;20;34;43;0;0;0;0
2019-09-05 10:45:00;41;39;99;53;76;71;43;17;33;42;0;0;0;0
2019-09-05 11:00:00;54;46;91;43;71;64;32;12;48;47;0;0;0;0
2019-09-05 11:15:00;48;38;106;57;71;53;36;15;40;39;0;0;0;0
2019-09-05 11:30:00;42;30;92;50;74;62;34;15;38;44;0;0;0;0
2019-09-05 11:45:00;51;38;85;60;63;59;35;24;48;34;0;0;0;0
2019-09-05 12:00:00;51;33;83;55;72;48;35;18;49;50;0;0;0;0
2019-09-05 12:15:00;60;49;89;51;65;65;26;22;41;39;0;0;0;0
2019-09-05 12:30:00;45;35;86;54;64;67;27;24;45;37;0;0;0;0
2019-09-05 12:45:00;62;39;86;56;65;64;32;20;45;45;0;0;0;0
2019-09-05 13:00:00;86;52;88;59;74;73;33;15;39;36;0;0;0;0
2019-09-05 13:15:00;68;54;83;57;63;53;31;11;32;34;0;0;0;0
2019-09-05 13:30:00;109;73;92;53;102;76;42;18;53;39;0;0;0;0
2019-09-05 13:45:00;87;52;79;51;58;54;39;21;48;50;0;0;0;0
2019-09-05 14:00:00;71;51;84;56;64;63;32;14;57;69;0;0;0;0
2019-09-05 14:15:00;49;32;82;47;63;53;35;18;77;87;0;0;0;0
2019-09-05 14:30:00;61;43;99;76;79;67;40;18;85;83;0;0;0;0
2019-09-05 14:45:00;62;39;79;60;79;76;48;29;51;63;0;0;0;0
