DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-12-13 00:00:00;1;2;1;1;1;1;2;4;1;0;1;1;0;0;0;0;0;0
2020-12-13 00:15:00;0;4;1;3;2;5;1;4;0;0;0;1;0;0;0;0;0;0
2020-12-13 00:30:00;1;3;0;0;0;1;4;6;2;0;2;2;0;0;0;0;0;0
2020-12-13 00:45:00;1;4;1;1;0;2;2;4;2;0;3;0;0;0;0;0;0;0
2020-12-13 01:00:00;0;6;0;1;0;3;5;5;0;2;1;3;0;0;0;0;0;0
2020-12-13 01:15:00;3;6;3;1;2;0;2;4;0;1;1;3;0;0;0;0;0;0
2020-12-13 01:30:00;1;2;0;0;0;0;2;3;0;1;1;2;0;0;0;0;0;0
2020-12-13 01:45:00;0;0;2;0;1;1;1;2;2;1;2;2;0;0;0;0;0;0
2020-12-13 02:00:00;1;2;1;0;0;0;1;3;2;3;4;4;0;0;0;0;0;0
2020-12-13 02:15:00;1;1;3;0;0;1;3;2;2;1;1;2;0;0;0;0;0;0
2020-12-13 02:30:00;0;0;2;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-13 02:45:00;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0
2020-12-13 03:00:00;2;1;0;0;0;4;2;2;3;3;3;3;0;0;0;0;0;0
2020-12-13 03:15:00;0;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
2020-12-13 03:30:00;4;5;1;1;1;5;1;1;8;7;5;11;0;0;0;0;0;0
2020-12-13 03:45:00;1;2;0;2;1;3;0;0;1;1;0;1;0;0;0;0;0;0
2020-12-13 04:00:00;6;9;1;6;0;0;0;1;1;0;5;1;0;0;0;0;0;0
2020-12-13 04:15:00;1;3;0;0;0;1;2;6;0;0;2;0;0;0;0;0;0;0
2020-12-13 04:30:00;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-13 04:45:00;2;3;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0
2020-12-13 05:00:00;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-12-13 05:15:00;2;5;0;1;0;2;2;4;2;0;2;1;0;0;0;0;0;0
2020-12-13 05:30:00;5;7;4;0;3;0;1;2;0;0;0;4;0;0;0;0;0;0
2020-12-13 05:45:00;2;4;3;0;4;0;0;1;4;1;6;2;0;0;0;0;0;0
2020-12-13 06:00:00;2;3;0;0;0;1;1;2;1;0;1;3;0;0;0;0;0;0
2020-12-13 06:15:00;4;7;4;1;5;2;4;7;3;0;5;4;0;0;0;0;0;0
2020-12-13 06:30:00;7;7;1;0;1;1;1;4;0;0;0;3;0;0;0;0;0;0
2020-12-13 06:45:00;1;5;1;0;1;1;1;0;2;0;3;1;0;0;0;0;0;0
2020-12-13 07:00:00;1;8;1;0;1;3;1;6;6;5;13;9;0;0;0;0;0;0
2020-12-13 07:15:00;2;5;0;1;0;2;2;5;2;1;4;2;0;0;0;0;0;0
2020-12-13 07:30:00;2;7;0;2;1;3;2;3;0;0;0;0;0;0;0;0;0;0
2020-12-13 07:45:00;5;7;1;3;4;3;0;0;0;1;0;2;0;0;0;0;0;0
2020-12-13 08:00:00;2;5;1;4;1;4;3;6;2;0;2;1;0;0;0;0;0;0
2020-12-13 08:15:00;2;2;2;1;2;1;6;5;0;4;2;4;0;0;0;0;0;0
2020-12-13 08:30:00;3;5;2;1;2;5;4;8;3;2;4;2;0;0;0;0;0;0
2020-12-13 08:45:00;7;11;3;0;3;0;2;4;3;1;4;2;0;0;0;0;0;0
2020-12-13 09:00:00;1;6;2;6;3;3;5;11;4;0;3;1;0;0;0;0;0;0
2020-12-13 09:15:00;6;9;3;3;5;3;7;9;5;0;3;1;0;0;0;0;0;0
2020-12-13 09:30:00;14;18;5;3;5;5;10;11;8;2;9;6;0;0;0;0;0;0
2020-12-13 09:45:00;12;13;7;7;10;9;5;5;5;0;7;4;0;0;0;0;0;0
2020-12-13 10:00:00;3;14;3;2;4;3;7;12;4;4;5;6;0;0;0;0;0;3
2020-12-13 10:15:00;9;12;1;6;2;7;8;11;8;2;7;3;2;0;0;0;0;0
2020-12-13 10:30:00;4;16;9;4;11;8;17;18;12;4;13;6;0;0;0;0;0;1
2020-12-13 10:45:00;6;16;1;5;2;5;14;17;11;3;10;4;0;0;0;0;0;0
2020-12-13 11:00:00;3;10;3;5;3;4;15;16;8;1;9;2;0;0;0;0;0;0
2020-12-13 11:15:00;10;19;5;10;8;13;17;16;4;2;8;3;0;0;2;0;0;0
2020-12-13 11:30:00;4;13;2;2;3;5;26;19;7;2;8;2;0;0;0;0;0;0
2020-12-13 11:45:00;8;11;4;5;6;5;17;12;5;4;6;5;0;0;0;0;0;0
2020-12-13 12:00:00;3;9;4;2;4;4;13;21;7;3;9;2;3;0;0;0;0;0
2020-12-13 12:15:00;8;11;4;7;8;8;22;21;7;3;11;7;0;0;0;0;0;1
2020-12-13 12:30:00;7;16;4;5;3;9;11;12;7;2;7;4;0;0;0;0;0;0
2020-12-13 12:45:00;6;15;3;5;5;8;16;15;5;0;7;1;0;0;0;0;0;3
2020-12-13 13:00:00;1;14;9;8;7;8;16;17;8;4;8;5;0;0;0;0;0;10
2020-12-13 13:15:00;3;12;6;9;11;8;13;18;16;5;23;6;0;0;0;0;1;2
2020-12-13 13:30:00;8;16;5;13;5;18;13;16;15;3;12;5;0;1;0;7;0;0
2020-12-13 13:45:00;7;13;4;7;3;8;10;8;9;0;12;2;0;1;0;0;2;0
2020-12-13 14:00:00;1;16;9;8;11;8;17;17;6;2;8;5;0;0;0;1;0;6
2020-12-13 14:15:00;3;11;6;13;8;13;24;14;7;1;6;4;0;0;0;0;0;0
2020-12-13 14:30:00;5;22;2;3;2;7;23;26;7;3;7;2;0;0;0;0;0;0
2020-12-13 14:45:00;6;10;3;8;7;7;17;19;10;5;11;8;0;0;0;0;0;0
