DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-12-03 00:00:00;2;2;4;0;0;3;13;0;0;0;0;0
2019-12-03 00:15:00;2;3;4;0;2;0;4;0;0;0;0;0
2019-12-03 00:30:00;0;1;1;0;0;3;7;0;0;0;0;0
2019-12-03 00:45:00;2;5;5;0;0;1;3;0;0;0;0;0
2019-12-03 01:00:00;0;2;3;2;1;0;5;0;0;0;0;0
2019-12-03 01:15:00;2;3;5;0;1;1;2;0;0;0;0;0
2019-12-03 01:30:00;0;1;1;0;2;0;4;0;0;0;0;0
2019-12-03 01:45:00;0;0;0;0;0;0;2;0;0;0;0;0
2019-12-03 02:00:00;0;2;2;0;1;2;2;0;1;0;0;0
2019-12-03 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-03 02:30:00;2;2;2;0;0;1;1;0;1;0;0;0
2019-12-03 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-03 03:00:00;2;2;2;0;1;0;0;0;0;0;0;0
2019-12-03 03:15:00;2;2;2;0;0;2;2;0;0;0;0;0
2019-12-03 03:30:00;1;0;1;0;0;0;2;2;4;0;0;0
2019-12-03 03:45:00;1;1;2;0;0;0;1;0;1;0;0;0
2019-12-03 04:00:00;0;0;0;0;1;0;2;0;0;0;0;0
2019-12-03 04:15:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-12-03 04:30:00;1;0;1;0;0;0;4;0;0;0;0;0
2019-12-03 04:45:00;0;3;3;0;0;1;15;0;0;0;0;0
2019-12-03 05:00:00;2;6;7;2;1;3;20;2;1;0;0;0
2019-12-03 05:15:00;6;8;12;0;1;5;43;0;0;4;0;0
2019-12-03 05:30:00;14;10;17;0;0;7;38;0;2;2;254;0
2019-12-03 05:45:00;44;37;51;1;4;4;31;0;1;0;0;0
2019-12-03 06:00:00;41;32;45;1;1;1;26;1;1;2;0;0
2019-12-03 06:15:00;12;15;17;1;1;4;34;0;0;1;0;0
2019-12-03 06:30:00;16;14;27;1;1;9;49;0;1;0;0;0
2019-12-03 06:45:00;26;17;24;129;2;14;52;0;2;2;0;0
2019-12-03 07:00:00;39;22;35;0;1;17;63;1;2;1;0;0
2019-12-03 07:15:00;47;38;52;0;1;15;72;0;2;6;0;0
2019-12-03 07:30:00;56;22;43;1;3;11;57;0;4;7;0;0
2019-12-03 07:45:00;60;45;51;2;3;18;64;0;2;4;0;1
2019-12-03 08:00:00;58;57;62;2;1;22;67;8;10;2;0;0
2019-12-03 08:15:00;44;44;45;2;3;19;61;261;4;5;0;2
2019-12-03 08:30:00;44;46;43;3;6;13;36;255;3;0;0;1
2019-12-03 08:45:00;46;56;52;2;12;14;50;257;3;2;0;0
2019-12-03 09:00:00;79;65;72;2;11;18;47;260;9;1;0;3
2019-12-03 09:15:00;62;84;78;6;13;16;33;4;9;0;0;0
2019-12-03 09:30:00;75;84;84;2;23;16;56;17;12;0;0;1
2019-12-03 09:45:00;69;73;103;7;18;17;47;24;22;2;0;1
2019-12-03 10:00:00;68;73;71;9;18;21;64;18;19;2;0;0
2019-12-03 10:15:00;75;70;64;11;24;29;51;24;20;0;0;1
2019-12-03 10:30:00;71;72;69;13;20;27;76;13;22;0;0;1
2019-12-03 10:45:00;81;57;65;22;19;46;75;16;29;1;0;2
2019-12-03 11:00:00;53;56;60;14;19;36;86;17;20;2;0;3
2019-12-03 11:15:00;72;92;86;36;33;44;98;18;22;0;0;1
2019-12-03 11:30:00;64;70;73;16;28;40;89;15;25;0;0;2
2019-12-03 11:45:00;74;73;76;28;20;43;97;17;24;0;0;4
2019-12-03 12:00:00;84;77;82;37;27;37;100;270;21;1;0;3
2019-12-03 12:15:00;63;73;80;31;23;48;101;23;27;1;0;5
2019-12-03 12:30:00;75;65;68;25;20;51;105;25;25;1;0;0
2019-12-03 12:45:00;51;47;51;33;24;49;101;23;20;2;0;0
2019-12-03 13:00:00;51;45;51;26;17;33;86;22;27;3;0;0
2019-12-03 13:15:00;71;63;71;28;21;44;95;16;17;1;0;5
2019-12-03 13:30:00;57;57;68;38;21;42;78;24;20;3;0;7
2019-12-03 13:45:00;78;58;76;25;19;34;82;23;17;1;0;2
2019-12-03 14:00:00;66;67;78;31;25;31;72;16;20;2;0;3
2019-12-03 14:15:00;100;83;79;13;19;24;59;18;17;4;0;1
2019-12-03 14:30:00;91;76;92;25;19;29;82;18;18;1;0;1
2019-12-03 14:45:00;87;86;86;20;19;29;82;15;18;1;0;1
2019-12-03 15:00:00;76;65;89;26;23;26;74;13;22;2;0;7
2019-12-03 15:15:00;89;92;93;18;28;37;93;18;22;0;0;2
2019-12-03 15:30:00;97;76;74;17;27;33;98;30;24;2;0;2
2019-12-03 15:45:00;67;60;68;40;30;36;76;23;22;6;0;3
2019-12-03 16:00:00;121;90;83;19;25;39;80;16;62;3;0;3
2019-12-03 16:15:00;121;101;99;21;20;31;63;25;33;4;0;0
2019-12-03 16:30:00;107;94;83;24;25;28;87;28;32;2;0;0
2019-12-03 16:45:00;103;87;84;32;25;40;89;36;35;2;0;2
2019-12-03 17:00:00;94;99;98;25;17;40;89;23;24;4;0;6
2019-12-03 17:15:00;94;105;106;26;29;42;84;19;27;2;0;2
2019-12-03 17:30:00;96;86;102;36;26;41;89;37;32;1;0;0
2019-12-03 17:45:00;77;90;101;30;17;40;75;35;23;0;0;0
2019-12-03 18:00:00;69;72;75;34;29;43;88;30;29;1;0;2
2019-12-03 18:15:00;67;91;80;42;31;41;76;23;24;1;0;4
2019-12-03 18:30:00;70;71;69;28;26;30;90;16;21;0;0;3
2019-12-03 18:45:00;70;71;83;27;23;35;92;11;23;1;0;0
2019-12-03 19:00:00;52;58;66;29;33;32;72;22;26;0;0;0
2019-12-03 19:15:00;37;45;54;27;16;46;89;10;18;1;0;4
2019-12-03 19:30:00;34;58;58;28;24;39;80;14;13;1;0;0
2019-12-03 19:45:00;27;30;36;31;28;29;77;270;13;0;0;0
2019-12-03 20:00:00;14;24;46;35;29;28;84;17;16;0;0;0
2019-12-03 20:15:00;24;24;32;20;23;17;74;261;5;1;0;2
2019-12-03 20:30:00;18;14;29;3;10;14;55;258;3;0;0;0
2019-12-03 20:45:00;8;17;26;4;6;18;62;0;0;0;0;0
2019-12-03 21:00:00;6;13;21;0;2;10;61;0;0;1;0;0
2019-12-03 21:15:00;10;15;30;1;7;18;77;0;2;0;0;0
2019-12-03 21:30:00;11;16;25;7;4;14;55;2;2;1;0;0
2019-12-03 21:45:00;37;40;50;3;5;11;42;0;1;0;0;0
2019-12-03 22:00:00;31;32;44;3;5;11;36;0;1;1;0;0
2019-12-03 22:15:00;18;16;24;7;5;16;35;2;1;1;0;0
2019-12-03 22:30:00;12;14;20;2;3;6;27;0;1;0;0;1
2019-12-03 22:45:00;4;9;9;2;1;5;30;0;0;0;0;0
2019-12-03 23:00:00;4;9;11;4;7;9;29;0;0;0;0;0
2019-12-03 23:15:00;5;9;9;2;1;2;22;0;0;0;0;0
2019-12-03 23:30:00;1;8;8;2;2;1;9;1;1;0;0;0
