DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-03-27 00:00:00;12;3;1;2;3;6;13;3;6;0;0;0
2020-03-27 00:15:00;6;2;1;1;4;5;5;2;4;0;0;0
2020-03-27 00:30:00;10;5;0;0;8;5;11;7;3;1;0;1
2020-03-27 00:45:00;7;7;0;0;2;4;7;3;4;0;0;2
2020-03-27 01:00:00;3;1;0;0;1;6;3;1;6;0;0;1
2020-03-27 01:15:00;6;3;1;0;5;3;5;6;3;0;0;0
2020-03-27 01:30:00;7;2;1;1;1;2;8;1;1;0;0;0
2020-03-27 01:45:00;10;6;0;0;5;1;10;3;2;0;0;0
2020-03-27 02:00:00;6;6;0;1;2;2;6;3;3;1;0;0
2020-03-27 02:15:00;6;4;0;1;2;8;6;5;7;2;0;0
2020-03-27 02:30:00;9;3;0;1;4;4;8;3;4;0;0;0
2020-03-27 02:45:00;4;2;0;0;3;4;4;3;5;0;0;0
2020-03-27 03:00:00;8;5;1;1;3;2;8;3;3;0;0;1
2020-03-27 03:15:00;9;6;0;0;2;9;8;2;10;0;0;0
2020-03-27 03:30:00;8;5;0;0;3;2;8;3;3;0;0;0
2020-03-27 03:45:00;7;3;0;0;3;8;8;5;8;3;0;0
2020-03-27 04:00:00;11;4;0;2;4;8;10;4;7;0;0;0
2020-03-27 04:15:00;14;7;1;0;6;10;16;6;10;2;0;0
2020-03-27 04:30:00;24;7;1;1;6;10;22;5;11;1;1;1
2020-03-27 04:45:00;11;4;1;0;6;11;13;8;12;0;0;0
2020-03-27 05:00:00;27;7;0;2;16;8;28;9;9;0;0;0
2020-03-27 05:15:00;55;17;6;4;24;25;55;28;27;0;0;1
2020-03-27 05:30:00;63;14;9;4;32;43;64;50;54;1;0;6
2020-03-27 05:45:00;62;26;10;7;0;0;65;48;58;1;0;3
2020-03-27 06:00:00;70;15;2;10;0;0;70;35;44;0;0;2
2020-03-27 06:15:00;81;16;7;9;0;0;78;58;71;0;0;4
2020-03-27 06:30:00;100;9;6;11;15;16;101;59;99;0;0;8
2020-03-27 06:45:00;95;27;4;11;88;107;102;84;103;1;1;5
2020-03-27 07:00:00;114;21;4;13;94;119;120;82;111;2;0;6
2020-03-27 07:15:00;101;34;8;7;50;101;102;61;93;0;2;7
2020-03-27 07:30:00;117;29;9;14;68;103;126;73;102;2;1;6
2020-03-27 07:45:00;92;33;6;20;78;83;101;67;94;3;0;5
2020-03-27 08:00:00;78;20;4;10;67;81;82;51;83;3;0;4
2020-03-27 08:15:00;96;16;12;15;57;70;95;53;77;2;1;0
2020-03-27 08:30:00;101;17;15;19;54;68;110;54;69;3;1;5
2020-03-27 08:45:00;99;15;13;15;40;80;96;62;74;3;4;4
2020-03-27 09:00:00;101;16;11;24;73;64;107;67;68;2;0;2
2020-03-27 09:15:00;93;25;13;16;47;65;100;51;67;1;0;4
2020-03-27 09:30:00;110;19;14;18;51;76;116;51;77;1;0;4
2020-03-27 09:45:00;108;23;17;21;54;72;118;61;70;0;0;7
2020-03-27 10:00:00;108;33;17;16;54;49;117;63;63;0;0;2
2020-03-27 10:15:00;112;27;15;24;55;75;122;61;79;2;0;4
2020-03-27 10:30:00;125;24;16;22;44;78;127;52;81;2;0;5
2020-03-27 10:45:00;122;30;17;25;49;80;135;61;87;3;3;6
2020-03-27 11:00:00;129;23;17;25;45;58;138;66;74;2;1;6
2020-03-27 11:15:00;120;33;14;33;45;67;130;56;88;2;1;2
2020-03-27 11:30:00;134;28;18;27;43;57;134;60;70;1;2;6
2020-03-27 11:45:00;150;38;21;36;44;70;158;67;86;3;3;5
2020-03-27 12:00:00;162;31;20;39;44;76;169;67;81;0;0;6
2020-03-27 12:15:00;191;30;20;42;46;74;198;70;86;2;4;8
2020-03-27 12:30:00;163;27;14;39;43;66;168;74;90;0;1;4
2020-03-27 12:45:00;146;31;18;45;47;69;158;60;85;1;2;6
2020-03-27 13:00:00;170;28;23;44;48;71;175;66;89;1;0;13
