DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-07-27 00:00:00;3;1;0;0;0;4;1;4;0;1;61
2020-07-27 00:15:00;6;4;4;0;0;3;2;3;1;1;38
2020-07-27 00:30:00;4;4;3;0;0;5;5;5;1;2;22
2020-07-27 00:45:00;5;4;4;0;0;4;3;4;0;2;28
2020-07-27 01:00:00;3;0;0;0;0;1;2;1;1;1;2
2020-07-27 01:15:00;6;1;3;0;0;0;1;0;1;2;0
2020-07-27 01:30:00;3;1;1;0;0;2;1;2;0;1;12
2020-07-27 01:45:00;7;1;1;0;0;4;3;4;0;2;72
2020-07-27 02:00:00;4;2;1;0;0;6;4;6;0;1;14
2020-07-27 02:15:00;3;4;3;0;1;6;6;6;1;4;1
2020-07-27 02:30:00;6;6;6;0;0;3;0;3;2;3;0
2020-07-27 02:45:00;3;2;0;0;0;1;2;1;1;1;0
2020-07-27 03:00:00;1;3;1;0;0;3;2;3;4;5;0
2020-07-27 03:15:00;4;2;0;0;0;0;1;0;0;3;0
2020-07-27 03:30:00;4;1;1;0;0;4;2;4;3;2;0
2020-07-27 03:45:00;5;3;2;0;0;6;1;6;1;4;0
2020-07-27 04:00:00;8;0;0;0;0;5;3;5;0;2;0
2020-07-27 04:15:00;9;1;1;0;0;2;0;2;1;5;0
2020-07-27 04:30:00;10;1;0;0;0;12;3;12;0;1;0
2020-07-27 04:45:00;19;1;1;0;0;8;7;8;3;3;1
2020-07-27 05:00:00;38;5;5;0;0;19;4;19;3;4;1
2020-07-27 05:15:00;40;1;2;0;0;21;4;21;3;1;0
2020-07-27 05:30:00;85;5;1;0;1;45;5;45;3;8;0
2020-07-27 05:45:00;79;6;5;0;0;31;9;31;4;7;0
2020-07-27 06:00:00;80;4;3;0;0;53;6;54;2;5;0
2020-07-27 06:15:00;103;10;4;2;1;62;5;62;5;7;0
2020-07-27 06:30:00;161;8;5;0;3;68;6;68;3;3;0
