DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-20 00:00:00;0;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-20 00:15:00;0;0;0;0;4;2;4;2;0;0;0;0;0;0
2020-12-20 00:30:00;0;0;0;0;1;4;3;0;0;0;0;0;0;0
2020-12-20 00:45:00;0;0;0;0;2;2;2;0;0;0;0;0;0;0
2020-12-20 01:00:00;0;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-20 01:15:00;0;0;0;0;1;2;3;0;0;0;0;0;0;0
2020-12-20 01:30:00;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-12-20 01:45:00;0;0;0;0;0;1;3;0;0;0;0;0;0;0
2020-12-20 02:00:00;0;0;0;0;0;5;4;0;0;0;0;0;0;0
2020-12-20 02:15:00;0;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-20 02:30:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-20 02:45:00;0;0;0;0;1;2;2;0;0;0;0;0;0;0
2020-12-20 03:00:00;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-12-20 03:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-20 03:30:00;0;0;0;0;2;0;1;1;0;0;0;0;0;0
2020-12-20 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:00:00;0;0;0;0;0;1;1;3;0;0;0;0;0;0
2020-12-20 04:15:00;0;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-20 04:30:00;0;0;0;0;0;3;2;0;0;0;0;0;0;0
2020-12-20 04:45:00;0;0;0;0;0;2;3;3;0;0;0;0;0;0
2020-12-20 05:00:00;0;0;0;0;1;5;1;1;0;0;0;0;0;0
2020-12-20 05:15:00;0;0;0;0;3;8;5;4;0;0;0;0;0;0
2020-12-20 05:30:00;0;0;0;0;3;5;4;0;0;0;0;0;0;0
2020-12-20 05:45:00;0;0;0;0;3;7;2;2;0;0;0;0;0;0
2020-12-20 06:00:00;0;0;0;0;3;8;6;4;0;0;0;0;0;0
2020-12-20 06:15:00;0;0;0;0;1;2;6;1;0;0;0;0;0;0
2020-12-20 06:30:00;0;0;0;0;2;5;5;4;0;0;0;0;0;0
2020-12-20 06:45:00;0;0;0;0;2;9;10;5;0;0;0;0;0;0
2020-12-20 07:00:00;0;0;0;0;3;6;6;1;0;0;0;0;0;0
2020-12-20 07:15:00;0;0;0;0;1;9;9;7;0;0;0;0;0;0
2020-12-20 07:30:00;0;0;0;0;10;6;1;4;0;0;0;0;0;0
2020-12-20 07:45:00;0;0;0;0;11;6;5;5;0;0;0;0;0;0
2020-12-20 08:00:00;0;0;0;0;2;8;12;2;0;0;0;0;0;0
2020-12-20 08:15:00;0;0;0;0;3;14;19;10;0;0;0;0;0;0
2020-12-20 08:30:00;0;0;0;0;3;15;15;9;0;0;0;0;0;0
2020-12-20 08:45:00;0;0;0;0;8;33;25;15;0;0;0;0;0;0
2020-12-20 09:00:00;0;0;0;0;11;24;13;9;0;0;0;0;0;0
2020-12-20 09:15:00;0;0;0;0;10;23;13;10;0;0;0;0;0;0
2020-12-20 09:30:00;0;0;0;0;17;31;17;9;0;0;0;0;0;0
2020-12-20 09:45:00;0;0;0;0;16;27;26;14;0;0;0;0;0;0
2020-12-20 10:00:00;0;0;0;0;14;27;41;16;0;0;0;0;0;0
2020-12-20 10:15:00;0;0;0;0;18;31;32;7;0;0;0;0;1;0
2020-12-20 10:30:00;0;0;0;0;16;41;41;11;0;0;0;0;0;0
2020-12-20 10:45:00;0;0;0;0;22;40;37;19;0;0;0;0;0;0
2020-12-20 11:00:00;0;0;0;0;15;47;39;18;0;0;0;0;0;0
2020-12-20 11:15:00;0;0;0;0;18;57;44;17;0;0;0;0;0;0
2020-12-20 11:30:00;0;0;0;0;18;56;44;14;0;0;7;0;0;0
2020-12-20 11:45:00;0;0;0;0;22;51;49;19;0;0;0;0;0;0
2020-12-20 12:00:00;0;0;0;0;14;43;38;11;0;0;0;0;1;0
2020-12-20 12:15:00;0;0;0;0;18;48;45;10;0;0;0;0;1;0
2020-12-20 12:30:00;0;0;0;0;19;58;40;21;0;0;0;0;0;0
2020-12-20 12:45:00;0;0;0;0;16;48;47;24;0;0;0;0;0;0
2020-12-20 13:00:00;0;0;0;0;18;51;44;14;0;0;0;0;0;0
2020-12-20 13:15:00;0;0;0;0;19;43;39;19;0;0;0;0;0;0
2020-12-20 13:30:00;0;0;0;0;19;41;34;19;0;0;0;0;0;0
2020-12-20 13:45:00;0;0;0;0;22;54;38;20;0;0;0;0;0;0
2020-12-20 14:00:00;0;0;0;0;23;59;54;18;0;0;0;0;0;0
2020-12-20 14:15:00;0;0;0;0;20;58;48;18;0;0;0;0;0;0
2020-12-20 14:30:00;0;0;0;0;16;52;47;18;0;0;0;0;3;0
2020-12-20 14:45:00;0;0;0;0;18;55;48;27;0;0;0;0;0;0
2020-12-20 15:00:00;0;0;0;0;13;57;58;18;0;0;0;0;3;4
2020-12-20 15:15:00;0;0;0;0;22;50;52;16;0;0;0;0;1;0
2020-12-20 15:30:00;0;0;0;0;22;47;51;11;0;0;0;0;4;0
2020-12-20 15:45:00;0;0;0;0;22;64;49;25;0;0;0;0;0;0
2020-12-20 16:00:00;0;0;0;0;23;59;50;13;0;0;0;8;0;0
2020-12-20 16:15:00;0;0;0;0;25;70;53;19;0;0;0;0;3;0
2020-12-20 16:30:00;0;0;0;0;15;66;50;18;0;0;0;0;8;0
2020-12-20 16:45:00;0;0;0;0;21;68;54;26;0;0;1;0;0;0
2020-12-20 17:00:00;0;0;0;0;24;60;53;18;0;0;0;0;2;0
2020-12-20 17:15:00;0;0;0;0;24;68;52;20;0;0;0;0;1;0
2020-12-20 17:30:00;0;0;0;0;16;58;50;22;0;0;1;0;1;0
2020-12-20 17:45:00;0;0;0;0;21;51;42;21;0;0;0;0;0;0
2020-12-20 18:00:00;0;0;0;0;13;59;44;19;0;0;0;0;0;0
2020-12-20 18:15:00;0;0;0;0;19;57;43;14;0;0;2;0;0;0
2020-12-20 18:30:00;0;0;0;0;12;48;37;19;0;0;3;0;0;0
2020-12-20 18:45:00;0;0;0;0;14;42;34;20;0;0;0;0;0;0
2020-12-20 19:00:00;0;0;0;0;19;34;34;14;0;0;0;0;0;0
2020-12-20 19:15:00;0;0;0;0;8;38;31;9;0;0;0;0;0;0
2020-12-20 19:30:00;0;0;0;0;15;42;35;11;0;0;1;0;0;0
2020-12-20 19:45:00;0;0;0;0;12;38;26;14;0;0;0;0;1;0
2020-12-20 20:00:00;0;0;0;0;10;38;27;9;0;0;0;0;0;0
2020-12-20 20:15:00;0;0;0;0;10;41;36;17;0;0;0;0;0;0
2020-12-20 20:30:00;0;0;0;0;13;42;30;9;0;0;1;0;0;0
2020-12-20 20:45:00;0;0;0;0;12;29;20;7;0;0;0;0;0;0
2020-12-20 21:00:00;0;0;0;0;4;21;13;3;0;0;0;0;0;0
2020-12-20 21:15:00;0;0;0;0;3;7;6;3;0;0;0;0;0;0
2020-12-20 21:30:00;0;0;0;0;1;8;6;1;0;0;0;0;0;0
2020-12-20 21:45:00;0;0;0;0;2;5;7;3;0;0;0;0;0;0
2020-12-20 22:00:00;0;0;0;0;1;6;5;1;0;0;0;0;0;0
