DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-11-12 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 00:30:00;0;0;1;0;0;0;2;2;0;0;0;0;0;0
2020-11-12 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 01:15:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-12 01:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-12 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 02:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-12 02:45:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-12 03:00:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-12 03:15:00;0;0;0;0;0;0;2;2;0;0;0;0;0;0
2020-11-12 03:30:00;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-12 03:45:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-12 04:00:00;0;0;1;2;0;0;1;1;0;0;0;0;0;0
2020-11-12 04:15:00;0;0;0;0;0;0;3;3;0;0;0;0;0;0
2020-11-12 04:30:00;0;0;2;2;0;0;1;1;0;0;0;0;0;0
2020-11-12 04:45:00;0;0;1;1;0;0;3;3;0;0;0;0;0;0
2020-11-12 05:00:00;0;0;6;4;0;0;5;5;0;0;0;0;0;0
2020-11-12 05:15:00;0;0;4;3;0;0;5;4;0;0;0;0;0;0
2020-11-12 05:30:00;0;0;9;8;0;0;13;12;0;0;0;0;0;0
2020-11-12 05:45:00;0;0;11;10;0;0;9;8;0;0;0;0;0;0
2020-11-12 06:00:00;0;0;11;12;0;0;7;7;0;0;0;0;0;0
2020-11-12 06:15:00;0;0;7;7;0;0;9;9;0;0;0;0;0;0
2020-11-12 06:30:00;0;0;19;16;0;0;22;22;0;0;0;0;0;0
2020-11-12 06:45:00;0;0;10;10;0;0;13;13;0;0;0;0;0;0
2020-11-12 07:00:00;0;0;12;10;0;0;15;18;0;0;0;2;0;0
