DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-03-26 00:00:00;0;0;0;0;1;2;0;0;2;0;791;0;0
2020-03-26 00:15:00;0;0;0;0;4;4;4;4;0;0;642;0;0
2020-03-26 00:30:00;1;0;0;0;0;0;1;1;1;0;75;0;0
2020-03-26 00:45:00;2;0;0;0;1;2;2;2;1;0;729;0;0
2020-03-26 01:00:00;1;0;0;0;1;1;2;1;0;0;542;0;0
2020-03-26 01:15:00;1;0;0;0;3;3;1;1;0;0;635;0;0
2020-03-26 01:30:00;1;1;0;0;1;2;0;0;0;0;0;0;0
2020-03-26 01:45:00;0;0;0;0;0;1;1;0;0;1;2;0;0
2020-03-26 02:00:00;0;0;0;0;0;1;1;2;0;0;0;0;0
2020-03-26 02:15:00;0;0;0;0;0;2;0;0;1;2;1;0;0
2020-03-26 02:30:00;4;1;0;0;2;1;1;2;0;0;0;0;0
2020-03-26 02:45:00;0;1;0;0;0;1;1;1;0;1;0;0;0
2020-03-26 03:00:00;0;1;0;0;0;0;0;0;0;0;66;0;0
2020-03-26 03:15:00;2;0;0;0;0;0;2;0;0;0;153;0;0
2020-03-26 03:30:00;2;1;0;0;3;3;1;1;1;0;0;0;0
2020-03-26 03:45:00;1;0;0;0;2;3;0;1;0;0;0;0;0
2020-03-26 04:00:00;1;2;0;0;2;1;1;2;1;0;0;0;0
2020-03-26 04:15:00;0;0;0;0;2;2;5;3;1;1;2;0;0
2020-03-26 04:30:00;1;1;1;0;2;2;1;1;2;0;0;0;0
2020-03-26 04:45:00;2;2;0;1;4;3;5;1;2;0;0;0;0
2020-03-26 05:00:00;1;1;1;1;9;9;5;4;2;2;0;0;0
2020-03-26 05:15:00;3;2;0;0;12;13;11;6;6;5;6;0;0
2020-03-26 05:30:00;3;5;0;0;15;18;20;19;15;5;4;1;0
2020-03-26 05:45:00;8;9;1;1;13;14;42;37;29;11;7;1;0
2020-03-26 06:00:00;7;7;0;3;21;21;27;25;25;8;5;0;0
2020-03-26 06:15:00;9;4;1;0;19;23;26;18;32;13;3;0;3
2020-03-26 06:30:00;11;9;1;1;29;29;44;36;23;10;5;4;0
2020-03-26 06:45:00;13;10;0;2;32;35;54;41;42;18;1;4;1
2020-03-26 07:00:00;18;9;1;3;26;34;44;29;43;16;2;5;2
2020-03-26 07:15:00;15;11;1;2;19;27;34;28;40;20;1;0;1
2020-03-26 07:30:00;12;8;1;6;37;34;44;27;41;20;3;3;1
2020-03-26 07:45:00;7;12;0;4;40;39;39;28;44;23;2;2;2
2020-03-26 08:00:00;21;13;2;2;30;35;24;19;31;13;5;0;1
2020-03-26 08:15:00;13;6;0;1;35;32;28;20;27;8;1;1;1
2020-03-26 08:30:00;11;5;0;0;34;25;27;12;24;6;1;0;1
2020-03-26 08:45:00;16;14;0;0;25;38;40;15;41;17;1;2;1
2020-03-26 09:00:00;15;11;0;4;26;33;34;16;29;16;0;2;1
