DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-02-25 00:00:00;4;6;0;0;9;4;3;3;3;0;6;7;5;14;5;0;0
2020-02-25 00:15:00;13;10;0;0;15;5;1;1;1;0;14;11;7;19;6;0;0
2020-02-25 00:30:00;8;2;0;0;11;3;1;1;0;0;6;2;3;14;3;0;0
2020-02-25 00:45:00;12;3;0;0;9;3;3;3;2;0;12;3;3;12;3;0;0
2020-02-25 01:00:00;6;4;0;0;17;5;2;2;1;0;6;3;5;21;5;0;0
2020-02-25 01:15:00;7;2;0;0;6;3;0;0;0;0;6;2;3;8;3;0;0
2020-02-25 01:30:00;13;3;0;0;5;0;0;0;0;0;13;3;0;5;1;0;0
2020-02-25 01:45:00;7;1;0;0;10;1;2;2;1;0;7;1;1;11;1;0;0
2020-02-25 02:00:00;7;2;0;0;9;2;2;2;1;0;8;2;2;11;2;0;0
2020-02-25 02:15:00;9;3;0;0;6;0;2;2;0;0;10;2;0;6;0;0;0
2020-02-25 02:30:00;11;1;0;0;5;2;1;1;0;0;11;1;2;7;2;0;0
2020-02-25 02:45:00;10;0;1;0;9;6;0;0;0;0;9;0;6;14;6;0;0
2020-02-25 03:00:00;2;2;0;0;10;2;1;1;0;0;2;1;2;13;2;0;0
2020-02-25 03:15:00;9;3;0;0;6;2;0;0;0;0;8;3;1;7;1;0;0
2020-02-25 03:30:00;6;5;1;0;7;1;1;1;0;0;5;5;2;8;2;0;0
2020-02-25 03:45:00;11;1;1;0;5;2;1;1;1;0;12;1;2;6;2;0;0
2020-02-25 04:00:00;14;4;0;0;8;3;1;1;0;0;11;4;2;11;2;0;0
2020-02-25 04:15:00;15;3;0;2;13;6;0;0;0;1;14;4;6;17;6;0;0
2020-02-25 04:30:00;30;6;0;1;21;5;1;1;0;1;26;7;5;26;6;0;0
2020-02-25 04:45:00;29;10;1;0;16;2;3;3;2;1;25;9;2;19;2;0;0
2020-02-25 05:00:00;20;14;0;1;39;9;3;3;2;0;15;14;7;45;6;0;0
2020-02-25 05:15:00;28;19;1;1;40;15;4;4;5;1;25;19;14;54;15;0;0
2020-02-25 05:30:00;53;33;1;0;58;26;4;4;5;2;47;31;25;72;25;0;0
2020-02-25 05:45:00;81;59;5;5;69;33;4;4;4;10;77;61;29;90;30;0;0
2020-02-25 06:00:00;61;42;2;0;66;39;0;0;0;3;58;46;37;98;37;0;0
2020-02-25 06:15:00;84;76;1;0;69;38;4;4;4;2;74;77;43;99;44;0;0
2020-02-25 06:30:00;95;113;1;0;86;51;4;6;0;2;80;114;46;122;47;0;3
2020-02-25 06:45:00;141;181;0;3;95;72;3;5;4;4;118;175;70;150;65;0;1
2020-02-25 07:00:00;103;128;3;2;99;58;11;10;6;3;94;128;54;139;54;0;0
2020-02-25 07:15:00;133;189;1;0;110;64;6;8;2;4;120;192;59;153;57;0;1
2020-02-25 07:30:00;131;192;0;2;86;58;8;8;4;3;108;196;58;135;57;0;1
2020-02-25 07:45:00;158;251;1;2;103;63;10;10;6;4;147;253;63;142;64;0;7
2020-02-25 08:00:00;125;180;1;1;86;59;9;9;6;2;121;182;55;126;55;0;0
2020-02-25 08:15:00;130;204;3;0;96;61;12;12;8;6;117;204;62;146;60;0;0
2020-02-25 08:30:00;117;181;3;3;84;59;15;15;10;0;99;189;63;127;61;0;1
2020-02-25 08:45:00;121;166;1;0;82;44;13;15;6;4;105;170;51;119;51;0;0
2020-02-25 09:00:00;86;119;0;2;91;52;14;13;5;2;77;119;57;130;55;0;0
2020-02-25 09:15:00;97;113;5;0;96;51;8;9;5;3;82;117;53;132;49;0;0
2020-02-25 09:30:00;119;115;1;2;93;58;17;17;8;1;111;122;60;140;61;0;4
2020-02-25 09:45:00;112;131;1;0;102;80;12;11;12;3;99;138;76;163;74;1;0
2020-02-25 10:00:00;110;125;3;2;108;70;14;15;13;1;112;128;74;157;67;0;0
2020-02-25 10:15:00;112;99;2;2;118;63;22;24;13;3;95;106;61;159;63;0;0
