DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-12-06 00:00:00;8;5;2;2;0;0;0;0
2019-12-06 00:15:00;6;3;0;0;0;0;0;0
2019-12-06 00:30:00;6;6;0;0;0;0;0;0
2019-12-06 00:45:00;2;5;1;0;0;0;0;0
2019-12-06 01:00:00;2;4;2;0;0;0;0;0
2019-12-06 01:15:00;3;4;1;2;0;0;0;0
2019-12-06 01:30:00;2;4;0;0;0;0;0;0
2019-12-06 01:45:00;3;1;0;0;0;0;0;0
2019-12-06 02:00:00;2;2;1;1;0;0;0;0
2019-12-06 02:15:00;1;2;0;2;0;0;0;0
2019-12-06 02:30:00;0;1;0;0;0;0;0;0
2019-12-06 02:45:00;2;2;2;3;0;0;0;0
2019-12-06 03:00:00;2;1;1;2;0;0;0;0
2019-12-06 03:15:00;3;0;0;0;0;0;0;0
2019-12-06 03:30:00;2;0;1;2;0;0;0;0
2019-12-06 03:45:00;3;2;4;1;0;0;0;0
2019-12-06 04:00:00;1;4;2;1;0;0;0;0
2019-12-06 04:15:00;0;5;0;0;0;0;0;0
2019-12-06 04:30:00;6;2;0;0;0;0;0;0
2019-12-06 04:45:00;9;6;1;0;0;0;0;0
2019-12-06 05:00:00;14;7;2;2;0;0;0;0
2019-12-06 05:15:00;22;9;4;6;0;0;0;0
2019-12-06 05:30:00;20;16;3;2;0;0;0;0
2019-12-06 05:45:00;30;44;3;1;0;0;3;1
2019-12-06 06:00:00;34;33;3;2;0;0;0;0
2019-12-06 06:15:00;60;42;4;3;0;0;0;0
2019-12-06 06:30:00;63;26;3;4;0;0;0;0
2019-12-06 06:45:00;37;42;9;6;0;0;0;0
2019-12-06 07:00:00;54;45;2;3;0;0;1;0
2019-12-06 07:15:00;77;62;9;4;0;0;1;0
2019-12-06 07:30:00;87;60;2;2;0;0;1;0
2019-12-06 07:45:00;81;44;1;2;0;0;1;0
2019-12-06 08:00:00;70;61;4;4;0;0;1;1
2019-12-06 08:15:00;62;42;3;3;0;0;0;0
2019-12-06 08:30:00;76;47;6;3;0;0;0;0
2019-12-06 08:45:00;49;44;3;2;0;0;0;0
2019-12-06 09:00:00;58;48;1;1;0;0;1;2
2019-12-06 09:15:00;45;37;3;2;0;0;2;0
2019-12-06 09:30:00;57;52;1;1;0;0;3;0
2019-12-06 09:45:00;54;59;1;1;0;0;1;0
2019-12-06 10:00:00;54;40;2;1;0;0;0;0
2019-12-06 10:15:00;44;50;3;3;0;0;2;2
2019-12-06 10:30:00;64;44;8;5;0;0;0;0
2019-12-06 10:45:00;49;61;2;4;0;0;2;0
2019-12-06 11:00:00;78;54;5;3;0;0;0;0
2019-12-06 11:15:00;51;50;1;2;0;0;1;2
2019-12-06 11:30:00;74;47;4;3;0;0;2;0
2019-12-06 11:45:00;64;63;4;4;0;0;2;0
2019-12-06 12:00:00;74;58;2;0;0;0;2;0
2019-12-06 12:15:00;95;77;2;5;0;0;2;0
2019-12-06 12:30:00;74;66;2;3;0;0;0;0
2019-12-06 12:45:00;80;67;3;2;0;0;1;3
2019-12-06 13:00:00;98;97;8;7;0;0;8;0
2019-12-06 13:15:00;84;66;1;2;0;0;3;1
2019-12-06 13:30:00;90;77;2;1;0;0;5;3
2019-12-06 13:45:00;90;69;5;3;0;0;3;0
2019-12-06 14:00:00;80;71;6;3;0;0;0;0
2019-12-06 14:15:00;96;56;2;2;0;0;2;0
2019-12-06 14:30:00;71;76;1;1;0;0;6;0
2019-12-06 14:45:00;77;84;1;2;0;0;1;1
2019-12-06 15:00:00;80;68;8;8;0;0;5;0
