DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-09-18 00:00:00;4;4;0;0;1;1;0;0
2019-09-18 00:15:00;6;1;0;0;6;0;0;0
2019-09-18 00:30:00;4;7;2;0;1;3;0;0
2019-09-18 00:45:00;5;1;0;0;7;5;0;0
2019-09-18 01:00:00;2;1;0;0;4;3;0;0
2019-09-18 01:15:00;3;1;0;0;1;4;0;0
2019-09-18 01:30:00;0;1;0;0;2;3;0;0
2019-09-18 01:45:00;2;3;0;0;1;2;0;0
2019-09-18 02:00:00;2;2;0;0;3;2;0;0
2019-09-18 02:15:00;3;1;0;0;2;2;0;0
2019-09-18 02:30:00;1;3;0;0;4;0;0;0
2019-09-18 02:45:00;4;2;0;0;2;0;0;0
2019-09-18 03:00:00;2;2;1;0;2;5;0;0
2019-09-18 03:15:00;4;1;0;0;0;1;0;0
2019-09-18 03:30:00;3;3;0;0;0;3;0;0
2019-09-18 03:45:00;3;3;0;0;1;1;0;0
2019-09-18 04:00:00;4;1;0;0;0;4;0;0
2019-09-18 04:15:00;6;2;0;0;4;4;0;0
2019-09-18 04:30:00;4;3;0;0;5;10;0;0
2019-09-18 04:45:00;3;1;0;0;12;13;0;0
2019-09-18 05:00:00;7;19;0;0;37;50;21;1
2019-09-18 05:15:00;11;25;0;0;85;137;13;0
2019-09-18 05:30:00;38;57;4;0;103;103;10;7
2019-09-18 05:45:00;84;108;8;0;88;75;3;18
2019-09-18 06:00:00;64;119;6;0;42;39;11;14
2019-09-18 06:15:00;33;69;4;0;61;36;11;10
2019-09-18 06:30:00;38;66;0;0;86;61;16;4
2019-09-18 06:45:00;34;58;1;0;71;79;13;0
2019-09-18 07:00:00;27;57;3;0;93;69;19;1
2019-09-18 07:15:00;35;65;8;0;68;61;16;0
2019-09-18 07:30:00;49;86;3;0;82;87;19;3
2019-09-18 07:45:00;46;73;6;0;74;95;10;0
2019-09-18 08:00:00;40;69;9;0;65;67;21;0
2019-09-18 08:15:00;53;65;8;0;73;78;15;0
2019-09-18 08:30:00;47;66;6;0;57;54;13;4
2019-09-18 08:45:00;30;45;13;0;57;42;6;0
2019-09-18 09:00:00;30;46;9;0;41;37;7;2
2019-09-18 09:15:00;22;46;11;0;59;32;10;1
2019-09-18 09:30:00;36;51;12;0;43;33;3;4
2019-09-18 09:45:00;28;41;12;0;32;37;5;8
2019-09-18 10:00:00;19;37;8;0;34;25;1;2
2019-09-18 10:15:00;30;36;14;0;48;41;7;6
2019-09-18 10:30:00;25;47;13;0;28;19;12;2
2019-09-18 10:45:00;24;43;13;0;38;32;2;8
2019-09-18 11:00:00;31;36;11;0;40;25;16;1
2019-09-18 11:15:00;24;38;10;0;44;37;3;7
2019-09-18 11:30:00;31;47;9;0;48;37;5;4
2019-09-18 11:45:00;36;54;13;0;41;42;5;3
2019-09-18 12:00:00;36;42;12;0;36;25;0;12
2019-09-18 12:15:00;35;43;9;0;43;40;5;9
2019-09-18 12:30:00;32;54;12;0;47;38;8;10
2019-09-18 12:45:00;33;38;11;0;56;52;10;17
2019-09-18 13:00:00;37;48;8;0;64;53;58;14
2019-09-18 13:15:00;34;33;13;0;77;88;12;3
2019-09-18 13:30:00;46;60;12;0;91;75;21;8
2019-09-18 13:45:00;49;57;12;0;91;102;25;3
2019-09-18 14:00:00;88;101;11;0;88;74;10;19
2019-09-18 14:15:00;116;148;12;0;52;50;11;22
2019-09-18 14:30:00;81;119;11;0;51;44;0;19
2019-09-18 14:45:00;55;67;13;0;63;36;1;32
2019-09-18 15:00:00;64;65;7;0;76;46;0;17
2019-09-18 15:15:00;70;75;14;0;87;63;0;16
2019-09-18 15:30:00;51;67;10;0;58;47;16;15
2019-09-18 15:45:00;64;53;6;0;77;57;1;17
2019-09-18 16:00:00;63;63;9;0;71;54;0;19
2019-09-18 16:15:00;46;57;5;0;78;51;1;11
2019-09-18 16:30:00;53;70;13;0;55;54;0;22
2019-09-18 16:45:00;73;74;5;0;69;38;0;10
2019-09-18 17:00:00;39;59;5;0;66;46;14;11
2019-09-18 17:15:00;45;50;8;0;53;35;0;11
2019-09-18 17:30:00;48;51;8;0;60;45;1;7
2019-09-18 17:45:00;46;47;8;0;48;35;0;14
2019-09-18 18:00:00;47;58;7;0;35;24;0;11
2019-09-18 18:15:00;37;44;10;0;44;33;0;10
2019-09-18 18:30:00;28;45;5;0;37;27;2;7
2019-09-18 18:45:00;37;41;6;0;32;30;0;30
2019-09-18 19:00:00;24;28;1;0;22;14;0;3
2019-09-18 19:15:00;25;24;7;0;22;16;0;8
2019-09-18 19:30:00;16;29;4;0;26;14;0;2
2019-09-18 19:45:00;22;23;3;0;22;16;0;0
2019-09-18 20:00:00;23;18;2;0;15;16;0;5
