DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-05-19 00:00:00;2;1;0;5;0;9;1;0;0
2020-05-19 00:15:00;15;2;1;9;0;14;0;0;0
2020-05-19 00:30:00;3;0;0;6;0;12;1;0;0
2020-05-19 00:45:00;4;0;0;6;0;13;1;0;0
2020-05-19 01:00:00;4;2;0;4;0;12;1;0;0
2020-05-19 01:15:00;2;1;0;2;0;14;1;0;0
2020-05-19 01:30:00;1;0;1;3;0;12;0;0;0
2020-05-19 01:45:00;0;1;0;2;0;14;1;0;0
2020-05-19 02:00:00;3;3;0;3;0;12;1;0;0
2020-05-19 02:15:00;2;2;0;4;0;14;1;0;0
2020-05-19 02:30:00;2;1;0;0;0;12;1;0;0
2020-05-19 02:45:00;1;0;0;4;0;13;0;0;0
2020-05-19 03:00:00;5;1;0;2;0;12;1;0;0
2020-05-19 03:15:00;3;2;0;0;0;14;1;0;0
2020-05-19 03:30:00;3;1;0;1;0;12;1;0;0
2020-05-19 03:45:00;2;1;0;2;0;14;1;0;0
2020-05-19 04:00:00;4;3;0;6;0;12;0;0;0
2020-05-19 04:15:00;2;1;0;8;0;13;1;0;0
2020-05-19 04:30:00;12;3;0;10;0;12;1;0;0
2020-05-19 04:45:00;21;4;0;9;0;14;1;0;0
2020-05-19 05:00:00;37;2;3;18;0;9;0;0;0
2020-05-19 05:15:00;116;15;1;61;0;10;1;0;0
2020-05-19 05:30:00;88;17;2;77;0;10;1;0;0
2020-05-19 05:45:00;104;32;2;134;0;10;0;0;0
2020-05-19 06:00:00;81;25;2;94;0;10;1;0;0
2020-05-19 06:15:00;76;18;2;102;0;10;1;0;0
2020-05-19 06:30:00;107;15;6;117;0;10;0;0;0
2020-05-19 06:45:00;90;26;7;155;0;10;1;0;0
2020-05-19 07:00:00;69;15;5;125;2;10;0;0;0
2020-05-19 07:15:00;93;24;6;161;12;10;1;0;0
2020-05-19 07:30:00;94;16;6;154;0;10;1;0;0
2020-05-19 07:45:00;103;19;9;133;7;10;0;0;0
2020-05-19 08:00:00;78;9;9;117;0;10;1;0;0
2020-05-19 08:15:00;96;17;6;126;1;11;1;0;0
2020-05-19 08:30:00;76;19;7;127;0;9;0;0;0
2020-05-19 08:45:00;86;13;12;97;0;10;1;0;0
2020-05-19 09:00:00;82;17;17;121;0;13;0;0;0
2020-05-19 09:15:00;81;22;10;134;2;13;1;0;0
2020-05-19 09:30:00;63;15;16;104;3;12;1;0;0
2020-05-19 09:45:00;86;18;17;131;0;13;0;0;0
2020-05-19 10:00:00;80;14;18;116;10;13;1;0;0
2020-05-19 10:15:00;92;12;22;133;2;13;1;0;0
2020-05-19 10:30:00;83;21;29;126;0;13;1;0;0
2020-05-19 10:45:00;101;19;28;120;8;13;0;0;0
2020-05-19 11:00:00;100;13;24;90;0;13;1;0;0
2020-05-19 11:15:00;106;16;19;122;0;12;1;0;0
2020-05-19 11:30:00;117;12;24;108;29;13;0;0;0
2020-05-19 11:45:00;104;23;23;124;1;13;1;0;0
2020-05-19 12:00:00;117;12;34;96;1;13;1;0;0
2020-05-19 12:15:00;129;19;21;106;6;13;1;0;0
2020-05-19 12:30:00;123;16;27;117;5;13;0;0;0
2020-05-19 12:45:00;115;15;18;114;1;13;1;0;0
2020-05-19 13:00:00;109;15;18;101;94;12;1;0;0
2020-05-19 13:15:00;126;17;14;132;0;10;0;0;0
2020-05-19 13:30:00;138;15;14;141;3;10;1;0;0
2020-05-19 13:45:00;142;24;16;143;14;10;0;0;0
2020-05-19 14:00:00;139;29;13;126;0;10;1;0;0
2020-05-19 14:15:00;136;22;16;141;5;10;1;0;0
2020-05-19 14:30:00;133;25;22;173;14;10;0;0;0
2020-05-19 14:45:00;103;19;22;172;36;10;1;0;0
2020-05-19 15:00:00;131;25;15;136;0;10;1;0;0
2020-05-19 15:15:00;167;20;19;163;2;10;0;0;0
2020-05-19 15:30:00;152;23;28;167;0;10;1;0;0
2020-05-19 15:45:00;149;38;16;157;20;10;0;0;0
2020-05-19 16:00:00;149;14;25;126;11;10;1;0;0
2020-05-19 16:15:00;135;18;18;127;0;10;1;0;0
2020-05-19 16:30:00;142;30;20;163;4;10;0;0;0
2020-05-19 16:45:00;135;20;23;142;2;10;1;0;0
2020-05-19 17:00:00;117;23;41;121;7;10;1;0;0
2020-05-19 17:15:00;129;18;23;123;16;10;0;0;0
2020-05-19 17:30:00;91;18;11;79;0;7;1;0;0
2020-05-19 17:45:00;70;17;11;95;5;6;0;0;0
2020-05-19 18:00:00;131;21;17;116;0;10;1;0;0
2020-05-19 18:15:00;107;21;13;109;9;10;1;0;0
2020-05-19 18:30:00;93;19;8;87;1;10;0;0;0
2020-05-19 18:45:00;81;15;17;79;1;10;1;0;0
2020-05-19 19:00:00;81;5;8;72;0;10;1;0;0
2020-05-19 19:15:00;78;24;6;52;0;10;0;0;0
2020-05-19 19:30:00;63;13;4;60;3;10;1;0;0
2020-05-19 19:45:00;53;7;2;45;12;10;0;0;0
2020-05-19 20:00:00;38;7;1;50;0;12;1;0;0
2020-05-19 20:15:00;57;12;0;57;0;13;1;0;0
2020-05-19 20:30:00;41;5;2;39;0;12;1;0;0
2020-05-19 20:45:00;44;9;1;41;0;14;1;0;0
2020-05-19 21:00:00;50;7;0;33;0;12;0;0;0
2020-05-19 21:15:00;87;8;0;47;0;13;1;0;0
2020-05-19 21:30:00;54;9;1;68;2;12;1;0;0
2020-05-19 21:45:00;57;12;0;88;0;14;1;0;0
2020-05-19 22:00:00;31;17;1;77;0;9;0;0;0
2020-05-19 22:15:00;33;7;1;31;0;11;1;0;0
2020-05-19 22:30:00;19;3;0;17;0;9;1;0;0
2020-05-19 22:45:00;30;2;0;13;0;14;0;0;0
2020-05-19 23:00:00;13;1;2;12;0;12;1;0;0
2020-05-19 23:15:00;14;1;2;12;0;13;1;0;0
2020-05-19 23:30:00;9;1;0;8;0;12;1;0;0
