DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-04-05 00:00:00;5;2;0;1;7;2;3;16;8;24;16;8;24;0
2020-04-05 00:15:00;2;2;1;0;9;2;3;20;10;30;20;10;30;0
2020-04-05 00:30:00;3;0;0;1;6;0;5;20;10;30;20;10;30;0
2020-04-05 00:45:00;3;1;3;0;7;0;4;20;10;30;20;10;30;0
2020-04-05 01:00:00;0;1;2;0;1;1;0;24;12;35;24;12;35;0
2020-04-05 01:15:00;2;0;1;1;5;1;2;26;13;39;26;13;39;0
2020-04-05 01:30:00;2;3;2;0;6;2;2;26;13;39;26;13;39;0
2020-04-05 01:45:00;1;0;2;0;4;1;3;26;13;39;26;13;39;0
2020-04-05 02:00:00;1;0;0;0;5;0;2;24;12;36;24;12;36;0
2020-04-05 02:15:00;0;1;1;0;6;0;2;26;13;39;26;13;39;0
2020-04-05 02:30:00;0;0;0;0;1;0;1;26;13;39;26;13;39;0
2020-04-05 02:45:00;0;0;1;0;0;0;0;26;13;39;26;13;39;0
2020-04-05 03:00:00;0;0;0;0;2;0;0;26;13;39;26;13;39;0
2020-04-05 03:15:00;0;0;0;0;1;1;0;26;13;39;26;13;39;0
2020-04-05 03:30:00;0;0;0;0;2;1;0;26;13;39;26;13;39;0
2020-04-05 03:45:00;0;0;1;0;1;2;0;24;12;37;24;12;37;0
2020-04-05 04:00:00;0;0;0;0;3;0;0;26;13;39;26;13;39;0
2020-04-05 04:15:00;2;0;0;0;2;1;1;26;13;39;26;13;39;0
2020-04-05 04:30:00;0;0;4;0;2;0;0;26;13;39;26;13;39;0
2020-04-05 04:45:00;0;1;0;0;3;0;0;26;13;39;26;13;39;0
2020-04-05 05:00:00;3;3;3;0;8;2;3;20;10;30;20;10;30;0
2020-04-05 05:15:00;3;1;1;2;5;0;2;20;10;30;20;10;30;0
2020-04-05 05:30:00;5;5;4;3;4;0;2;20;10;30;20;10;30;0
2020-04-05 05:45:00;10;5;4;4;8;1;4;20;10;30;20;10;30;0
