DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-07-24 00:00:00;0;3;4;1;2;4;1;2;6;5;1;0;2;0;4;0;0;0;0;0;0
2020-07-24 00:15:00;7;6;4;0;3;2;1;1;7;8;1;2;4;2;0;0;0;0;0;0;0
2020-07-24 00:30:00;1;9;2;2;4;11;0;2;2;3;0;1;1;3;2;0;0;0;0;0;0
2020-07-24 00:45:00;2;5;1;0;5;2;0;1;2;4;1;3;6;1;0;0;0;0;0;0;0
2020-07-24 01:00:00;2;4;4;1;4;3;0;0;1;3;2;1;2;1;0;3;0;0;0;0;0
2020-07-24 01:15:00;3;6;4;1;1;0;0;0;6;2;1;0;4;1;0;0;0;0;0;0;0
2020-07-24 01:30:00;10;8;4;3;0;1;0;0;3;1;1;0;1;4;0;0;0;0;0;0;0
2020-07-24 01:45:00;0;3;0;0;1;1;1;0;4;1;2;0;1;3;1;0;0;0;0;0;0
2020-07-24 02:00:00;0;0;0;0;0;4;0;0;4;0;1;1;0;6;1;0;0;0;0;0;0
2020-07-24 02:15:00;1;2;1;1;0;1;0;0;2;1;0;0;2;5;0;0;0;0;0;0;2
2020-07-24 02:30:00;2;5;1;0;1;0;0;0;1;4;2;0;0;1;0;0;0;0;0;0;0
2020-07-24 02:45:00;2;1;1;0;0;0;0;0;2;1;1;3;1;3;0;0;0;0;0;0;0
2020-07-24 03:00:00;3;3;1;1;1;0;0;0;0;3;0;2;2;1;0;0;0;0;0;0;0
2020-07-24 03:15:00;3;4;0;0;0;0;0;0;0;2;2;0;3;1;1;0;0;0;0;0;0
2020-07-24 03:30:00;1;5;1;3;0;0;0;0;2;2;1;0;2;0;0;0;0;0;0;0;0
2020-07-24 03:45:00;1;4;1;0;0;1;0;0;3;4;0;1;1;2;0;0;0;0;0;0;0
2020-07-24 04:00:00;1;2;1;0;0;1;0;0;1;4;1;0;0;2;0;0;0;0;0;0;0
2020-07-24 04:15:00;3;5;3;0;1;1;0;0;2;1;0;1;5;2;1;0;0;0;0;0;0
2020-07-24 04:30:00;2;1;1;1;1;4;2;0;7;1;1;1;3;3;0;0;0;0;0;0;0
2020-07-24 04:45:00;7;6;0;0;2;5;2;0;10;4;1;3;2;4;2;0;0;0;0;0;0
2020-07-24 05:00:00;7;11;2;1;6;7;0;1;10;12;4;1;3;4;3;0;1;0;0;0;0
2020-07-24 05:15:00;7;25;4;5;8;18;0;0;11;15;8;2;9;5;1;0;0;1;0;0;0
2020-07-24 05:30:00;38;30;15;6;20;38;2;1;24;28;14;4;11;13;7;0;0;0;0;0;0
2020-07-24 05:45:00;36;49;20;8;8;27;4;5;21;23;8;15;29;18;11;0;0;0;0;0;0
2020-07-24 06:00:00;35;42;17;7;5;18;0;0;25;25;4;28;42;18;12;0;0;0;0;0;0
2020-07-24 06:15:00;21;38;18;6;15;24;1;2;39;48;8;11;42;18;9;0;0;0;0;0;0
2020-07-24 06:30:00;51;53;33;8;9;40;8;6;39;42;13;7;26;15;18;0;0;0;0;0;0
2020-07-24 06:45:00;65;48;29;15;17;35;12;2;37;49;20;4;38;23;18;0;0;0;0;0;0
2020-07-24 07:00:00;43;57;39;7;31;38;6;1;36;40;14;3;45;21;20;10;0;0;0;0;0
2020-07-24 07:15:00;54;61;41;16;28;37;9;6;41;56;23;8;50;27;25;6;0;4;0;0;0
2020-07-24 07:30:00;54;51;43;14;39;50;13;6;36;56;24;12;48;41;18;0;9;0;0;0;0
2020-07-24 07:45:00;62;75;57;16;42;55;21;8;54;54;19;16;63;33;36;6;0;1;0;0;0
2020-07-24 08:00:00;55;59;38;17;41;39;11;4;44;44;33;8;43;29;27;0;0;3;0;2;0
2020-07-24 08:15:00;45;57;36;18;28;47;13;4;34;43;21;30;50;25;11;0;0;0;0;0;0
2020-07-24 08:30:00;65;61;53;30;39;63;18;10;46;48;29;25;73;26;19;0;0;3;0;0;0
2020-07-24 08:45:00;41;61;47;23;50;46;19;8;50;52;19;21;54;38;28;0;0;3;0;0;0
2020-07-24 09:00:00;37;68;46;25;30;44;13;8;49;32;17;17;55;33;25;0;0;3;0;0;0
2020-07-24 09:15:00;34;60;33;18;38;31;10;6;43;27;76;21;59;22;27;0;0;46;0;0;0
2020-07-24 09:30:00;41;65;44;20;49;50;21;2;50;46;23;21;79;31;19;0;0;0;0;0;0
2020-07-24 09:45:00;42;68;51;28;46;47;15;9;57;51;20;16;69;27;27;0;1;1;0;0;0
2020-07-24 10:00:00;47;71;47;14;41;44;19;8;53;54;20;36;65;36;32;0;0;0;0;0;0
2020-07-24 10:15:00;26;83;52;31;45;44;11;8;51;54;24;28;66;31;20;0;3;0;1;0;0
2020-07-24 10:30:00;41;74;38;22;40;45;9;10;53;57;26;20;62;32;22;3;0;0;0;0;0
2020-07-24 10:45:00;32;75;56;23;46;48;17;7;51;52;26;28;73;37;28;0;0;0;0;0;0
2020-07-24 11:00:00;28;79;45;29;44;49;28;12;51;60;20;31;45;27;32;0;1;4;0;0;0
2020-07-24 11:15:00;36;56;53;22;65;56;15;13;68;68;23;39;64;46;36;1;0;7;0;2;0
