DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-08-21 00:00:00;10;6;8;9;2;4
2020-08-21 00:15:00;11;4;10;17;0;2
2020-08-21 00:30:00;20;8;9;22;2;3
2020-08-21 00:45:00;19;5;5;17;1;1
2020-08-21 01:00:00;17;6;6;10;0;1
2020-08-21 01:15:00;13;4;6;10;2;1
2020-08-21 01:30:00;7;2;2;9;0;0
2020-08-21 01:45:00;8;3;3;3;1;1
2020-08-21 02:00:00;6;6;1;6;0;1
2020-08-21 02:15:00;9;5;2;5;1;1
2020-08-21 02:30:00;12;2;1;10;2;0
2020-08-21 02:45:00;6;3;4;5;0;1
2020-08-21 03:00:00;5;5;2;3;0;1
2020-08-21 03:15:00;4;1;2;3;0;1
2020-08-21 03:30:00;6;1;6;7;0;0
2020-08-21 03:45:00;9;0;1;5;0;1
2020-08-21 04:00:00;7;2;2;4;1;1
2020-08-21 04:15:00;10;3;7;7;0;0
2020-08-21 04:30:00;13;2;3;7;0;2
2020-08-21 04:45:00;23;5;6;13;0;0
2020-08-21 05:00:00;33;14;16;13;0;1
2020-08-21 05:15:00;57;36;7;23;0;6
2020-08-21 05:30:00;57;63;19;51;5;4
2020-08-21 05:45:00;66;51;26;29;2;10
2020-08-21 06:00:00;44;38;25;35;2;8
2020-08-21 06:15:00;64;57;26;45;4;11
2020-08-21 06:30:00;83;74;30;44;5;15
2020-08-21 06:45:00;82;73;29;69;2;13
2020-08-21 07:00:00;70;73;33;51;9;14
2020-08-21 07:15:00;84;73;27;65;5;32
2020-08-21 07:30:00;100;88;40;75;15;40
2020-08-21 07:45:00;97;97;50;79;12;22
2020-08-21 08:00:00;89;60;61;81;9;41
2020-08-21 08:15:00;84;75;53;72;10;30
2020-08-21 08:30:00;106;73;55;93;9;21
2020-08-21 08:45:00;103;90;48;85;8;28
2020-08-21 09:00:00;87;58;56;93;10;32
2020-08-21 09:15:00;118;76;49;91;13;33
2020-08-21 09:30:00;120;110;62;103;11;33
2020-08-21 09:45:00;147;100;79;116;10;29
2020-08-21 10:00:00;112;95;75;89;6;25
2020-08-21 10:15:00;125;85;65;122;7;30
2020-08-21 10:30:00;135;93;80;128;7;37
2020-08-21 10:45:00;129;105;79;136;26;39
2020-08-21 11:00:00;121;89;90;109;19;48
2020-08-21 11:15:00;129;94;83;141;18;40
2020-08-21 11:30:00;139;110;74;123;10;43
2020-08-21 11:45:00;121;94;85;131;9;36
2020-08-21 12:00:00;108;101;95;137;14;44
2020-08-21 12:15:00;122;103;79;141;17;35
2020-08-21 12:30:00;113;94;81;173;23;34
2020-08-21 12:45:00;106;90;99;143;14;37
2020-08-21 13:00:00;133;120;76;144;17;31
2020-08-21 13:15:00;108;93;84;136;11;29
2020-08-21 13:30:00;129;102;77;133;12;43
2020-08-21 13:45:00;148;103;77;145;13;33
2020-08-21 14:00:00;128;96;97;162;14;35
2020-08-21 14:15:00;118;90;89;171;11;42
2020-08-21 14:30:00;131;89;101;148;16;31
2020-08-21 14:45:00;118;98;92;151;16;50
2020-08-21 15:00:00;130;99;88;158;17;28
2020-08-21 15:15:00;136;101;58;113;12;39
2020-08-21 15:30:00;103;76;83;145;24;39
2020-08-21 15:45:00;104;74;83;141;17;36
2020-08-21 16:00:00;118;88;69;112;10;45
2020-08-21 16:15:00;121;86;56;114;18;35
2020-08-21 16:30:00;124;83;77;120;13;44
2020-08-21 16:45:00;107;88;86;122;17;38
2020-08-21 17:00:00;128;85;82;105;13;33
2020-08-21 17:15:00;115;92;77;116;10;42
2020-08-21 17:30:00;115;101;78;109;9;32
2020-08-21 17:45:00;133;90;79;142;18;39
2020-08-21 18:00:00;124;95;71;111;9;40
2020-08-21 18:15:00;128;95;73;96;14;48
2020-08-21 18:30:00;108;80;51;102;12;52
2020-08-21 18:45:00;104;75;59;85;9;31
2020-08-21 19:00:00;120;69;48;89;16;25
2020-08-21 19:15:00;86;65;50;98;13;29
2020-08-21 19:30:00;105;65;30;66;10;20
2020-08-21 19:45:00;87;70;50;66;8;33
2020-08-21 20:00:00;91;66;52;84;5;21
2020-08-21 20:15:00;82;68;56;74;5;12
2020-08-21 20:30:00;83;45;48;61;11;20
2020-08-21 20:45:00;85;42;35;63;7;13
2020-08-21 21:00:00;87;39;55;70;6;19
2020-08-21 21:15:00;63;34;33;54;9;9
2020-08-21 21:30:00;66;32;39;48;1;11
2020-08-21 21:45:00;50;40;38;45;5;9
2020-08-21 22:00:00;55;21;29;53;7;7
2020-08-21 22:15:00;57;25;27;51;6;7
2020-08-21 22:30:00;37;32;23;45;6;3
2020-08-21 22:45:00;59;28;17;28;2;11
2020-08-21 23:00:00;48;18;32;41;2;4
2020-08-21 23:15:00;40;24;17;36;5;11
2020-08-21 23:30:00;44;22;14;38;3;3
2020-08-21 23:45:00;34;11;21;22;1;12
