DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-03-09 00:00:00;13;17;13;0;2;20;0;0;3;2;2;2;0;0;0;0
2020-03-09 00:15:00;10;20;17;4;1;20;2;3;3;2;3;3;0;0;0;0
2020-03-09 00:30:00;11;14;13;0;3;13;0;1;1;1;1;1;0;0;0;0
2020-03-09 00:45:00;7;10;10;0;2;11;1;2;1;1;2;1;0;0;0;0
2020-03-09 01:00:00;5;7;6;0;1;6;0;0;1;1;1;1;0;0;0;0
2020-03-09 01:15:00;11;7;6;0;0;6;0;0;0;0;0;0;0;0;0;0
2020-03-09 01:30:00;6;6;9;1;1;7;0;2;0;0;0;0;0;0;0;0
2020-03-09 01:45:00;8;4;5;0;0;6;1;2;1;2;1;1;0;0;0;0
2020-03-09 02:00:00;16;7;6;0;2;7;0;2;0;0;0;0;0;0;0;0
2020-03-09 02:15:00;3;5;3;0;1;2;1;0;0;0;0;0;0;0;0;0
2020-03-09 02:30:00;5;6;7;1;3;4;0;3;1;1;1;1;0;0;0;0
2020-03-09 02:45:00;5;4;3;0;4;4;1;1;1;1;1;1;0;0;0;0
2020-03-09 03:00:00;4;9;7;0;1;7;0;1;1;1;1;1;0;0;0;0
2020-03-09 03:15:00;3;6;6;0;0;7;0;4;2;2;2;2;0;0;0;0
2020-03-09 03:30:00;9;6;5;1;3;3;1;1;3;3;3;3;0;0;0;0
2020-03-09 03:45:00;4;6;7;1;1;4;1;1;0;0;0;0;0;0;0;0
2020-03-09 04:00:00;11;6;11;0;4;6;0;3;2;2;2;2;0;0;0;0
2020-03-09 04:15:00;12;5;6;0;3;6;0;4;5;3;3;3;0;0;0;0
2020-03-09 04:30:00;10;7;6;0;6;11;0;1;5;5;5;5;0;0;0;0
2020-03-09 04:45:00;11;17;21;1;5;15;1;3;1;1;2;2;0;0;0;0
2020-03-09 05:00:00;19;21;26;2;5;20;1;10;9;9;8;9;0;0;0;0
2020-03-09 05:15:00;47;42;30;2;7;40;1;12;14;14;11;13;0;0;0;0
2020-03-09 05:30:00;58;65;43;1;19;61;1;19;31;33;33;32;0;0;1;0
2020-03-09 05:45:00;61;94;55;4;30;92;5;21;32;29;28;30;0;0;0;0
2020-03-09 06:00:00;62;68;51;10;33;69;1;9;27;29;28;30;0;0;0;0
2020-03-09 06:15:00;94;92;58;5;30;93;1;17;43;43;42;44;0;0;0;0
2020-03-09 06:30:00;84;123;61;11;32;116;0;35;52;51;52;51;0;0;0;0
2020-03-09 06:45:00;110;163;69;11;41;160;4;43;74;72;67;67;0;0;4;0
2020-03-09 07:00:00;176;182;80;20;49;179;3;49;79;75;65;68;0;0;0;1
2020-03-09 07:15:00;182;162;71;18;58;163;4;80;78;80;79;75;0;2;1;2
