DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-11-11 00:00:00;5;9;11;2;1;6;5;2;2
2019-11-11 00:15:00;15;10;5;3;0;11;3;0;1
2019-11-11 00:30:00;11;8;4;2;1;3;4;1;1
2019-11-11 00:45:00;8;5;8;2;0;9;6;0;2
2019-11-11 01:00:00;7;7;7;3;1;5;6;0;2
2019-11-11 01:15:00;4;3;8;3;2;8;9;3;3
2019-11-11 01:30:00;7;1;0;0;0;7;4;1;0
2019-11-11 01:45:00;8;6;3;1;1;8;8;1;1
2019-11-11 02:00:00;8;5;6;1;1;7;7;0;0
2019-11-11 02:15:00;1;0;1;0;0;5;3;0;0
2019-11-11 02:30:00;2;0;3;0;0;3;3;0;0
2019-11-11 02:45:00;10;4;5;0;0;5;2;0;0
2019-11-11 03:00:00;2;9;7;4;1;3;0;0;0
2019-11-11 03:15:00;3;3;2;2;2;8;4;0;0
2019-11-11 03:30:00;7;4;4;2;3;5;3;0;0
2019-11-11 03:45:00;8;6;2;0;0;8;2;1;1
2019-11-11 04:00:00;9;7;3;0;0;6;2;0;0
2019-11-11 04:15:00;12;4;7;3;0;13;5;1;0
2019-11-11 04:30:00;13;4;3;1;0;21;11;1;0
2019-11-11 04:45:00;14;8;6;2;0;28;8;1;1
2019-11-11 05:00:00;29;11;20;3;2;31;14;3;6
2019-11-11 05:15:00;33;15;20;2;1;49;23;3;3
2019-11-11 05:30:00;53;30;49;13;3;56;51;9;16
2019-11-11 05:45:00;57;36;36;11;6;54;58;6;15
2019-11-11 06:00:00;71;54;61;22;5;75;77;7;18
2019-11-11 06:15:00;68;54;73;10;4;70;66;5;18
2019-11-11 06:30:00;90;83;81;18;10;117;106;14;34
2019-11-11 06:45:00;111;120;84;23;8;100;100;7;16
2019-11-11 07:00:00;141;173;106;22;12;100;95;9;21
2019-11-11 07:15:00;150;184;92;33;11;94;91;47;24
2019-11-11 07:30:00;156;138;71;34;9;101;96;29;38
2019-11-11 07:45:00;112;143;105;31;13;98;116;26;39
2019-11-11 08:00:00;101;154;96;32;12;114;109;27;36
2019-11-11 08:15:00;103;109;99;23;8;92;82;24;28
2019-11-11 08:30:00;109;115;89;23;13;85;92;19;27
2019-11-11 08:45:00;116;137;108;28;12;106;98;15;17
2019-11-11 09:00:00;111;117;90;21;14;95;89;11;26
2019-11-11 09:15:00;95;94;85;20;8;95;79;11;18
2019-11-11 09:30:00;84;106;85;25;15;86;82;14;20
2019-11-11 09:45:00;95;112;88;22;8;105;94;94;22
2019-11-11 10:00:00;87;109;87;17;10;101;83;18;28
2019-11-11 10:15:00;101;108;94;25;12;100;84;17;20
2019-11-11 10:30:00;77;79;70;19;10;83;60;12;14
2019-11-11 10:45:00;88;100;78;28;9;91;84;12;16
2019-11-11 11:00:00;94;95;77;14;10;112;83;17;27
2019-11-11 11:15:00;87;103;80;18;10;95;78;15;42
2019-11-11 11:30:00;102;87;72;17;9;121;90;16;24
2019-11-11 11:45:00;85;93;104;22;7;100;85;17;20
2019-11-11 12:00:00;100;98;89;21;10;107;74;22;25
2019-11-11 12:15:00;108;104;87;27;11;109;94;12;14
2019-11-11 12:30:00;93;102;70;22;8;95;83;23;28
2019-11-11 12:45:00;90;100;99;23;10;93;84;11;19
2019-11-11 13:00:00;92;88;105;23;9;96;127;17;20
2019-11-11 13:15:00;107;100;101;14;9;70;133;12;18
2019-11-11 13:30:00;99;102;77;29;15;98;129;17;23
2019-11-11 13:45:00;100;110;83;27;11;98;96;16;22
2019-11-11 14:00:00;82;103;73;15;8;92;98;14;17
2019-11-11 14:15:00;98;104;78;27;10;108;88;15;29
2019-11-11 14:30:00;83;106;95;27;14;102;100;20;25
2019-11-11 14:45:00;87;113;99;31;9;114;135;19;25
2019-11-11 15:00:00;107;107;105;29;14;117;119;17;29
2019-11-11 15:15:00;108;107;85;18;10;114;118;14;23
2019-11-11 15:30:00;103;106;83;33;7;104;103;30;33
2019-11-11 15:45:00;122;136;126;41;12;128;143;36;31
2019-11-11 16:00:00;121;142;70;34;11;129;150;23;54
2019-11-11 16:15:00;104;148;75;28;12;127;130;20;31
2019-11-11 16:30:00;123;153;73;26;11;130;130;18;27
2019-11-11 16:45:00;129;170;90;73;10;129;122;16;20
2019-11-11 17:00:00;135;186;83;40;10;127;133;31;40
2019-11-11 17:15:00;142;172;73;36;11;111;101;16;24
2019-11-11 17:30:00;132;144;91;35;10;108;114;18;25
2019-11-11 17:45:00;123;178;82;32;13;104;89;21;38
2019-11-11 18:00:00;113;143;73;36;12;103;74;12;21
2019-11-11 18:15:00;112;132;70;41;14;88;88;17;20
2019-11-11 18:30:00;76;92;76;16;15;84;91;13;22
2019-11-11 18:45:00;116;113;71;21;14;74;71;14;72
2019-11-11 19:00:00;85;82;65;18;11;75;63;14;20
2019-11-11 19:15:00;97;94;66;20;9;71;70;20;27
2019-11-11 19:30:00;76;81;53;11;11;49;49;16;20
2019-11-11 19:45:00;70;78;38;21;10;53;52;8;16
2019-11-11 20:00:00;59;57;44;15;11;45;32;10;15
2019-11-11 20:15:00;40;65;46;16;7;50;40;8;25
2019-11-11 20:30:00;45;37;33;9;4;42;26;2;9
2019-11-11 20:45:00;47;41;37;14;2;37;27;5;9
2019-11-11 21:00:00;35;33;32;8;1;38;27;7;10
2019-11-11 21:15:00;46;34;29;9;3;47;37;4;11
2019-11-11 21:30:00;31;39;20;8;1;39;24;1;3
2019-11-11 21:45:00;32;27;22;5;3;48;34;2;6
2019-11-11 22:00:00;23;34;33;11;7;47;33;3;5
2019-11-11 22:15:00;19;21;31;9;5;53;41;4;5
2019-11-11 22:30:00;37;26;40;7;1;95;53;9;13
2019-11-11 22:45:00;19;13;32;10;0;58;28;4;7
2019-11-11 23:00:00;20;16;19;9;3;31;23;2;2
2019-11-11 23:15:00;14;13;15;4;0;14;16;1;2
2019-11-11 23:30:00;12;15;17;5;2;12;15;3;4
2019-11-11 23:45:00;12;7;2;0;0;11;7;0;1
