DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-09-12 00:00:00;3;4;7;3;2;0;9;0;0
2019-09-12 00:15:00;5;7;12;1;0;1;8;0;0
2019-09-12 00:30:00;0;2;6;0;1;0;13;0;0
2019-09-12 00:45:00;3;5;7;1;1;0;2;0;0
2019-09-12 01:00:00;5;6;6;1;0;0;3;0;0
2019-09-12 01:15:00;2;1;2;0;0;0;4;0;0
2019-09-12 01:30:00;2;3;5;2;1;0;1;0;0
2019-09-12 01:45:00;0;0;2;0;0;0;4;0;0
2019-09-12 02:00:00;3;3;5;0;0;0;2;0;0
2019-09-12 02:15:00;4;3;4;0;0;1;0;0;0
2019-09-12 02:30:00;1;3;4;0;0;0;0;0;0
2019-09-12 02:45:00;3;3;5;1;0;0;1;0;0
2019-09-12 03:00:00;0;4;3;0;0;0;1;0;0
2019-09-12 03:15:00;0;5;5;0;0;0;5;0;0
2019-09-12 03:30:00;3;1;2;0;0;0;0;0;0
2019-09-12 03:45:00;1;0;1;0;0;0;2;0;0
2019-09-12 04:00:00;4;2;5;0;0;0;1;0;0
2019-09-12 04:15:00;1;1;4;2;0;0;6;0;0
2019-09-12 04:30:00;3;4;6;0;0;0;4;0;0
2019-09-12 04:45:00;7;9;20;0;0;0;12;0;0
2019-09-12 05:00:00;2;5;16;3;0;1;34;0;0
2019-09-12 05:15:00;16;12;38;6;1;4;66;0;0
2019-09-12 05:30:00;20;18;47;10;4;7;83;0;0
2019-09-12 05:45:00;32;29;57;23;5;8;56;0;0
2019-09-12 06:00:00;29;42;61;34;9;10;39;0;0
2019-09-12 06:15:00;32;36;60;26;18;21;66;0;2
2019-09-12 06:30:00;37;36;59;33;25;34;99;9;0
2019-09-12 06:45:00;48;44;86;37;30;45;125;1;11
2019-09-12 07:00:00;38;44;80;29;19;20;131;0;3
2019-09-12 07:15:00;40;50;105;25;10;22;111;10;6
2019-09-12 07:30:00;66;47;95;39;11;23;140;29;10
2019-09-12 07:45:00;90;67;100;97;17;29;162;9;6
2019-09-12 08:00:00;52;67;103;19;10;26;130;7;0
