DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-09-29 00:00:00;15;9;31;7;25;16;18;4;12;21;0;0;0;0
2019-09-29 00:15:00;23;20;34;11;24;11;14;8;15;15;0;0;0;0
2019-09-29 00:30:00;17;16;28;4;16;9;10;5;11;11;0;0;0;0
2019-09-29 00:45:00;14;15;29;4;21;17;7;5;7;12;0;0;0;0
2019-09-29 01:00:00;12;8;16;2;22;9;8;2;4;8;0;0;0;0
2019-09-29 01:15:00;11;9;18;3;11;11;8;0;10;11;0;0;0;0
2019-09-29 01:30:00;15;10;21;3;11;14;5;4;8;4;0;0;0;0
2019-09-29 01:45:00;5;5;22;3;10;10;6;2;9;8;0;0;0;0
2019-09-29 02:00:00;10;8;13;5;10;11;1;0;6;5;0;0;0;0
2019-09-29 02:15:00;5;3;11;3;9;11;4;3;3;2;0;0;0;0
2019-09-29 02:30:00;5;6;8;0;13;7;4;2;6;6;0;0;0;0
2019-09-29 02:45:00;4;4;10;1;4;3;1;1;4;7;0;0;0;0
2019-09-29 03:00:00;3;7;13;3;6;6;2;0;4;1;0;0;0;0
2019-09-29 03:15:00;6;7;9;0;7;9;3;0;6;3;0;0;0;0
2019-09-29 03:30:00;5;3;9;0;5;3;4;0;5;5;0;0;0;0
2019-09-29 03:45:00;3;2;5;0;5;3;3;2;2;3;0;0;0;0
2019-09-29 04:00:00;5;5;6;0;2;2;1;0;5;4;0;0;0;0
2019-09-29 04:15:00;2;5;13;0;2;3;6;3;2;2;0;0;0;0
2019-09-29 04:30:00;1;1;9;0;6;3;1;0;2;3;0;0;0;0
2019-09-29 04:45:00;6;4;9;0;4;7;0;0;3;1;0;0;0;0
2019-09-29 05:00:00;6;3;10;1;6;6;5;1;2;5;0;0;0;0
2019-09-29 05:15:00;7;5;4;4;5;11;2;0;0;4;0;0;0;0
2019-09-29 05:30:00;5;9;13;0;3;5;5;3;5;2;0;0;0;0
2019-09-29 05:45:00;5;7;13;1;5;5;4;2;4;2;0;0;0;0
2019-09-29 06:00:00;8;6;8;0;9;4;5;2;3;3;0;0;0;0
2019-09-29 06:15:00;9;0;9;2;2;5;8;1;4;5;0;0;0;0
2019-09-29 06:30:00;2;6;9;4;10;11;2;1;3;6;0;0;0;0
2019-09-29 06:45:00;7;4;10;3;7;5;2;0;11;4;0;0;0;0
2019-09-29 07:00:00;6;6;15;2;5;3;3;2;4;6;0;0;0;0
2019-09-29 07:15:00;4;6;8;5;8;8;4;1;7;6;0;0;0;0
2019-09-29 07:30:00;4;5;10;6;9;10;7;1;4;3;0;0;0;0
2019-09-29 07:45:00;11;11;14;3;12;7;8;1;10;12;0;0;0;0
2019-09-29 08:00:00;7;5;16;5;14;5;11;3;10;5;0;0;0;0
2019-09-29 08:15:00;8;8;16;3;14;18;11;4;19;6;0;0;0;0
2019-09-29 08:30:00;16;12;25;12;22;15;9;5;15;12;0;0;0;0
2019-09-29 08:45:00;20;19;26;6;23;15;8;3;15;12;0;0;0;0
2019-09-29 09:00:00;24;15;36;16;20;21;11;6;22;24;0;0;0;0
2019-09-29 09:15:00;22;15;27;10;33;22;21;6;22;22;0;0;0;0
2019-09-29 09:30:00;33;17;40;21;39;31;26;6;30;25;0;0;0;0
2019-09-29 09:45:00;47;33;50;17;47;31;24;8;24;37;0;0;0;0
2019-09-29 10:00:00;37;24;44;17;39;29;22;4;32;27;0;0;0;0
2019-09-29 10:15:00;45;21;49;28;47;35;23;8;30;34;0;0;0;0
2019-09-29 10:30:00;52;33;44;22;32;32;26;7;30;29;0;0;0;0
2019-09-29 10:45:00;55;36;64;26;36;36;31;9;46;30;0;0;0;0
2019-09-29 11:00:00;52;25;56;30;47;24;27;12;33;29;0;0;0;0
2019-09-29 11:15:00;69;34;64;36;49;36;42;12;44;51;0;0;0;0
2019-09-29 11:30:00;65;30;67;43;61;49;29;9;37;43;0;0;0;0
2019-09-29 11:45:00;52;35;61;31;61;40;34;16;45;51;0;0;0;0
2019-09-29 12:00:00;58;33;56;24;56;41;33;3;50;42;0;0;0;0
