DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2019-11-26 00:00:00;9;8;1;0;14;2;0;4;3;1;1;0;0;10;15;0;0;0;0;0;0;0;0
2019-11-26 00:15:00;10;7;1;0;13;4;1;4;3;2;2;3;3;11;12;0;0;0;0;0;0;0;0
2019-11-26 00:30:00;11;6;1;1;8;6;0;3;3;1;1;1;1;12;10;0;0;0;0;0;0;0;0
2019-11-26 00:45:00;4;1;0;1;3;4;0;0;0;0;1;1;1;4;5;0;0;0;0;0;0;0;0
2019-11-26 01:00:00;5;6;0;0;4;4;1;0;1;0;0;0;0;8;4;0;0;0;0;0;0;0;0
2019-11-26 01:15:00;4;2;0;2;5;8;0;0;0;1;1;0;0;5;9;0;0;0;0;0;0;0;0
2019-11-26 01:30:00;4;7;0;0;4;3;0;2;2;1;1;0;0;5;5;0;0;0;0;0;0;0;0
2019-11-26 01:45:00;6;4;1;0;10;6;0;0;0;0;0;0;0;6;12;0;0;0;0;0;0;0;0
2019-11-26 02:00:00;4;3;1;0;2;5;0;0;0;0;1;0;0;6;5;0;0;0;0;0;0;0;0
2019-11-26 02:15:00;2;3;1;0;2;5;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0
2019-11-26 02:30:00;1;1;2;2;3;1;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0
2019-11-26 02:45:00;4;6;1;0;1;1;0;0;1;1;1;0;0;6;2;0;0;0;0;0;0;0;0
2019-11-26 03:00:00;4;3;1;0;4;4;0;2;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0
2019-11-26 03:15:00;3;3;2;1;6;3;2;0;0;0;0;1;2;5;6;0;0;0;0;0;0;0;0
2019-11-26 03:30:00;5;7;1;1;9;4;0;1;3;0;0;0;0;8;10;0;0;0;0;0;0;0;0
2019-11-26 03:45:00;10;4;0;0;4;3;0;1;4;0;0;0;0;11;5;0;0;0;0;0;0;0;0
2019-11-26 04:00:00;8;2;0;1;6;5;3;3;3;0;0;0;0;8;8;0;0;0;0;0;0;0;0
2019-11-26 04:15:00;15;14;1;1;17;11;2;2;3;1;1;3;3;17;18;0;0;0;0;0;0;0;0
2019-11-26 04:30:00;10;16;0;1;16;8;0;2;2;0;1;0;0;16;20;0;0;0;0;0;0;0;0
2019-11-26 04:45:00;28;26;0;6;13;12;3;4;5;1;1;0;1;33;16;0;0;0;0;0;0;0;0
2019-11-26 05:00:00;67;78;2;9;25;20;2;14;14;8;6;2;2;92;34;0;0;0;0;0;0;0;0
2019-11-26 05:15:00;73;106;0;4;30;13;3;15;11;6;4;4;6;113;35;0;0;0;0;0;0;0;0
2019-11-26 05:30:00;78;105;1;8;39;34;6;25;9;3;9;3;3;118;59;0;0;0;0;0;0;0;0
2019-11-26 05:45:00;69;81;0;19;53;43;5;16;9;5;10;5;4;87;73;0;13;0;0;0;0;0;0
2019-11-26 06:00:00;81;78;3;12;78;71;13;19;7;6;9;5;5;103;109;0;0;0;0;0;0;0;0
2019-11-26 06:15:00;117;128;5;20;74;63;9;22;12;13;42;11;10;155;103;0;0;0;0;0;0;0;0
2019-11-26 06:30:00;131;148;4;19;72;72;11;29;18;12;15;13;14;158;103;0;0;0;0;0;0;0;0
2019-11-26 06:45:00;137;149;3;28;78;69;11;34;28;13;17;13;13;150;106;0;2;0;0;0;0;0;1
2019-11-26 07:00:00;172;199;2;50;69;71;11;40;21;11;15;14;13;187;108;0;2;0;0;0;0;0;0
2019-11-26 07:15:00;165;208;6;54;86;90;18;69;34;24;70;21;14;155;121;0;10;0;0;0;0;0;12
2019-11-26 07:30:00;171;203;8;62;99;104;17;59;35;25;49;23;28;153;135;3;0;0;0;0;0;1;0
2019-11-26 07:45:00;162;169;9;64;110;115;21;49;52;28;24;22;25;166;121;0;0;0;0;4;0;0;0
2019-11-26 08:00:00;157;177;6;61;95;98;18;45;32;20;22;25;22;171;116;0;0;0;0;0;0;0;0
2019-11-26 08:15:00;135;130;7;34;91;83;12;43;30;17;13;12;11;146;109;0;1;0;0;0;0;0;0
2019-11-26 08:30:00;140;138;7;38;87;86;13;41;29;17;14;13;10;160;120;0;8;0;0;0;0;0;1
2019-11-26 08:45:00;119;122;11;39;104;117;12;25;36;19;13;16;15;131;152;0;0;0;0;1;0;0;0
2019-11-26 11:45:00;50;43;4;8;44;37;3;14;15;5;9;4;4;60;56;0;0;0;0;0;0;0;0
2019-11-26 12:00:00;124;108;11;28;97;100;16;36;36;12;15;15;15;157;135;0;0;0;0;0;0;0;0
2019-11-26 12:15:00;126;106;13;27;109;127;15;29;21;14;12;14;15;164;149;0;0;0;0;0;0;0;0
2019-11-26 12:30:00;133;98;6;23;113;121;15;25;30;8;11;18;15;146;144;0;1;0;0;0;0;0;0
2019-11-26 12:45:00;124;113;10;36;126;122;12;30;29;11;11;18;17;139;148;0;1;0;0;0;0;0;0
2019-11-26 13:00:00;135;134;12;33;99;121;20;44;23;17;19;18;19;165;132;0;0;0;0;0;0;0;0
2019-11-26 13:15:00;125;129;7;31;110;134;12;32;27;20;18;12;9;143;131;0;0;0;0;2;0;0;2
2019-11-26 13:30:00;116;145;11;34;113;119;19;30;17;16;22;13;12;145;148;0;1;0;0;0;0;0;0
2019-11-26 13:45:00;139;137;8;36;118;125;15;25;33;12;17;13;10;148;144;14;0;0;0;0;0;0;0
2019-11-26 14:00:00;124;117;6;29;109;143;15;30;23;22;11;12;12;141;140;0;0;0;0;0;0;0;0
2019-11-26 14:15:00;123;136;11;35;125;128;16;31;31;15;13;7;9;160;151;0;0;0;0;0;0;0;0
2019-11-26 14:30:00;128;106;7;34;137;158;12;38;22;8;10;13;13;154;163;7;1;0;0;0;0;0;0
2019-11-26 14:45:00;108;111;12;37;143;151;12;29;33;11;13;10;12;131;155;0;37;0;0;2;0;0;0
2019-11-26 15:00:00;137;104;8;28;125;124;18;41;25;9;10;9;8;158;153;3;0;0;0;0;0;0;0
2019-11-26 15:15:00;121;114;9;34;138;144;15;36;28;10;15;11;9;140;163;4;0;6;0;6;1;0;0
2019-11-26 15:30:00;150;134;11;25;144;166;19;36;46;8;8;11;15;150;164;0;7;4;0;2;0;0;0
2019-11-26 15:45:00;147;119;9;36;145;151;26;52;34;29;18;16;14;144;169;0;0;0;0;0;1;0;0
2019-11-26 16:00:00;147;131;7;33;151;181;29;37;43;10;19;12;11;181;200;0;0;0;0;0;0;0;1
2019-11-26 16:15:00;119;111;15;47;162;178;21;33;24;9;7;12;13;161;168;0;0;0;0;0;0;0;0
2019-11-26 16:30:00;128;110;7;38;137;159;22;58;40;10;12;19;21;141;176;0;0;0;0;2;0;0;0
2019-11-26 16:45:00;133;126;17;32;169;179;21;54;60;15;14;9;13;157;197;0;0;0;0;0;0;0;0
2019-11-26 17:00:00;172;154;12;44;158;170;24;61;64;11;12;16;15;189;210;0;0;0;0;0;1;0;0
2019-11-26 17:15:00;135;118;10;33;158;170;19;63;60;11;17;11;10;160;201;3;0;0;0;0;13;0;0
2019-11-26 17:30:00;141;125;7;38;160;167;24;61;54;5;10;15;13;167;169;0;0;0;0;0;0;0;0
2019-11-26 17:45:00;146;129;17;32;148;176;21;53;50;22;34;13;13;150;181;0;0;0;0;0;0;0;0
2019-11-26 18:00:00;154;145;13;32;143;150;22;43;59;13;17;5;4;180;182;0;0;2;0;0;0;0;0
2019-11-26 18:15:00;127;132;13;43;134;137;14;44;48;7;10;19;18;154;156;0;0;0;0;4;0;0;0
2019-11-26 18:30:00;123;110;7;39;133;137;14;38;48;13;14;10;7;145;168;0;6;0;0;0;0;0;3
2019-11-26 18:45:00;107;99;14;35;104;129;15;42;51;8;11;7;9;133;157;3;0;0;0;0;2;0;0
2019-11-26 19:00:00;120;109;14;42;99;86;9;33;44;5;7;5;9;140;122;0;0;10;0;0;0;0;0
2019-11-26 19:15:00;80;61;8;23;94;91;14;32;40;6;8;7;7;107;116;0;0;1;0;3;0;0;0
2019-11-26 19:30:00;86;69;4;23;86;77;7;23;29;5;5;6;7;105;119;0;0;0;0;0;0;0;0
2019-11-26 19:45:00;96;83;12;19;95;75;11;17;30;7;7;9;7;126;115;0;7;0;0;0;1;0;0
2019-11-26 20:00:00;80;71;9;16;88;69;10;23;22;7;7;13;15;98;112;0;0;0;0;0;0;0;1
2019-11-26 20:15:00;59;46;12;13;86;63;10;17;21;8;6;2;3;76;105;0;0;0;0;0;1;0;0
2019-11-26 20:30:00;71;63;6;12;72;69;11;10;12;6;15;13;12;88;99;0;0;0;0;0;0;0;0
2019-11-26 20:45:00;59;62;3;20;60;55;14;19;19;35;8;4;3;86;81;0;4;0;0;0;0;0;0
2019-11-26 21:00:00;76;77;6;19;53;49;7;21;17;2;5;6;5;87;70;0;0;0;0;0;0;0;0
2019-11-26 21:15:00;50;59;1;5;61;48;6;13;10;2;2;3;2;74;85;0;0;0;1;0;0;0;0
2019-11-26 21:30:00;33;36;3;10;45;45;6;5;8;4;4;2;2;52;69;0;0;0;0;0;0;0;0
2019-11-26 21:45:00;31;25;3;13;73;75;9;13;13;4;4;2;3;45;104;0;0;0;0;0;0;0;0
2019-11-26 22:00:00;40;33;2;11;102;95;10;5;9;4;4;3;3;57;141;0;0;0;0;0;0;0;0
2019-11-26 22:15:00;39;33;7;14;95;95;14;10;10;5;4;6;9;46;119;0;0;0;0;0;0;4;0
2019-11-26 22:30:00;29;34;2;7;58;42;8;12;6;1;2;2;2;48;70;0;0;0;0;0;0;0;0
2019-11-26 22:45:00;24;17;3;7;36;30;4;8;9;3;3;1;1;31;47;0;0;0;0;0;0;0;0
2019-11-26 23:00:00;27;21;4;5;41;29;5;7;5;1;1;4;5;36;52;0;0;0;0;0;0;0;0
2019-11-26 23:15:00;33;21;1;7;20;23;2;2;3;1;2;2;2;37;32;0;0;0;0;0;0;0;0
2019-11-26 23:30:00;25;16;1;1;20;12;4;2;4;1;2;1;1;32;24;0;0;0;0;0;0;0;0
