DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2021-01-01 00:00:00;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 00:15:00;1;3;1;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 00:30:00;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 00:45:00;3;1;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 01:00:00;4;2;4;5;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 01:15:00;1;4;2;4;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0
2021-01-01 01:30:00;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 02:00:00;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 02:15:00;3;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 02:30:00;0;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 02:45:00;2;1;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 03:00:00;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 03:15:00;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 03:30:00;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 03:45:00;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 04:00:00;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 04:15:00;2;2;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 04:30:00;1;3;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 04:45:00;1;8;3;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 05:00:00;12;8;4;11;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 05:15:00;11;11;6;12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 05:30:00;12;27;8;22;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 05:45:00;5;11;2;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 06:00:00;12;11;5;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 06:15:00;8;11;6;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 06:30:00;14;14;7;17;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 06:45:00;9;6;4;5;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 07:00:00;14;7;7;11;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 07:15:00;9;4;4;7;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 07:30:00;10;7;4;7;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2021-01-01 07:45:00;6;7;7;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 08:00:00;9;13;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 08:15:00;10;10;4;10;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-01 08:30:00;9;12;2;15;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 08:45:00;18;18;4;18;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 09:00:00;16;11;5;11;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 09:15:00;18;18;5;17;3;3;3;1;1;0;0;1;0;0;0;0;0;0;0
2021-01-01 09:30:00;20;21;5;23;5;6;4;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-01 09:45:00;21;24;6;20;6;7;7;5;5;0;0;0;0;0;0;0;0;0;0
2021-01-01 10:00:00;33;34;6;28;11;15;12;3;3;0;0;0;0;0;0;0;0;0;0
2021-01-01 10:15:00;40;29;8;29;5;5;6;2;2;0;0;1;0;0;0;0;0;0;0
2021-01-01 10:30:00;33;40;9;33;7;75;11;5;5;0;0;0;0;0;0;0;0;0;0
2021-01-01 10:45:00;49;36;7;32;2;11;1;3;2;0;0;0;0;0;0;0;0;0;0
2021-01-01 11:00:00;42;36;4;30;9;7;10;2;2;0;0;0;0;0;0;0;0;0;0
2021-01-01 11:15:00;62;44;10;35;10;11;13;1;2;0;0;1;0;0;0;0;0;0;0
2021-01-01 11:30:00;60;35;12;36;9;8;10;4;4;0;0;1;0;0;0;0;0;0;0
2021-01-01 11:45:00;44;49;12;45;9;11;11;4;3;0;0;0;0;0;0;0;0;0;0
2021-01-01 12:00:00;55;51;9;44;11;13;13;3;3;0;0;0;0;0;0;0;0;0;0
