DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-12-10 00:00:00;3;3;1;3;1;1;4;0
2019-12-10 00:15:00;2;4;3;0;0;5;10;3
2019-12-10 00:30:00;2;1;1;1;0;2;4;3
2019-12-10 00:45:00;4;3;1;2;1;4;10;3
2019-12-10 01:00:00;1;3;1;1;0;0;0;1
2019-12-10 01:15:00;2;0;2;2;1;1;3;0
2019-12-10 01:30:00;1;0;1;2;1;1;2;0
2019-12-10 01:45:00;3;5;0;0;0;0;4;1
2019-12-10 02:00:00;2;1;0;1;0;2;3;0
2019-12-10 02:15:00;2;1;1;1;0;1;6;1
2019-12-10 02:30:00;3;3;0;0;1;1;1;0
2019-12-10 02:45:00;2;1;0;3;0;0;0;0
2019-12-10 03:00:00;1;2;1;0;2;1;5;0
2019-12-10 03:15:00;2;0;0;0;2;0;2;0
2019-12-10 03:30:00;2;1;0;0;2;1;2;0
2019-12-10 03:45:00;3;0;1;0;0;0;0;0
2019-12-10 04:00:00;2;2;0;1;0;0;2;2
2019-12-10 04:15:00;1;3;4;1;0;0;0;2
2019-12-10 04:30:00;2;6;5;0;1;3;7;1
2019-12-10 04:45:00;5;17;15;2;2;2;11;2
2019-12-10 05:00:00;7;18;21;11;2;10;13;6
2019-12-10 05:15:00;18;35;80;9;6;45;45;15
2019-12-10 05:30:00;24;50;60;20;9;22;43;14
2019-12-10 05:45:00;53;37;82;53;18;30;59;29
2019-12-10 06:00:00;35;31;60;54;15;16;30;16
2019-12-10 06:15:00;51;34;90;21;111;30;30;25
2019-12-10 06:30:00;65;45;89;23;25;26;63;31
2019-12-10 06:45:00;71;48;103;18;20;44;53;46
2019-12-10 07:00:00;90;51;111;21;28;39;66;52
2019-12-10 07:15:00;112;69;95;26;48;56;56;51
2019-12-10 07:30:00;129;101;92;20;66;69;87;74
2019-12-10 07:45:00;146;104;101;27;74;49;91;75
2019-12-10 08:00:00;127;82;122;38;41;67;80;62
2019-12-10 08:15:00;90;63;101;17;45;61;82;57
2019-12-10 08:30:00;85;55;66;37;50;44;53;48
2019-12-10 08:45:00;74;57;63;31;79;33;56;49
2019-12-10 09:00:00;61;50;50;25;35;42;58;45
2019-12-10 09:15:00;70;43;37;31;45;29;52;46
2019-12-10 09:30:00;66;50;33;23;38;35;58;37
