DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-06-08 00:00:00;7;1;2;0;2;10;8;0;0;0;0;0;0;0
2020-06-08 00:15:00;8;0;3;1;6;10;12;0;0;0;0;0;0;0
2020-06-08 00:30:00;4;3;0;0;2;6;10;0;0;0;0;0;0;0
2020-06-08 00:45:00;12;1;2;1;6;12;20;0;0;0;0;0;0;0
2020-06-08 01:00:00;3;1;0;1;4;8;9;0;0;0;0;0;0;0
2020-06-08 01:15:00;5;1;0;0;3;10;5;0;0;0;0;0;0;0
2020-06-08 01:30:00;4;1;0;1;1;13;4;0;0;0;0;0;0;0
2020-06-08 01:45:00;2;1;0;0;7;7;4;0;0;0;0;0;0;0
2020-06-08 02:00:00;4;1;1;1;5;6;6;0;0;0;0;0;0;0
2020-06-08 02:15:00;4;2;0;3;1;5;9;0;0;0;0;0;0;0
2020-06-08 02:30:00;5;3;0;0;2;9;4;0;0;0;0;0;0;0
2020-06-08 02:45:00;3;2;0;1;8;6;9;0;0;0;0;0;0;0
2020-06-08 03:00:00;4;0;0;0;2;7;3;0;0;0;0;0;0;0
2020-06-08 03:15:00;2;3;0;0;4;7;2;0;0;0;0;0;0;0
2020-06-08 03:30:00;5;2;0;0;1;6;5;0;0;0;0;0;0;0
2020-06-08 03:45:00;5;0;1;1;2;3;9;0;0;0;0;0;0;0
2020-06-08 04:00:00;3;1;0;0;5;11;2;0;0;0;0;0;0;0
2020-06-08 04:15:00;8;0;1;0;4;18;9;0;0;0;0;0;0;0
2020-06-08 04:30:00;8;1;2;2;5;18;9;0;0;0;0;0;0;0
2020-06-08 04:45:00;23;2;2;3;10;16;24;0;0;0;0;0;0;0
2020-06-08 05:00:00;40;3;2;4;11;47;55;0;0;0;0;0;0;0
2020-06-08 05:15:00;94;4;5;0;10;44;121;0;0;0;0;0;0;0
2020-06-08 05:30:00;95;10;11;5;21;50;110;0;0;0;0;0;0;0
2020-06-08 05:45:00;72;6;12;1;22;49;98;0;0;2;0;0;0;0
2020-06-08 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 06:15:00;84;14;18;1;24;74;97;4;0;0;0;0;0;0
2020-06-08 06:30:00;131;17;21;5;43;97;162;1;0;0;0;0;0;0
2020-06-08 06:45:00;107;21;13;7;44;88;160;1;0;0;0;0;0;0
2020-06-08 07:00:00;103;18;15;8;36;86;127;0;0;0;0;0;0;0
2020-06-08 07:15:00;125;21;21;10;50;122;155;6;0;2;0;0;0;0
2020-06-08 07:30:00;124;29;20;5;58;113;157;3;0;2;0;0;0;0
2020-06-08 07:45:00;104;36;19;10;56;90;155;2;0;2;0;0;0;0
2020-06-08 08:00:00;108;27;19;9;60;108;126;0;0;1;0;0;0;0
2020-06-08 08:15:00;91;10;11;6;58;105;112;4;1;2;0;0;0;0
2020-06-08 08:30:00;90;21;15;10;49;99;122;0;0;0;0;0;0;0
2020-06-08 08:45:00;88;27;12;9;61;109;133;0;0;0;0;0;0;0
2020-06-08 09:00:00;89;13;15;10;56;106;144;2;0;1;2;2;2;0
2020-06-08 09:15:00;77;21;12;7;47;121;111;0;0;1;0;0;0;0
2020-06-08 09:30:00;95;29;18;6;67;116;155;0;1;0;0;0;0;0
2020-06-08 09:45:00;95;18;12;6;62;117;131;2;0;0;0;0;0;0
2020-06-08 10:00:00;95;13;20;8;64;136;135;0;0;2;0;0;0;0
2020-06-08 10:15:00;100;29;18;11;58;133;143;0;0;2;0;0;0;0
2020-06-08 10:30:00;112;23;16;9;74;127;143;4;0;3;1;1;1;0
2020-06-08 10:45:00;107;25;18;13;69;120;162;1;0;4;0;0;0;0
2020-06-08 11:00:00;89;24;21;10;76;139;129;0;0;0;0;0;0;0
2020-06-08 11:15:00;103;34;12;10;85;138;147;0;0;1;0;0;0;0
2020-06-08 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 11:45:00;96;26;18;10;73;131;137;7;0;1;0;0;0;0
2020-06-08 12:00:00;84;26;17;8;77;132;127;0;0;0;0;0;0;0
2020-06-08 12:15:00;86;21;17;7;83;138;122;1;0;7;2;2;2;0
