DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-03-10 00:00:00;8;3;0;6;0;11;1;0;0
2020-03-10 00:15:00;4;2;0;4;0;12;0;0;0
2020-03-10 00:30:00;1;1;0;7;0;13;1;0;0
2020-03-10 00:45:00;5;1;0;1;0;12;1;0;0
2020-03-10 01:00:00;1;0;1;0;0;14;1;0;0
2020-03-10 01:15:00;1;0;0;1;0;10;1;0;0
2020-03-10 01:30:00;3;3;0;4;0;14;0;0;0
2020-03-10 01:45:00;1;0;0;1;0;12;1;0;0
2020-03-10 02:00:00;3;2;0;2;0;14;1;0;0
2020-03-10 02:15:00;1;0;0;2;0;12;1;0;0
2020-03-10 02:30:00;3;2;0;5;0;13;1;0;0
2020-03-10 02:45:00;2;0;0;1;0;12;0;0;0
2020-03-10 03:00:00;1;1;2;2;0;14;1;0;0
2020-03-10 03:15:00;2;0;0;2;0;12;1;0;0
2020-03-10 03:30:00;4;2;0;2;0;14;1;0;0
2020-03-10 03:45:00;1;1;0;4;0;12;1;0;0
2020-03-10 04:00:00;5;0;0;6;0;13;0;0;0
2020-03-10 04:15:00;4;2;0;9;0;12;1;0;0
2020-03-10 04:30:00;15;2;0;6;0;14;1;0;0
2020-03-10 04:45:00;32;4;1;22;0;12;1;0;0
2020-03-10 05:00:00;62;8;0;28;0;11;0;0;0
2020-03-10 05:15:00;100;13;1;56;0;8;1;0;0
2020-03-10 05:30:00;125;13;3;131;0;11;1;0;0
2020-03-10 05:45:00;109;29;3;197;0;9;0;0;0
2020-03-10 06:00:00;121;32;4;176;0;11;1;0;0
2020-03-10 06:15:00;123;17;5;137;0;9;1;0;0
2020-03-10 06:30:00;96;26;5;162;1;10;0;0;0
2020-03-10 06:45:00;80;21;15;172;5;10;1;0;0
2020-03-10 07:00:00;100;11;11;205;0;10;0;0;0
2020-03-10 07:15:00;88;16;7;210;0;10;1;0;0
2020-03-10 07:30:00;75;13;7;199;0;10;1;0;0
2020-03-10 07:45:00;108;19;12;217;9;10;0;0;0
2020-03-10 08:00:00;113;16;9;186;0;10;1;0;0
2020-03-10 08:15:00;132;14;9;185;2;10;1;0;0
2020-03-10 08:30:00;107;15;7;147;0;10;0;0;0
2020-03-10 08:45:00;104;15;9;126;1;10;1;0;0
2020-03-10 09:00:00;85;15;11;105;1;13;0;0;0
2020-03-10 09:15:00;82;13;17;103;0;12;1;0;0
2020-03-10 09:30:00;80;15;20;126;108;13;1;0;0
2020-03-10 09:45:00;88;23;16;122;0;13;1;0;0
2020-03-10 10:00:00;96;13;10;115;0;13;0;0;0
2020-03-10 10:15:00;79;15;14;112;0;12;1;0;0
2020-03-10 10:30:00;99;13;16;117;0;13;1;0;0
2020-03-10 10:45:00;70;10;9;91;0;13;0;0;0
2020-03-10 11:00:00;105;14;12;123;0;13;1;0;0
2020-03-10 11:15:00;92;15;18;91;0;12;1;0;0
2020-03-10 11:30:00;102;20;14;105;0;13;0;0;0
2020-03-10 11:45:00;107;13;31;90;0;13;1;0;0
2020-03-10 12:00:00;101;19;27;106;0;12;1;0;0
2020-03-10 12:15:00;112;12;10;82;1;13;0;0;0
2020-03-10 12:30:00;130;18;16;111;0;13;1;0;0
2020-03-10 12:45:00;120;18;7;103;0;13;1;0;0
2020-03-10 13:00:00;125;14;15;116;0;13;1;0;0
2020-03-10 13:15:00;146;21;18;117;6;9;0;0;0
2020-03-10 13:30:00;127;17;21;158;9;10;1;0;0
2020-03-10 13:45:00;162;23;14;137;0;10;0;0;0
2020-03-10 14:00:00;94;18;11;103;0;7;1;0;0
2020-03-10 14:15:00;134;23;12;164;2;10;1;0;0
2020-03-10 14:30:00;119;24;14;163;0;10;0;0;0
2020-03-10 14:45:00;134;22;12;158;0;10;1;0;0
2020-03-10 15:00:00;156;15;12;149;0;10;0;0;0
2020-03-10 15:15:00;153;22;11;172;30;10;1;0;0
2020-03-10 15:30:00;131;18;13;154;0;10;1;0;0
2020-03-10 15:45:00;133;31;11;172;3;10;0;0;0
2020-03-10 16:00:00;167;22;13;134;0;10;1;0;0
2020-03-10 16:15:00;176;19;17;153;4;10;1;0;0
2020-03-10 16:30:00;159;23;19;176;1;10;0;0;0
2020-03-10 16:45:00;150;15;10;161;11;10;1;0;0
2020-03-10 17:00:00;167;15;22;150;0;10;0;0;0
2020-03-10 17:15:00;178;17;13;168;1;10;1;0;0
2020-03-10 17:30:00;140;22;15;152;4;10;1;0;0
2020-03-10 17:45:00;119;18;19;155;0;10;0;0;0
2020-03-10 18:00:00;62;7;8;67;1;5;1;0;0
2020-03-10 18:15:00;0;0;0;0;0;0;0;0;0
2020-03-10 18:30:00;0;0;0;0;0;0;0;0;0
2020-03-10 18:45:00;
2020-03-10 19:00:00;86;14;8;75;3;9;0;0;0
2020-03-10 19:15:00;78;16;4;92;0;10;1;0;0
2020-03-10 19:30:00;64;9;0;51;0;9;1;0;0
2020-03-10 19:45:00;63;6;2;49;0;10;0;0;0
2020-03-10 20:00:00;78;5;1;42;0;12;1;0;0
2020-03-10 20:15:00;60;6;1;37;0;13;1;0;0
2020-03-10 20:30:00;51;5;0;33;0;12;0;0;0
2020-03-10 20:45:00;82;8;3;41;0;14;1;0;0
2020-03-10 21:00:00;112;9;0;59;0;12;1;0;0
2020-03-10 21:15:00;119;4;0;61;0;13;1;0;0
2020-03-10 21:30:00;49;9;1;82;0;12;1;0;0
2020-03-10 21:45:00;59;15;0;135;0;14;0;0;0
2020-03-10 22:00:00;49;9;0;69;0;9;1;0;0
2020-03-10 22:15:00;43;6;0;33;0;10;1;0;0
2020-03-10 22:30:00;37;4;0;28;0;10;0;0;0
2020-03-10 22:45:00;23;3;0;13;0;13;1;0;0
2020-03-10 23:00:00;15;3;1;13;0;12;1;0;0
2020-03-10 23:15:00;16;4;0;7;0;13;1;0;0
2020-03-10 23:30:00;11;1;0;8;0;12;0;0;0
