DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-05-25 00:00:00;7;7;8;1;2;0;9;5
2020-05-25 00:15:00;5;9;9;4;4;0;6;6
2020-05-25 00:30:00;5;7;7;0;1;0;12;8
2020-05-25 00:45:00;7;12;11;1;2;0;5;5
2020-05-25 01:00:00;6;6;6;0;2;0;3;2
2020-05-25 01:15:00;2;4;4;0;1;0;2;3
2020-05-25 01:30:00;0;5;5;0;0;0;1;2
2020-05-25 01:45:00;3;6;5;1;2;0;3;1
2020-05-25 02:00:00;3;4;4;0;0;0;1;2
2020-05-25 02:15:00;0;2;2;3;5;0;3;2
2020-05-25 02:30:00;5;3;3;0;1;0;2;6
2020-05-25 02:45:00;3;7;8;0;3;0;1;3
2020-05-25 03:00:00;6;4;7;1;0;0;0;1
2020-05-25 03:15:00;4;3;3;0;0;0;1;0
2020-05-25 03:30:00;0;0;0;2;4;0;1;0
2020-05-25 03:45:00;2;6;6;1;4;0;0;0
2020-05-25 04:00:00;3;4;6;2;5;0;2;1
2020-05-25 04:15:00;0;8;7;1;4;0;3;0
2020-05-25 04:30:00;2;14;13;5;9;0;6;1
2020-05-25 04:45:00;7;20;19;3;7;0;3;2
2020-05-25 05:00:00;13;38;38;8;10;0;12;7
2020-05-25 05:15:00;48;66;67;8;14;0;22;11
2020-05-25 05:30:00;71;79;82;8;18;0;54;11
2020-05-25 05:45:00;58;56;58;11;15;0;35;14
2020-05-25 06:00:00;57;46;45;7;6;0;26;11
2020-05-25 06:15:00;63;77;75;7;18;0;32;12
2020-05-25 06:30:00;104;87;82;10;22;0;31;25
2020-05-25 06:45:00;105;74;73;6;13;0;47;22
2020-05-25 07:00:00;97;81;80;6;16;0;55;30
2020-05-25 07:15:00;111;79;79;15;23;0;71;41
2020-05-25 07:30:00;133;95;99;9;22;0;69;60
2020-05-25 07:45:00;118;87;89;14;27;0;63;56
2020-05-25 08:00:00;103;84;80;11;21;0;62;62
2020-05-25 08:15:00;65;63;66;12;23;0;68;51
2020-05-25 08:30:00;79;64;63;14;24;0;49;21
2020-05-25 08:45:00;86;75;73;16;23;0;54;42
2020-05-25 09:00:00;65;68;68;13;16;0;57;35
2020-05-25 09:15:00;65;60;62;13;22;0;55;38
2020-05-25 09:30:00;59;56;56;23;24;0;65;50
2020-05-25 09:45:00;60;59;56;11;20;0;67;48
2020-05-25 10:00:00;84;88;84;16;26;0;75;40
2020-05-25 10:15:00;63;62;61;13;22;0;53;38
2020-05-25 10:30:00;61;73;72;17;26;0;77;54
2020-05-25 10:45:00;75;54;54;18;14;0;80;55
2020-05-25 11:00:00;66;68;66;17;31;0;76;47
2020-05-25 11:15:00;75;54;51;16;26;0;74;48
2020-05-25 11:30:00;90;66;62;27;28;0;102;57
2020-05-25 11:45:00;78;61;61;17;23;0;79;55
2020-05-25 12:00:00;91;65;64;18;20;0;74;47
2020-05-25 12:15:00;59;61;63;21;22;0;74;55
2020-05-25 12:30:00;95;48;51;16;23;0;85;53
2020-05-25 12:45:00;104;66;63;19;32;0;91;73
2020-05-25 13:00:00;101;80;80;18;28;0;84;40
2020-05-25 13:15:00;87;77;78;19;29;0;78;38
2020-05-25 13:30:00;89;94;97;16;33;0;73;55
2020-05-25 13:45:00;89;90;88;14;26;0;75;39
2020-05-25 14:00:00;92;75;70;23;39;0;91;60
2020-05-25 14:15:00;79;70;69;37;46;0;101;71
2020-05-25 14:30:00;80;74;70;26;41;0;93;58
2020-05-25 14:45:00;84;57;56;19;23;0;90;61
2020-05-25 15:00:00;88;63;60;23;34;0;90;54
2020-05-25 15:15:00;74;65;62;31;34;0;106;83
2020-05-25 15:30:00;84;66;66;24;34;0;87;49
2020-05-25 15:45:00;85;68;68;18;26;0;88;53
2020-05-25 16:00:00;79;60;63;22;37;0;100;77
2020-05-25 16:15:00;76;66;65;31;40;0;95;78
2020-05-25 16:30:00;86;72;68;26;41;0;96;73
2020-05-25 16:45:00;81;65;69;26;30;0;94;64
2020-05-25 17:00:00;97;68;67;23;30;0;88;64
2020-05-25 17:15:00;91;65;66;24;38;0;100;86
2020-05-25 17:30:00;106;64;62;27;20;0;88;60
2020-05-25 17:45:00;70;63;63;11;21;0;84;63
2020-05-25 18:00:00;68;48;46;16;26;0;92;69
2020-05-25 18:15:00;62;57;52;20;23;0;89;65
2020-05-25 18:30:00;54;45;47;11;17;0;66;42
2020-05-25 18:45:00;40;55;57;12;19;0;55;36
2020-05-25 19:00:00;42;42;40;7;12;0;54;37
