DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-03 00:00:00;0;0;1;1;4;0;0;0;0;0;0;0;0;0
2020-12-03 00:15:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 00:30:00;1;2;4;2;1;2;1;1;0;0;0;0;0;0
2020-12-03 00:45:00;0;1;1;0;2;0;0;0;0;0;0;0;0;0
2020-12-03 01:00:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-03 01:15:00;2;2;2;1;2;1;0;0;0;0;0;0;0;0
2020-12-03 01:30:00;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2020-12-03 01:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-03 02:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-03 02:15:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-03 02:30:00;2;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-03 02:45:00;1;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-12-03 03:00:00;0;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-12-03 03:15:00;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2020-12-03 03:30:00;1;0;0;0;8;0;0;0;0;0;0;0;0;0
2020-12-03 03:45:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-03 04:00:00;1;0;0;0;3;1;1;1;0;0;0;0;0;0
2020-12-03 04:15:00;0;2;2;0;3;0;0;0;0;0;0;0;0;0
2020-12-03 04:30:00;1;2;2;2;3;2;4;3;0;0;0;0;0;0
2020-12-03 04:45:00;3;2;2;3;8;3;3;3;0;0;0;0;0;0
2020-12-03 05:00:00;2;4;4;3;8;7;4;4;0;0;0;0;0;0
2020-12-03 05:15:00;3;8;8;4;28;10;7;7;0;0;0;0;0;0
2020-12-03 05:30:00;9;3;4;2;31;3;3;3;0;0;0;0;0;0
2020-12-03 05:45:00;7;9;8;6;22;14;15;10;0;0;0;0;0;0
2020-12-03 06:00:00;12;6;6;5;25;7;9;9;0;0;0;0;0;0
2020-12-03 06:15:00;18;9;7;7;34;18;18;16;0;0;0;0;0;0
