DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-09-14 00:00:00;0;5;6;11;8;0;0
2020-09-14 00:15:00;0;16;3;12;7;3;2
2020-09-14 00:30:00;0;10;5;14;5;0;1
2020-09-14 00:45:00;0;7;5;8;2;0;0
2020-09-14 01:00:00;0;5;2;7;4;0;0
2020-09-14 01:15:00;0;5;1;9;4;0;0
2020-09-14 01:30:00;0;5;2;12;4;0;0
2020-09-14 01:45:00;0;5;3;9;2;0;0
2020-09-14 02:00:00;0;2;3;3;1;0;0
2020-09-14 02:15:00;0;1;3;5;0;0;0
2020-09-14 02:30:00;0;1;2;4;1;0;0
2020-09-14 02:45:00;0;8;3;1;3;0;0
2020-09-14 03:00:00;0;0;0;4;4;0;0
2020-09-14 03:15:00;0;4;0;6;6;0;0
2020-09-14 03:30:00;0;1;1;9;0;0;0
2020-09-14 03:45:00;0;4;2;4;1;0;0
2020-09-14 04:00:00;0;4;2;7;4;0;0
2020-09-14 04:15:00;0;9;4;12;5;0;0
2020-09-14 04:30:00;0;17;8;14;7;0;0
2020-09-14 04:45:00;0;27;7;16;5;0;0
2020-09-14 05:00:00;1;46;39;38;21;0;0
2020-09-14 05:15:00;0;66;82;34;27;0;0
2020-09-14 05:30:00;1;62;68;32;21;2;2
2020-09-14 05:45:00;12;47;47;40;29;2;2
2020-09-14 06:00:00;5;54;62;35;40;5;5
2020-09-14 06:15:00;3;72;75;48;46;2;2
2020-09-14 06:30:00;4;84;118;66;57;8;9
2020-09-14 06:45:00;18;88;120;83;78;3;3
2020-09-14 07:00:00;14;119;155;56;61;7;6
2020-09-14 07:15:00;40;137;156;92;87;6;7
2020-09-14 07:30:00;13;211;146;91;114;3;3
2020-09-14 07:45:00;50;134;158;105;126;5;5
2020-09-14 08:00:00;7;130;136;113;102;7;7
2020-09-14 08:15:00;34;100;111;101;82;3;2
2020-09-14 08:30:00;18;103;112;88;97;5;6
2020-09-14 08:45:00;8;101;89;110;103;2;2
2020-09-14 09:00:00;16;86;91;89;82;2;2
2020-09-14 09:15:00;26;96;91;94;89;5;4
2020-09-14 09:30:00;4;98;105;83;78;4;5
2020-09-14 09:45:00;65;101;100;93;113;3;3
2020-09-14 10:00:00;5;103;91;110;90;2;2
2020-09-14 10:15:00;18;112;115;112;104;4;4
2020-09-14 10:30:00;10;123;109;111;106;6;6
2020-09-14 10:45:00;10;119;103;118;112;2;2
2020-09-14 11:00:00;9;104;97;117;92;4;4
2020-09-14 11:15:00;38;93;90;89;114;3;3
2020-09-14 11:30:00;2;110;102;104;133;7;7
2020-09-14 11:45:00;12;117;104;117;110;2;2
2020-09-14 12:00:00;14;102;95;90;86;3;3
2020-09-14 12:15:00;21;99;98;134;125;3;3
2020-09-14 12:30:00;20;86;88;112;111;5;4
2020-09-14 12:45:00;13;108;120;121;120;3;4
2020-09-14 13:00:00;31;118;96;103;120;2;2
2020-09-14 13:15:00;27;112;110;116;117;10;11
2020-09-14 13:30:00;15;111;121;90;105;5;5
2020-09-14 13:45:00;36;113;104;123;127;3;3
2020-09-14 14:00:00;39;98;91;117;111;3;3
2020-09-14 14:15:00;13;92;101;140;146;3;3
2020-09-14 14:30:00;21;115;108;113;147;6;6
2020-09-14 14:45:00;21;98;123;129;150;2;2
2020-09-14 15:00:00;12;109;99;130;129;5;5
2020-09-14 15:15:00;26;118;105;120;149;3;3
2020-09-14 15:30:00;11;108;111;107;141;4;4
2020-09-14 15:45:00;34;111;108;130;140;5;5
2020-09-14 16:00:00;35;109;116;122;166;4;4
2020-09-14 16:15:00;56;122;99;141;164;2;2
2020-09-14 16:30:00;26;128;114;137;163;5;5
2020-09-14 16:45:00;108;109;109;145;163;5;5
2020-09-14 17:00:00;30;121;112;129;154;3;3
2020-09-14 17:15:00;57;111;121;166;185;3;3
2020-09-14 17:30:00;48;111;128;129;148;5;6
2020-09-14 17:45:00;22;108;110;116;153;3;3
2020-09-14 18:00:00;14;115;120;124;128;4;4
2020-09-14 18:15:00;6;90;79;124;125;3;3
2020-09-14 18:30:00;21;80;92;99;94;5;5
2020-09-14 18:45:00;8;81;73;104;88;3;3
2020-09-14 19:00:00;6;99;74;90;88;3;3
2020-09-14 19:15:00;14;67;59;76;72;4;4
2020-09-14 19:30:00;2;63;59;82;62;4;4
2020-09-14 19:45:00;20;72;69;65;61;2;2
2020-09-14 20:00:00;5;47;65;68;71;3;3
2020-09-14 20:15:00;6;60;54;65;52;2;2
2020-09-14 20:30:00;4;54;38;62;48;4;4
2020-09-14 20:45:00;2;52;47;58;36;1;1
2020-09-14 21:00:00;5;60;55;44;43;3;3
2020-09-14 21:15:00;3;42;43;48;29;1;1
2020-09-14 21:30:00;10;28;21;26;22;1;1
2020-09-14 21:45:00;0;25;24;54;45;1;1
2020-09-14 22:00:00;3;19;21;68;63;2;2
2020-09-14 22:15:00;2;26;18;60;61;2;2
2020-09-14 22:30:00;0;15;19;33;27;2;2
2020-09-14 22:45:00;0;15;11;28;20;1;1
2020-09-14 23:00:00;1;20;12;22;19;2;2
2020-09-14 23:15:00;0;19;22;19;14;1;1
2020-09-14 23:30:00;0;14;13;18;14;1;1
2020-09-14 23:45:00;0;13;7;12;9;0;0
