DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-05-07 00:00:00;9;6;2;1;0;9;0;0;0;0;0
2020-05-07 00:15:00;5;5;3;3;0;4;2;0;0;0;0
2020-05-07 00:30:00;5;3;1;5;0;1;0;0;0;0;0
2020-05-07 00:45:00;4;1;0;0;0;3;1;0;0;0;0
2020-05-07 01:00:00;5;3;1;2;0;5;0;0;0;0;0
2020-05-07 01:15:00;5;2;0;0;0;1;1;0;0;0;0
2020-05-07 01:30:00;4;3;0;3;0;5;0;0;0;0;0
2020-05-07 01:45:00;1;2;0;1;0;3;0;0;0;0;0
2020-05-07 02:00:00;10;1;0;0;0;2;0;0;0;0;0
2020-05-07 02:15:00;6;1;1;0;0;0;1;0;0;0;0
2020-05-07 02:30:00;7;3;1;1;0;5;0;0;0;0;0
2020-05-07 02:45:00;2;1;0;0;0;6;1;0;0;0;0
2020-05-07 03:00:00;3;3;1;2;0;3;1;0;0;0;0
2020-05-07 03:15:00;2;3;0;0;0;2;1;0;0;0;0
2020-05-07 03:30:00;4;2;1;1;0;2;0;0;0;0;0
2020-05-07 03:45:00;6;3;0;1;0;1;0;0;0;0;0
2020-05-07 04:00:00;3;3;1;1;0;1;1;0;0;0;0
2020-05-07 04:15:00;10;5;1;4;0;7;0;0;0;0;0
2020-05-07 04:30:00;12;8;0;4;0;4;3;0;0;0;0
2020-05-07 04:45:00;13;7;1;4;0;12;3;0;0;0;0
2020-05-07 05:00:00;22;19;1;6;0;32;2;0;0;0;0
2020-05-07 05:15:00;34;27;3;12;0;69;8;0;0;0;0
2020-05-07 05:30:00;43;29;6;19;0;107;11;0;0;0;0
2020-05-07 05:45:00;49;29;4;14;0;82;2;0;0;0;0
2020-05-07 06:00:00;57;39;12;14;0;60;11;0;0;0;0
2020-05-07 06:15:00;53;52;6;18;0;93;12;0;0;0;0
2020-05-07 06:30:00;70;53;8;20;0;113;17;0;0;0;0
2020-05-07 06:45:00;68;56;8;19;0;116;8;0;0;0;0
2020-05-07 07:00:00;52;52;10;22;0;109;15;0;0;0;0
2020-05-07 07:15:00;56;56;3;45;0;114;15;0;0;0;0
2020-05-07 07:30:00;65;57;13;46;0;122;23;0;0;0;0
2020-05-07 07:45:00;73;55;10;28;0;116;20;0;0;0;0
2020-05-07 08:00:00;56;45;8;31;0;91;22;0;0;0;0
2020-05-07 08:15:00;60;45;11;25;0;75;14;20;0;0;0
2020-05-07 08:30:00;64;53;9;32;0;77;14;0;0;0;0
2020-05-07 08:45:00;65;55;13;32;0;87;18;1;0;0;0
2020-05-07 09:00:00;70;57;17;39;0;81;26;0;0;0;0
2020-05-07 09:15:00;59;43;11;34;0;60;15;0;0;2;0
2020-05-07 09:30:00;69;68;15;47;0;73;24;0;0;0;0
2020-05-07 09:45:00;66;49;24;33;0;57;30;0;0;1;0
2020-05-07 10:00:00;66;56;13;34;0;72;21;0;0;0;0
2020-05-07 10:15:00;75;61;24;40;0;67;28;0;0;0;0
2020-05-07 10:30:00;72;53;17;28;0;63;34;0;0;0;0
2020-05-07 10:45:00;89;75;15;44;0;72;24;3;0;0;0
2020-05-07 11:00:00;74;70;19;38;0;61;24;15;0;0;0
2020-05-07 11:15:00;78;67;14;45;0;67;33;0;0;0;0
2020-05-07 11:30:00;94;77;27;44;0;79;19;0;0;0;0
2020-05-07 11:45:00;79;80;21;45;0;77;29;1;0;0;0
2020-05-07 12:00:00;88;88;21;50;0;76;30;0;0;2;0
2020-05-07 12:15:00;90;94;18;40;0;75;37;0;0;0;0
2020-05-07 12:30:00;81;79;18;50;0;76;29;0;0;1;0
2020-05-07 12:45:00;86;85;12;33;0;59;29;0;0;0;0
2020-05-07 13:00:00;96;88;16;37;0;71;22;0;0;0;0
2020-05-07 13:15:00;79;75;18;44;0;82;17;0;0;0;2
2020-05-07 13:30:00;101;104;26;46;0;108;26;0;0;0;0
2020-05-07 13:45:00;135;140;26;56;0;115;23;0;0;0;6
2020-05-07 14:00:00;108;117;34;82;0;122;30;0;11;0;0
2020-05-07 14:15:00;151;125;25;40;0;98;27;0;0;0;0
2020-05-07 14:30:00;120;123;23;37;0;79;29;0;0;0;0
2020-05-07 14:45:00;106;91;18;51;0;83;23;0;0;0;0
2020-05-07 15:00:00;129;139;15;37;0;78;21;0;0;0;0
2020-05-07 15:15:00;127;131;34;32;0;73;28;0;6;6;0
2020-05-07 15:30:00;126;127;19;32;0;75;32;0;0;0;0
2020-05-07 15:45:00;126;129;27;40;0;70;18;2;0;0;0
2020-05-07 16:00:00;121;123;17;39;0;78;30;0;2;0;0
2020-05-07 16:15:00;120;129;15;45;0;78;21;0;0;0;0
2020-05-07 16:30:00;107;112;34;47;0;83;26;0;0;0;0
2020-05-07 16:45:00;103;112;30;38;0;68;20;5;3;0;0
2020-05-07 17:00:00;128;113;16;55;0;78;31;0;0;1;0
2020-05-07 17:15:00;99;101;28;45;0;77;26;0;0;0;0
2020-05-07 17:30:00;109;84;18;43;0;84;24;0;0;2;0
2020-05-07 17:45:00;110;83;21;58;0;67;23;8;0;0;0
2020-05-07 18:00:00;96;70;31;46;0;60;20;0;0;0;0
