DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-08-29 00:00:00;12;14;12;5;1;1;0
2019-08-29 00:15:00;13;17;15;8;2;4;0
2019-08-29 00:30:00;10;12;9;8;1;1;0
2019-08-29 00:45:00;4;11;17;14;2;3;0
2019-08-29 01:00:00;9;10;13;8;0;3;0
2019-08-29 01:15:00;11;11;12;13;1;0;0
2019-08-29 01:30:00;6;7;10;6;0;2;0
2019-08-29 01:45:00;5;9;10;5;0;1;0
2019-08-29 02:00:00;5;5;2;4;0;1;0
2019-08-29 02:15:00;7;6;4;1;2;0;0
2019-08-29 02:30:00;7;3;7;3;0;2;0
2019-08-29 02:45:00;3;6;11;10;3;0;0
2019-08-29 03:00:00;4;4;7;3;0;0;0
2019-08-29 03:15:00;10;6;13;2;0;1;0
2019-08-29 03:30:00;5;3;5;2;0;1;0
2019-08-29 03:45:00;7;5;8;2;2;1;0
2019-08-29 04:00:00;8;15;13;3;0;2;0
2019-08-29 04:15:00;18;9;20;8;0;1;0
2019-08-29 04:30:00;17;11;21;8;2;3;0
2019-08-29 04:45:00;20;19;34;7;3;5;0
2019-08-29 05:00:00;22;31;75;23;9;3;2
2019-08-29 05:15:00;29;36;152;74;8;12;0
2019-08-29 05:30:00;45;58;165;89;8;12;0
2019-08-29 05:45:00;64;97;154;114;11;14;0
2019-08-29 06:00:00;113;145;146;107;1;24;0
2019-08-29 06:15:00;64;98;208;144;8;28;0
2019-08-29 06:30:00;84;101;254;187;18;44;0
2019-08-29 06:45:00;67;112;222;180;19;45;0
2019-08-29 07:00:00;67;87;207;149;15;38;0
2019-08-29 07:15:00;60;90;244;176;20;38;0
2019-08-29 07:30:00;86;124;244;196;16;50;4
2019-08-29 07:45:00;86;135;242;172;118;43;0
2019-08-29 08:00:00;69;96;215;147;14;42;3
2019-08-29 08:15:00;70;107;212;165;19;38;0
2019-08-29 08:30:00;79;108;210;146;19;30;0
2019-08-29 08:45:00;77;121;143;151;17;37;1
2019-08-29 09:00:00;61;89;116;106;31;18;0
2019-08-29 09:15:00;73;122;121;127;13;18;0
2019-08-29 09:30:00;77;109;134;129;26;25;0
2019-08-29 09:45:00;82;130;115;101;20;21;6
2019-08-29 10:00:00;82;105;110;93;17;21;0
2019-08-29 10:15:00;85;103;110;99;42;27;0
2019-08-29 10:30:00;77;127;128;128;24;30;0
2019-08-29 10:45:00;89;133;122;109;14;17;0
2019-08-29 11:00:00;100;141;115;138;10;29;2
2019-08-29 11:15:00;86;125;119;111;9;20;4
2019-08-29 11:30:00;91;134;131;106;17;28;0
2019-08-29 11:45:00;88;140;113;99;19;20;1
2019-08-29 12:00:00;103;146;115;119;14;25;0
2019-08-29 12:15:00;94;139;128;109;15;25;4
2019-08-29 12:30:00;109;154;118;115;14;25;2
2019-08-29 12:45:00;108;158;147;112;18;36;1
2019-08-29 13:00:00;111;167;120;105;17;30;0
2019-08-29 13:15:00;99;156;129;103;21;22;0
2019-08-29 13:30:00;90;121;164;136;24;37;0
2019-08-29 13:45:00;97;158;154;134;21;22;0
2019-08-29 14:00:00;151;215;142;103;19;34;2
2019-08-29 14:15:00;162;214;100;100;15;12;1
2019-08-29 14:30:00;190;245;128;110;24;28;3
2019-08-29 14:45:00;139;223;117;127;20;15;0
2019-08-29 15:00:00;152;216;130;140;15;35;0
2019-08-29 15:15:00;189;272;92;114;17;22;0
2019-08-29 15:30:00;182;260;115;146;54;21;0
2019-08-29 15:45:00;162;225;129;136;19;23;0
2019-08-29 16:00:00;220;271;111;125;7;33;0
2019-08-29 16:15:00;160;239;101;112;22;27;3
2019-08-29 16:30:00;176;251;110;147;190;25;0
2019-08-29 16:45:00;185;245;112;177;16;24;4
2019-08-29 17:00:00;172;209;126;150;17;27;3
2019-08-29 17:15:00;180;239;129;144;15;25;0
2019-08-29 17:30:00;158;220;111;141;16;23;0
2019-08-29 17:45:00;130;185;124;131;18;18;5
2019-08-29 18:00:00;144;190;83;123;19;23;0
2019-08-29 18:15:00;104;178;117;120;12;33;8
2019-08-29 18:30:00;118;172;106;126;61;21;1
2019-08-29 18:45:00;74;141;95;115;10;24;0
2019-08-29 19:00:00;84;116;90;104;16;26;0
2019-08-29 19:15:00;79;104;79;80;16;16;0
2019-08-29 19:30:00;84;132;71;89;8;25;1
2019-08-29 19:45:00;83;109;68;78;236;10;0
2019-08-29 20:00:00;81;116;61;62;5;14;0
2019-08-29 20:15:00;70;105;52;55;134;8;0
2019-08-29 20:30:00;73;89;63;59;6;13;0
2019-08-29 20:45:00;40;70;70;53;2;10;0
2019-08-29 21:00:00;56;80;101;75;9;7;0
2019-08-29 21:15:00;40;48;92;43;3;11;0
2019-08-29 21:30:00;52;74;114;74;5;22;0
2019-08-29 21:45:00;85;96;47;37;4;9;0
2019-08-29 22:00:00;112;148;48;34;6;6;0
2019-08-29 22:15:00;37;62;40;33;3;3;0
2019-08-29 22:30:00;40;58;36;25;0;7;0
2019-08-29 22:45:00;25;31;21;26;1;3;0
2019-08-29 23:00:00;28;24;22;24;0;2;0
2019-08-29 23:15:00;14;20;19;7;2;2;0
2019-08-29 23:30:00;19;22;20;25;2;3;0
2019-08-29 23:45:00;10;15;17;15;1;3;0
