DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-11-30 00:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-30 00:15:00;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-11-30 00:30:00;0;0;0;0;6;1;0;0;0;0;0;0;0
2020-11-30 00:45:00;0;0;0;0;3;1;0;0;0;0;0;0;0
2020-11-30 01:00:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-11-30 01:15:00;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-11-30 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 01:45:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-30 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:15:00;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-11-30 02:30:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-11-30 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:00:00;0;0;0;0;4;0;0;1;0;0;0;0;0
2020-11-30 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-11-30 03:45:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-30 04:00:00;0;0;0;0;8;0;1;2;0;0;0;0;0
2020-11-30 04:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-11-30 04:30:00;0;0;0;0;6;0;1;2;0;0;0;0;0
2020-11-30 04:45:00;0;0;0;0;16;2;0;1;0;0;0;0;0
2020-11-30 05:00:00;0;0;0;0;56;0;0;2;0;0;0;0;0
2020-11-30 05:15:00;0;0;0;0;126;3;0;5;0;0;0;0;0
2020-11-30 05:30:00;0;0;0;0;118;1;2;6;0;0;0;0;0
2020-11-30 05:45:00;0;0;0;0;94;6;0;1;0;0;0;0;0
2020-11-30 06:00:00;0;0;0;0;91;6;2;2;0;0;0;0;0
2020-11-30 06:15:00;0;0;0;0;102;13;9;12;0;0;0;0;0
2020-11-30 06:30:00;0;0;0;0;112;8;5;8;3;0;0;0;0
2020-11-30 06:45:00;0;0;0;0;123;15;7;6;1;0;2;0;0
2020-11-30 07:00:00;0;0;0;0;102;20;9;10;0;0;0;0;0
2020-11-30 07:15:00;0;0;0;0;123;24;10;9;4;0;0;2;0
