DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2019-12-28 00:00:00;12;10;2;3;3;15;12;7;11;9;0;0
2019-12-28 00:15:00;16;11;3;3;4;8;12;6;13;8;0;0
2019-12-28 00:30:00;11;7;1;0;2;8;10;6;12;11;0;0
2019-12-28 00:45:00;13;9;1;1;3;10;12;8;8;8;0;0
2019-12-28 01:00:00;14;8;2;0;4;11;11;6;13;3;0;0
2019-12-28 01:15:00;15;10;1;1;1;13;11;7;7;4;0;0
2019-12-28 01:30:00;7;9;1;0;0;2;11;8;9;7;0;0
2019-12-28 01:45:00;8;3;0;0;0;10;6;4;11;8;0;0
2019-12-28 02:00:00;7;2;1;0;3;4;10;6;11;3;0;0
2019-12-28 02:15:00;6;12;1;1;3;9;9;6;6;1;0;0
2019-12-28 02:30:00;8;9;1;0;1;3;3;2;2;4;0;0
2019-12-28 02:45:00;1;1;1;2;4;12;6;3;3;5;0;0
2019-12-28 03:00:00;9;9;0;1;0;1;4;3;3;4;0;0
2019-12-28 03:15:00;4;4;1;1;4;5;5;4;3;4;0;0
2019-12-28 03:30:00;1;1;0;0;0;1;2;2;1;3;0;0
2019-12-28 03:45:00;2;4;0;0;0;4;6;3;2;3;0;0
2019-12-28 04:00:00;6;1;0;0;0;5;5;4;1;0;0;0
2019-12-28 04:15:00;8;10;0;0;0;10;15;9;3;1;0;0
2019-12-28 04:30:00;7;4;0;1;2;5;4;2;4;3;0;0
2019-12-28 04:45:00;7;6;1;0;1;3;6;6;7;7;0;0
2019-12-28 05:00:00;6;1;1;1;4;3;7;5;5;6;0;0
2019-12-28 05:15:00;12;3;1;2;2;13;12;10;9;5;0;0
2019-12-28 05:30:00;10;5;0;2;3;13;17;11;9;3;0;0
2019-12-28 05:45:00;12;6;1;2;2;12;10;5;10;2;0;0
2019-12-28 06:00:00;16;3;0;1;3;14;13;8;7;6;0;0
2019-12-28 06:15:00;8;7;1;3;5;12;10;6;6;5;0;0
2019-12-28 06:30:00;10;4;1;2;3;7;19;13;5;4;0;0
2019-12-28 06:45:00;20;13;1;2;2;10;18;14;11;8;0;1
2019-12-28 07:00:00;18;9;0;1;4;13;12;11;8;6;1;5
2019-12-28 07:15:00;18;11;0;2;2;11;12;8;12;9;1;16
2019-12-28 07:30:00;25;10;2;2;2;15;17;11;10;3;1;0
2019-12-28 07:45:00;34;16;4;5;5;20;33;23;19;5;2;2
2019-12-28 08:00:00;24;5;1;2;4;23;32;20;16;5;1;0
2019-12-28 08:15:00;42;15;0;4;7;23;22;13;22;6;2;0
2019-12-28 08:30:00;30;16;1;5;6;30;35;27;39;6;3;1
2019-12-28 08:45:00;50;19;2;7;9;46;56;37;32;13;3;1
2019-12-28 09:00:00;37;23;3;6;9;38;45;38;38;7;5;3
2019-12-28 09:15:00;50;26;1;4;10;41;41;32;48;18;4;1
2019-12-28 09:30:00;57;24;3;9;10;53;66;53;42;14;2;3
2019-12-28 09:45:00;61;43;4;6;10;45;51;36;53;11;1;4
2019-12-28 10:00:00;50;26;5;13;21;43;60;47;51;18;1;10
2019-12-28 10:15:00;50;36;4;6;10;71;73;53;53;9;6;5
2019-12-28 10:30:00;64;32;6;12;18;70;79;60;67;16;1;10
2019-12-28 10:45:00;71;32;1;10;12;62;70;55;72;8;3;21
2019-12-28 11:00:00;60;38;1;9;8;75;85;65;61;16;5;0
2019-12-28 11:15:00;73;47;4;7;13;78;78;54;67;21;8;29
2019-12-28 11:30:00;68;31;1;8;10;65;88;66;43;15;1;0
2019-12-28 11:45:00;67;44;7;12;22;80;84;65;53;11;4;12
2019-12-28 12:00:00;63;41;2;9;20;75;89;60;81;18;5;84
2019-12-28 12:15:00;49;42;3;8;15;76;100;75;66;18;0;0
2019-12-28 12:30:00;62;31;3;11;15;72;90;83;67;15;5;28
2019-12-28 12:45:00;65;39;3;10;11;67;84;56;85;7;4;20
2019-12-28 13:00:00;53;40;4;12;16;86;111;78;76;20;3;12
2019-12-28 13:15:00;60;34;4;14;21;75;96;78;77;17;6;22
2019-12-28 13:30:00;64;42;5;6;11;87;102;75;65;9;3;13
2019-12-28 13:45:00;79;54;7;7;11;85;106;82;66;14;1;0
2019-12-28 14:00:00;75;48;4;11;21;84;98;78;90;11;5;10
2019-12-28 14:15:00;57;35;8;7;14;78;95;72;67;11;7;23
2019-12-28 14:30:00;73;47;3;10;12;98;108;77;72;6;3;3
2019-12-28 14:45:00;82;61;3;8;10;96;104;86;68;12;1;4
2019-12-28 15:00:00;71;36;3;14;21;97;109;102;72;12;2;1
2019-12-28 15:15:00;68;45;4;4;14;117;99;78;77;18;4;6
2019-12-28 15:30:00;76;57;6;12;26;107;93;84;50;12;5;13
2019-12-28 15:45:00;78;48;10;13;21;107;101;87;59;14;1;2
2019-12-28 16:00:00;68;37;9;6;15;70;90;90;75;15;1;0
2019-12-28 16:15:00;71;39;6;11;17;113;106;99;53;12;5;1
2019-12-28 16:30:00;63;44;3;9;20;88;98;80;70;12;6;7
2019-12-28 16:45:00;52;31;5;5;9;84;76;76;59;7;7;14
2019-12-28 17:00:00;76;58;4;9;19;89;92;62;59;16;4;16
2019-12-28 17:15:00;62;53;5;9;17;81;91;58;66;12;3;5
2019-12-28 17:30:00;71;35;6;6;11;67;85;56;53;7;4;1
2019-12-28 17:45:00;61;41;3;9;17;64;81;68;47;15;3;13
2019-12-28 18:00:00;51;32;1;7;12;59;71;52;67;13;4;12
2019-12-28 18:15:00;42;15;3;4;9;46;60;50;49;10;6;7
2019-12-28 18:30:00;62;38;3;4;15;63;64;47;60;12;11;59
2019-12-28 18:45:00;67;31;9;8;17;68;73;72;45;18;0;0
2019-12-28 19:00:00;41;17;4;6;13;58;72;57;37;11;1;42
2019-12-28 19:15:00;46;34;5;5;14;65;65;53;31;8;5;3
2019-12-28 19:30:00;55;36;2;14;10;48;68;42;86;14;1;5
2019-12-28 19:45:00;47;34;4;3;8;50;52;47;69;7;3;0
2019-12-28 20:00:00;45;28;3;3;16;48;56;35;56;18;0;1
2019-12-28 20:15:00;44;25;5;2;6;45;61;51;31;21;0;0
2019-12-28 20:30:00;41;17;4;5;11;40;54;41;28;17;0;1
