DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-06-04 00:00:00;0;17;1;1;3;2;11;7;0;0
2020-06-04 00:15:00;0;11;1;0;2;3;17;9;2;1
2020-06-04 00:30:00;0;11;0;0;0;0;14;9;0;0
2020-06-04 00:45:00;0;7;0;0;0;0;6;2;0;0
2020-06-04 01:00:00;0;11;0;0;0;1;11;7;0;0
2020-06-04 01:15:00;0;7;0;0;0;1;8;5;0;0
2020-06-04 01:30:00;0;9;0;0;2;0;15;4;1;1
2020-06-04 01:45:00;0;4;0;0;0;0;9;5;0;0
2020-06-04 02:00:00;0;7;0;0;0;1;6;3;0;0
2020-06-04 02:15:00;0;4;0;0;1;0;5;2;0;0
2020-06-04 02:30:00;0;8;0;0;0;1;9;3;0;0
2020-06-04 02:45:00;0;2;0;0;0;0;5;2;0;0
2020-06-04 03:00:00;0;6;0;0;0;1;8;3;0;0
2020-06-04 03:15:00;0;3;0;0;2;0;2;2;0;0
2020-06-04 03:30:00;0;8;0;0;0;0;5;3;0;0
2020-06-04 03:45:00;0;10;0;0;0;0;6;3;0;0
2020-06-04 04:00:00;0;4;0;0;0;0;3;0;0;0
2020-06-04 04:15:00;0;13;0;0;0;5;5;6;3;3
2020-06-04 04:30:00;0;11;0;1;1;7;17;8;2;1
2020-06-04 04:45:00;0;23;2;2;2;25;30;13;0;0
2020-06-04 05:00:00;0;25;1;3;2;56;60;46;2;2
2020-06-04 05:15:00;0;46;1;0;1;189;87;116;3;7
2020-06-04 05:30:00;0;58;5;12;8;155;85;115;10;10
2020-06-04 05:45:00;0;103;14;45;48;130;54;88;12;22
2020-06-04 06:00:00;0;56;3;23;27;45;17;22;3;4
2020-06-04 06:15:00;0;20;1;0;2;29;19;30;1;6
2020-06-04 06:30:00;0;118;2;5;5;178;72;124;21;35
2020-06-04 06:45:00;0;92;4;11;6;153;72;135;19;27
2020-06-04 07:00:00;0;89;8;13;15;116;61;114;16;26
2020-06-04 07:15:00;0;75;6;16;8;101;75;106;19;24
2020-06-04 07:30:00;0;89;7;15;9;148;73;124;16;18
2020-06-04 07:45:00;0;91;12;12;14;117;79;134;16;17
2020-06-04 08:00:00;0;99;6;6;7;117;60;101;10;12
2020-06-04 08:30:00;0;82;11;11;9;71;60;108;6;6
2020-06-04 08:45:00;0;83;9;6;6;82;68;119;9;8
2020-06-04 09:00:00;0;94;7;9;10;69;56;97;7;9
2020-06-04 09:15:00;0;90;8;10;13;37;78;110;7;10
2020-06-04 09:30:00;0;90;13;14;15;47;80;119;12;7
2020-06-04 09:45:00;0;113;13;15;19;47;84;115;11;2
2020-06-04 10:00:00;0;103;6;10;12;27;69;108;10;3
2020-06-04 10:15:00;0;98;7;13;20;41;95;122;11;6
2020-06-04 10:30:00;0;117;13;11;13;47;79;112;11;6
2020-06-04 10:45:00;0;126;11;13;20;34;77;127;10;4
2020-06-04 11:00:00;0;107;5;19;19;34;91;120;4;4
2020-06-04 11:15:00;0;130;13;17;19;32;92;102;4;2
2020-06-04 11:30:00;0;111;17;19;18;51;89;113;7;9
2020-06-04 11:45:00;0;128;14;15;17;31;95;108;14;6
2020-06-04 12:00:00;0;131;9;14;25;39;86;118;6;3
2020-06-04 12:15:00;0;128;3;18;20;39;71;112;13;7
2020-06-04 12:30:00;0;132;8;14;19;43;86;117;1;0
2020-06-04 12:45:00;0;123;16;15;21;41;76;113;15;6
2020-06-04 13:00:00;0;134;5;24;31;53;88;121;8;5
2020-06-04 13:15:00;0;136;10;22;18;81;111;150;10;6
2020-06-04 13:30:00;0;136;13;22;26;100;117;192;11;9
2020-06-04 13:45:00;0;130;22;34;32;99;103;192;9;6
2020-06-04 14:00:00;0;156;37;60;53;72;107;165;10;1
2020-06-04 14:15:00;0;162;34;87;97;72;100;156;12;8
2020-06-04 14:30:00;0;184;34;79;92;34;96;117;10;6
2020-06-04 14:45:00;0;221;27;47;54;40;100;152;12;6
2020-06-04 15:00:00;0;203;20;40;50;42;88;113;13;7
2020-06-04 15:15:00;0;173;24;58;66;22;108;135;6;5
2020-06-04 15:30:00;0;167;22;48;59;27;98;114;4;2
2020-06-04 15:45:00;0;188;28;43;47;22;119;159;9;3
2020-06-04 16:00:00;0;165;34;48;59;29;126;166;17;4
2020-06-04 16:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 16:30:00;0;177;15;43;46;24;123;164;6;1
2020-06-04 16:45:00;0;177;16;28;39;19;118;147;15;3
2020-06-04 17:00:00;0;183;30;42;50;20;126;173;10;1
2020-06-04 17:15:00;0;190;13;39;44;22;108;178;7;3
2020-06-04 17:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 17:45:00;0;155;11;27;36;18;93;132;8;2
2020-06-04 18:00:00;0;133;10;23;25;7;107;122;6;2
2020-06-04 18:15:00;0;147;9;17;18;17;94;124;10;3
2020-06-04 18:30:00;0;130;8;9;13;12;96;123;7;1
2020-06-04 18:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 19:00:00;0;110;6;11;12;12;81;83;3;1
2020-06-04 19:15:00;0;118;3;11;11;16;74;89;6;0
2020-06-04 19:30:00;0;84;4;9;10;11;56;67;4;4
2020-06-04 19:45:00;0;77;2;6;5;10;54;54;1;0
2020-06-04 20:00:00;0;74;5;8;6;12;61;73;2;0
2020-06-04 20:15:00;0;77;1;4;2;5;58;55;2;0
2020-06-04 20:30:00;0;48;4;5;6;29;51;61;3;2
2020-06-04 20:45:00;0;58;2;1;2;40;60;56;1;1
2020-06-04 21:00:00;0;49;4;7;1;105;68;63;7;4
2020-06-04 21:15:00;0;50;1;8;5;144;66;83;5;8
2020-06-04 21:30:00;0;42;2;8;15;88;63;62;3;4
2020-06-04 21:45:00;0;59;6;41;47;32;43;40;3;4
2020-06-04 22:00:00;0;83;15;58;67;2;44;39;4;2
2020-06-04 22:15:00;0;65;1;13;17;7;37;34;4;2
2020-06-04 22:30:00;0;33;1;3;5;10;29;26;2;1
2020-06-04 22:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 23:00:00;0;26;0;1;0;3;25;14;1;1
2020-06-04 23:15:00;0;33;1;1;0;3;26;24;3;1
2020-06-04 23:30:00;0;11;0;0;2;1;16;10;2;0
2020-06-04 23:45:00;0;17;0;0;0;1;16;10;2;2
