DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2019-09-30 00:00:00;4;2;5;4;5;4;6;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 00:15:00;3;4;2;4;5;3;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 00:30:00;1;5;8;3;4;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 00:45:00;2;3;5;2;6;4;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 01:00:00;3;2;4;4;5;4;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 01:15:00;1;1;2;3;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 01:30:00;0;1;5;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 01:45:00;1;1;2;2;3;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 02:00:00;0;1;2;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 02:15:00;2;1;0;1;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 02:30:00;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 02:45:00;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 03:00:00;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 03:15:00;1;0;1;0;4;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 03:30:00;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 03:45:00;0;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 04:00:00;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 04:15:00;3;3;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 04:30:00;3;1;3;3;9;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 04:45:00;8;4;3;5;6;5;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 05:00:00;4;5;2;2;38;10;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 05:15:00;11;9;10;5;49;13;6;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 05:30:00;13;15;19;11;72;27;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 05:45:00;12;23;23;11;91;38;9;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-30 06:00:00;10;28;21;9;45;21;12;5;0;7;0;0;0;0;0;0;0;0;0;1;0;0
2019-09-30 06:15:00;16;18;22;18;77;21;13;2;0;7;0;0;0;0;3;0;0;0;0;0;0;0
2019-09-30 06:30:00;25;25;24;24;134;33;17;4;0;9;0;0;0;0;0;0;0;0;0;1;1;0
2019-09-30 06:45:00;26;30;37;25;138;19;16;4;0;14;0;0;0;1;4;2;0;0;0;0;0;0
2019-09-30 07:00:00;41;32;28;19;159;25;32;3;0;13;0;1;0;5;0;0;0;2;6;0;0;0
2019-09-30 07:15:00;45;34;70;26;156;25;23;8;0;25;0;1;0;4;9;0;0;2;51;0;0;0
2019-09-30 07:30:00;54;46;63;26;146;35;59;9;0;22;0;0;0;4;3;0;0;2;0;0;0;0
2019-09-30 07:45:00;60;60;59;43;171;33;43;21;0;21;0;1;0;1;4;0;0;2;0;1;0;0
2019-09-30 08:00:00;45;47;41;35;148;24;44;15;0;12;0;0;0;3;0;0;0;0;1;0;0;1
2019-09-30 08:15:00;42;51;49;36;130;24;35;6;0;15;0;0;0;1;0;0;0;0;0;2;9;0
2019-09-30 08:30:00;44;45;29;32;133;27;29;9;0;15;0;0;0;0;0;0;0;2;2;1;2;1
2019-09-30 08:45:00;46;48;41;28;82;27;38;8;0;12;0;0;0;1;0;0;0;1;0;0;0;0
2019-09-30 09:00:00;39;32;20;19;81;20;31;6;0;16;0;1;0;2;0;0;0;0;0;0;0;0
2019-09-30 09:15:00;47;41;31;22;82;24;33;8;0;21;0;0;0;1;3;0;0;0;0;0;0;0
2019-09-30 09:30:00;40;40;37;26;81;13;36;9;0;10;0;4;0;2;3;0;0;0;3;0;0;0
2019-09-30 09:45:00;31;45;40;32;82;30;34;14;0;12;0;1;0;2;4;0;0;0;0;2;3;0
2019-09-30 10:00:00;43;42;40;41;59;15;29;8;0;24;0;1;2;3;14;0;0;0;0;1;1;1
2019-09-30 10:15:00;45;34;51;41;70;22;45;9;0;29;0;0;3;10;9;0;0;0;0;4;1;0
2019-09-30 10:30:00;41;35;32;35;92;24;41;11;0;13;0;1;0;3;2;0;0;3;0;3;3;0
2019-09-30 10:45:00;40;39;34;24;75;21;35;11;0;20;0;5;4;0;0;0;0;1;5;0;0;0
2019-09-30 11:00:00;35;27;41;34;74;24;31;9;0;15;0;4;6;3;6;0;0;0;0;1;0;0
2019-09-30 11:15:00;48;36;33;27;82;25;49;14;0;18;0;1;2;1;0;0;0;0;0;1;2;0
2019-09-30 11:30:00;55;39;33;37;77;23;55;14;0;21;0;0;4;1;2;0;0;0;0;1;0;1
2019-09-30 11:45:00;45;33;41;40;85;22;42;17;0;17;0;1;0;2;1;0;0;0;0;2;7;0
2019-09-30 12:00:00;44;34;40;38;82;16;47;15;0;16;0;2;2;0;0;0;0;1;1;3;1;0
2019-09-30 12:15:00;53;38;39;30;80;27;25;23;0;16;0;4;3;3;0;2;0;1;0;2;1;0
2019-09-30 12:30:00;51;44;40;38;86;18;41;17;0;14;0;10;3;2;1;0;0;1;2;2;3;0
2019-09-30 12:45:00;35;33;40;33;94;25;33;6;0;12;0;6;4;1;0;0;0;0;1;3;2;3
2019-09-30 13:00:00;58;54;26;33;85;16;57;16;0;22;0;5;0;1;1;0;0;2;10;0;2;0
2019-09-30 13:15:00;53;38;29;37;80;11;40;17;0;20;0;4;0;2;2;0;0;0;0;2;22;0
2019-09-30 13:30:00;53;36;25;32;100;23;29;9;0;20;0;1;0;6;11;0;0;1;5;4;6;0
2019-09-30 13:45:00;56;53;38;29;96;23;35;8;0;15;0;1;6;2;5;0;0;1;0;0;0;0
2019-09-30 14:00:00;67;45;41;40;68;22;35;12;0;17;0;2;8;3;0;0;0;0;0;4;0;0
2019-09-30 14:15:00;76;78;46;43;71;9;28;16;0;19;0;4;0;3;8;0;0;0;0;1;1;0
2019-09-30 14:30:00;100;89;46;46;98;15;30;8;0;24;0;4;0;1;0;0;0;1;2;1;0;0
2019-09-30 14:45:00;81;73;36;46;80;23;28;15;0;27;0;0;0;3;0;0;0;0;0;1;0;0
2019-09-30 15:00:00;82;75;34;33;76;24;51;11;0;24;0;5;2;7;0;0;0;1;4;0;0;0
2019-09-30 15:15:00;81;67;36;56;95;22;46;23;0;35;0;2;0;3;4;0;0;1;0;2;2;0
2019-09-30 15:30:00;84;73;51;52;91;24;46;15;0;26;0;4;8;4;0;0;0;0;0;3;4;0
2019-09-30 15:45:00;78;79;58;48;76;24;66;17;0;26;0;10;4;2;36;0;0;0;0;5;1;0
2019-09-30 16:00:00;94;78;56;59;102;17;59;18;0;22;0;2;6;3;23;0;0;0;0;2;4;4
2019-09-30 16:15:00;111;99;56;61;112;26;45;23;0;28;0;6;30;4;3;0;0;4;72;1;1;1
2019-09-30 16:30:00;82;77;48;58;116;20;57;20;0;28;0;2;0;2;7;0;0;0;0;3;22;0
2019-09-30 16:45:00;87;84;42;43;120;23;46;15;0;29;0;4;5;0;0;0;0;0;0;2;4;0
2019-09-30 17:00:00;99;85;42;44;122;16;46;21;0;26;0;0;0;0;0;0;0;0;0;3;1;0
2019-09-30 17:15:00;86;71;49;62;102;15;51;13;0;27;0;3;0;2;2;0;0;1;3;1;1;0
2019-09-30 17:30:00;71;72;39;60;96;24;38;10;0;28;0;2;3;0;0;0;0;0;0;2;0;0
2019-09-30 17:45:00;82;68;46;44;97;14;36;11;0;25;0;7;19;3;0;0;0;0;0;1;0;1
2019-09-30 18:00:00;61;52;44;58;82;14;37;9;0;22;0;0;0;0;0;6;0;0;0;0;0;0
2019-09-30 18:15:00;51;48;42;36;79;17;30;5;0;13;0;0;0;0;0;7;0;0;0;0;0;7
2019-09-30 18:30:00;55;38;37;32;80;13;31;3;0;12;0;0;1;0;0;3;0;0;0;0;0;5
2019-09-30 18:45:00;29;37;23;29;60;14;28;5;0;14;0;3;12;0;0;1;0;0;0;0;0;0
2019-09-30 19:00:00;37;34;30;25;66;15;25;4;0;21;0;1;2;3;14;0;0;1;1;0;0;0
2019-09-30 19:15:00;29;25;32;30;62;6;24;0;0;7;0;0;0;0;3;0;1;3;3;1;1;0
2019-09-30 19:30:00;30;16;30;20;47;12;21;2;0;10;0;2;3;0;0;0;0;0;0;0;0;6
2019-09-30 19:45:00;26;27;19;12;44;9;17;7;0;8;0;0;0;2;2;0;0;2;0;1;2;0
2019-09-30 20:00:00;15;18;19;23;48;7;26;4;0;9;0;3;0;2;1;0;0;0;0;0;0;0
2019-09-30 20:15:00;32;23;24;23;48;12;17;7;0;11;0;2;41;0;0;0;0;0;0;0;0;0
2019-09-30 20:30:00;21;13;10;15;33;5;14;4;0;10;0;1;0;3;2;0;1;11;0;1;0;0
2019-09-30 20:45:00;28;14;15;11;27;9;15;1;0;8;0;0;0;0;0;0;0;3;0;0;0;0
2019-09-30 21:00:00;23;23;15;16;63;12;15;0;0;6;0;3;0;5;0;0;0;2;0;1;1;0
2019-09-30 21:15:00;12;15;14;9;75;9;10;2;0;9;0;1;0;0;0;0;0;0;0;0;0;0
2019-09-30 21:30:00;18;15;11;9;55;18;11;4;0;5;0;6;0;2;0;0;0;2;0;0;0;0
2019-09-30 21:45:00;30;23;21;10;31;2;13;6;0;6;0;2;4;0;0;0;0;0;0;0;0;0
2019-09-30 22:00:00;31;30;12;16;23;5;14;3;0;7;0;0;0;1;0;0;0;2;0;0;0;0
